Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
danone,,$48.49 B,$51.43 B,$52.61 B,$50.81 B,$50.53 B,$53.14 B,$46.26 B,$35.76 B,$38.61 B,$42.71 B,$39.07 B,$36.84 B,$37.37 B,$38.50 B,$37.55 B,$40.26 B,$22.28 B,$19.74 B,$17.89 B,$17.97 B,$16.69 B,$18.43 B
bae-systems,,$38.13 B,$36.62 B,$37.52 B,$33.60 B,$31.41 B,$30.34 B,$28.37 B,$29.76 B,$30.80 B,$32.46 B,$36.00 B,$35.83 B,$37.09 B,$41.24 B,$37.62 B,$40.24 B,$35.64 B,$34.78 B,$31.21 B,$27.47 B,$19.55 B,$21.57 B
bayan-resources,,$3.94 B,$2.43 B,$1.61 B,$1.27 B,$1.15 B,$0.88 B,$0.82 B,$0.93 B,$1.16 B,$1.56 B,$1.90 B,$1.58 B,$0.91 B,$0.76 B,$0.61 B,,,,,,,
industrial-bank,,$1.343 T,$1.350 T,$1.210 T,$1.022 T,$975.92 B,$986.34 B,$876.45 B,$817.57 B,$711.62 B,$607.65 B,$521.42 B,$383.26 B,$279.72 B,$195.03 B,$149.83 B,$116.71 B,$79.13 B,$58.88 B,$41.13 B,$31.33 B,,
citic-securities,,$189.69 B,$200.66 B,$161.44 B,$113.33 B,$94.97 B,$96.15 B,$86.03 B,$95.06 B,$77.45 B,$44.83 B,$27.02 B,$23.59 B,$23.16 B,$30.27 B,$20.09 B,$26.00 B,$8.15 B,$2.51 B,$1.59 B,$1.42 B,$2.25 B,$2.25 B
nordea-bank,,$637.06 B,$645.92 B,$679.15 B,$621.55 B,$630.80 B,$698.22 B,$648.10 B,$707.28 B,$814.05 B,$870.63 B,$896.07 B,$928.20 B,$772.58 B,$727.16 B,$662.75 B,$568.06 B,$458.55 B,$384.70 B,$374.44 B,$330.09 B,$268.75 B,
hess,,$21.72 B,$20.51 B,$18.82 B,$21.78 B,$21.43 B,$23.11 B,$28.62 B,$34.19 B,$38.57 B,$42.79 B,$43.59 B,$38.93 B,$35.28 B,$29.41 B,$28.58 B,$26.13 B,$22.40 B,$19.11 B,$16.31 B,$13.98 B,$13.26 B,$15.36 B
kimberly-clark,,$17.97 B,$17.83 B,$17.52 B,$15.28 B,$14.51 B,$15.15 B,$14.60 B,$14.84 B,$15.52 B,$18.91 B,$19.87 B,$19.37 B,$19.86 B,$19.20 B,$18.08 B,$18.43 B,$17.06 B,$16.30 B,$17.01 B,$16.77 B,$15.58 B,$15.00 B
jiangsu-hengrui-medicine,,$6.14 B,$6.16 B,$5.32 B,$3.94 B,$3.25 B,$2.77 B,$2.06 B,$1.77 B,$1.46 B,$1.19 B,$0.94 B,$0.76 B,$0.58 B,$0.43 B,$0.33 B,$0.27 B,$0.18 B,$0.15 B,$0.15 B,$0.17 B,$0.14 B,$0.13 B
hoya,$7.72 B,$8.13 B,$7.73 B,$7.50 B,$6.88 B,$6.12 B,$5.90 B,$5.68 B,$6.11 B,$6.84 B,$6.55 B,$6.94 B,$6.95 B,$5.87 B,$5.97 B,$6.90 B,$3.80 B,$3.07 B,$3.28 B,$2.78 B,$2.32 B,$2.08 B,$2.11 B
hong-kong-exchanges-and-clearing,,$52.06 B,$51.20 B,$51.48 B,$35.83 B,$32.68 B,$40.64 B,$31.89 B,$30.73 B,$32.47 B,$11.08 B,$10.42 B,$6.95 B,$6.15 B,$5.84 B,$8.12 B,$11.27 B,$5.20 B,$2.96 B,$2.75 B,$0.59 B,$0.60 B,$0.55 B
nucor,,$32.47 B,$25.82 B,$20.12 B,$18.34 B,$17.92 B,$15.84 B,$15.22 B,$14.25 B,$15.61 B,$15.20 B,$14.08 B,$14.57 B,$13.92 B,$12.57 B,$13.87 B,$9.82 B,$7.88 B,$7.13 B,$6.13 B,$4.49 B,$4.38 B,$3.75 B
wesfarmers,$17.57 B,$18.76 B,$19.69 B,$17.47 B,$12.87 B,$27.32 B,$30.82 B,$30.46 B,$30.99 B,$37.41 B,$39.39 B,$43.32 B,$43.64 B,$33.01 B,$31.67 B,$35.74 B,$10.37 B,$5.58 B,$4.79 B,$4.77 B,$4.21 B,$4.33 B,$2.62 B
adyen,,$8.15 B,$6.54 B,$5.11 B,$2.92 B,$2.12 B,$1.36 B,$1.44 B,$0.89 B,$0.59 B,,,,,,,,,,,,,
ww-grainger,,$7.58 B,$6.59 B,$6.29 B,$6.00 B,$5.87 B,$5.80 B,$5.69 B,$5.80 B,$5.30 B,$5.26 B,$5.01 B,$4.71 B,$3.90 B,$3.72 B,$3.51 B,$3.09 B,$3.04 B,$3.10 B,$2.80 B,$2.62 B,$2.43 B,$2.33 B
cencora,$62.55 B,$56.56 B,$57.33 B,$43.94 B,$39.17 B,$37.66 B,$35.31 B,$33.58 B,$27.73 B,$21.53 B,$18.91 B,$15.44 B,$14.98 B,$14.43 B,$13.57 B,$12.21 B,$12.31 B,$12.78 B,$11.38 B,$11.65 B,$12.04 B,$11.21 B,$10.29 B
msci,,$4.99 B,$5.50 B,$4.19 B,$4.20 B,$3.38 B,$3.27 B,$3.08 B,$3.14 B,$2.89 B,$3.13 B,$3.01 B,$3.09 B,$3.02 B,$1.20 B,$1.01 B,$0.90 B,$1.11 B,$1.04 B,,$0.12 B,,
maruti-suzuki-india,$10.30 B,$9.84 B,$9.70 B,$8.43 B,$9.21 B,$9.25 B,$8.01 B,$6.06 B,$5.51 B,$5.24 B,$5.06 B,$4.54 B,$4.30 B,$3.76 B,$2.75 B,$3.10 B,$2.42 B,$1.91 B,$1.52 B,$1.34 B,,,
kenvue,,$27.31 B,$27.92 B,$29.17 B,,,,,,,,,,,,,,,,,,,
qnb-qatar-national-bank,,$326.70 B,$300.28 B,$281.55 B,$259.56 B,$236.83 B,$222.82 B,$197.75 B,$148.04 B,$133.66 B,$121.88 B,$100.81 B,$82.92 B,$61.36 B,$49.25 B,$41.81 B,$31.43 B,$20.58 B,,,,,
cibc,,$693.40 B,$676.48 B,$575.67 B,$494.93 B,$455.31 B,$440.77 B,$374.09 B,$354.41 B,$370.64 B,$380.21 B,$393.57 B,$355.94 B,$345.78 B,$311.75 B,$293.66 B,$361.44 B,$271.00 B,$237.17 B,$228.00 B,$210.45 B,$200.94 B,$211.37 B
doordash,,$9.78 B,$6.80 B,$6.35 B,$1.73 B,$0.68 B,,,,,,,,,,,,,,,,,
baidu,,$56.68 B,$59.64 B,$51.01 B,$43.13 B,$43.26 B,$38.69 B,$26.21 B,$22.81 B,$16.09 B,$11.72 B,$7.32 B,$3.71 B,$1.67 B,$0.90 B,$0.57 B,$0.36 B,$0.21 B,$0.14 B,$31.71 M,$9.27 M,,
archer-daniels-midland,,$37.02 B,$35.71 B,$33.58 B,$43.99 B,$40.83 B,$39.96 B,$39.76 B,$40.15 B,$44.02 B,$43.75 B,$30.71 B,$31.02 B,$23.69 B,$23.10 B,$37.05 B,$25.11 B,$21.26 B,$18.59 B,$19.36 B,$17.18 B,$15.41 B,$14.33 B
oneok,,$24.37 B,$23.62 B,$23.07 B,$21.81 B,$18.23 B,$16.84 B,$16.13 B,$15.44 B,$15.30 B,$17.70 B,$15.85 B,$13.69 B,$12.49 B,$12.82 B,$13.12 B,$11.06 B,$10.50 B,$10.01 B,$7.19 B,$6.31 B,$5.73 B,$5.87 B
suncor-energy,,$62.54 B,$65.70 B,$66.36 B,$68.47 B,$65.76 B,$71.13 B,$66.02 B,$55.88 B,$68.65 B,$73.56 B,$76.87 B,$73.24 B,$70.19 B,$66.28 B,$26.75 B,$24.22 B,$16.13 B,$13.17 B,$9.82 B,$8.03 B,$6.38 B,$5.95 B
dominion-energy,,$104.24 B,$99.59 B,$95.90 B,$103.82 B,$77.91 B,$76.58 B,$71.61 B,$58.79 B,$54.32 B,$50.09 B,$46.83 B,$45.61 B,$42.86 B,$42.55 B,$42.05 B,$39.12 B,$49.26 B,$52.66 B,$45.44 B,$44.18 B,$37.90 B,$34.36 B
centene,,$76.87 B,$78.37 B,$68.71 B,$40.99 B,$30.90 B,$21.85 B,$20.19 B,$7.33 B,$5.83 B,$3.52 B,$2.74 B,$2.19 B,$1.94 B,$1.70 B,$1.45 B,$1.11 B,$0.89 B,$0.66 B,$0.52 B,$0.36 B,$0.21 B,$0.13 B
tc-energy,,$84.52 B,$81.77 B,$78.66 B,$76.01 B,$72.61 B,$68.43 B,$65.54 B,$46.48 B,$50.79 B,$50.63 B,$48.60 B,$47.99 B,$46.60 B,$41.66 B,$32.41 B,$30.40 B,$22.25 B,$20.69 B,$18.42 B,$15.83 B,$14.64 B,$14.77 B
realty-income,,$49.67 B,$43.13 B,$20.74 B,$18.55 B,$15.26 B,$14.05 B,$13.15 B,$11.86 B,$11.01 B,$9.92 B,$5.44 B,$4.41 B,$3.53 B,$2.91 B,$2.99 B,$3.07 B,$2.54 B,$1.92 B,$1.44 B,$1.36 B,$1.08 B,$1.00 B
fortinet,,$6.22 B,$5.91 B,$4.04 B,$3.88 B,$3.07 B,$2.25 B,$2.13 B,$1.79 B,$1.42 B,$1.16 B,$0.97 B,$0.73 B,$0.54 B,$0.38 B,$0.19 B,$0.14 B,,,,,,
iqvia,,$25.33 B,$24.68 B,$24.56 B,$23.25 B,$22.54 B,$22.74 B,$21.20 B,$3.92 B,$3.30 B,$3.06 B,$2.49 B,$2.32 B,,,,,,,,,,
maybank,,$215.28 B,$212.91 B,$212.35 B,$203.16 B,$194.40 B,$188.54 B,$164.14 B,$164.96 B,$183.15 B,$171.09 B,$162.02 B,$139.16 B,$103.58 B,$88.59 B,$82.42 B,$74.79 B,$61.04 B,$50.51 B,,,,
kinder-morgan,,$70.07 B,$70.41 B,$71.97 B,$74.15 B,$78.86 B,$79.05 B,$80.30 B,$84.23 B,$83.24 B,$75.09 B,$68.52 B,$30.71 B,$28.90 B,$27.58 B,,,,,,,,
luzhou-laojiao,,$7.45 B,$6.78 B,$5.36 B,$4.13 B,$3.28 B,$3.03 B,$1.96 B,$2.03 B,$2.12 B,$2.26 B,$2.49 B,$1.98 B,$1.21 B,$0.87 B,$0.74 B,$0.61 B,$0.43 B,$0.32 B,$0.30 B,$0.32 B,$0.29 B,$0.26 B
exelon-corporation,,$95.34 B,$133.01 B,$129.31 B,$124.97 B,$119.66 B,$116.70 B,$114.90 B,$95.38 B,$86.81 B,$79.92 B,$79.10 B,$55.09 B,$52.24 B,$49.18 B,$47.81 B,$45.89 B,$44.31 B,$42.38 B,$42.77 B,$41.94 B,$37.47 B,$34.82 B
nu-holdings,,$29.91 B,$19.85 B,$10.15 B,$6.76 B,$2.78 B,,,,,,,,,,,,,,,,,
titan-company,$3.29 B,$2.79 B,$2.24 B,$1.79 B,$1.68 B,$1.46 B,$1.30 B,$0.95 B,$0.93 B,$1.02 B,$1.08 B,$0.92 B,$0.84 B,$0.46 B,$0.35 B,$0.40 B,$0.28 B,$0.20 B,$0.18 B,$0.18 B,,,
lennar,,$37.98 B,$33.20 B,$29.93 B,$29.35 B,$28.56 B,$18.74 B,$15.36 B,$14.41 B,$12.95 B,$11.27 B,$10.36 B,$9.15 B,$8.78 B,$7.31 B,$7.42 B,$9.10 B,$12.40 B,$12.54 B,$9.16 B,$6.77 B,$5.75 B,$4.71 B
adani-enterprises,$17.23 B,$13.41 B,$7.03 B,$6.21 B,$6.10 B,$8.75 B,$7.36 B,$6.81 B,$20.93 B,$19.76 B,$20.68 B,$21.03 B,$14.37 B,$6.80 B,$3.96 B,$3.11 B,$1.83 B,$0.98 B,$0.84 B,$0.50 B,,,
samsung-biologics,,$13.15 B,$6.69 B,$5.91 B,$5.11 B,$5.35 B,$6.73 B,$6.24 B,$5.07 B,$1.23 B,,,,,,,,,,,,,
johnson-controls,,$42.15 B,$41.89 B,$40.81 B,$42.28 B,$48.79 B,$51.88 B,$63.17 B,$29.59 B,$32.42 B,$31.57 B,$30.88 B,$29.72 B,$25.61 B,$23.98 B,$24.98 B,$24.10 B,$21.92 B,$16.14 B,$15.09 B,$13.12 B,$11.16 B,$9.91 B
general-mills,$31.45 B,$31.09 B,$31.84 B,$30.80 B,$30.11 B,$30.62 B,$21.81 B,$21.71 B,$21.96 B,$23.14 B,$22.65 B,$21.09 B,$18.67 B,$17.67 B,$17.87 B,$19.04 B,$18.18 B,$18.20 B,$18.06 B,$18.44 B,$18.22 B,$16.54 B,$5.09 B
maaden,,$29.69 B,$27.55 B,$25.81 B,$26.05 B,$26.13 B,$25.36 B,$25.87 B,$23.81 B,$22.53 B,$17.06 B,$14.71 B,$11.62 B,$9.25 B,$7.79 B,$5.69 B,$1.57 B,,,,,,
spotify,,$8.17 B,$8.12 B,$7.78 B,$5.73 B,$4.96 B,$3.72 B,$2.21 B,$1.14 B,,,,,,,,,,,,,,
hershey-company,,$10.94 B,$10.41 B,$9.13 B,$8.14 B,$7.70 B,$5.55 B,$5.52 B,$5.34 B,$5.62 B,$5.35 B,$4.75 B,$4.41 B,$4.27 B,$3.67 B,$3.63 B,$4.24 B,$4.15 B,$4.29 B,$3.79 B,$3.58 B,$3.48 B,$3.24 B
palantir,,$3.46 B,$3.24 B,$2.69 B,$1.59 B,$1.43 B,,,,,,,,,,,,,,,,,
haleon,,$42.19 B,$46.50 B,$46.52 B,$46.82 B,,,,,,,,,,,,,,,,,,
woodside-energy,,$59.32 B,$19.19 B,$18.93 B,$20.55 B,$19.08 B,$19.81 B,$17.84 B,$17.36 B,$19.70 B,$21.20 B,$25.78 B,$23.21 B,$20.51 B,$16.03 B,$7.36 B,$7.45 B,$5.59 B,$3.91 B,$2.85 B,$2.36 B,$1.84 B,$2.04 B
agilent-technologies,,$10.51 B,$10.70 B,$9.62 B,$9.45 B,$8.54 B,$8.42 B,$7.81 B,$7.47 B,$10.76 B,$10.68 B,$10.53 B,$9.05 B,$9.64 B,$7.61 B,$7.43 B,$7.55 B,$7.36 B,$6.75 B,$7.05 B,$6.29 B,$8.20 B,$7.98 B
sysco,$22.82 B,$22.12 B,$21.41 B,$22.62 B,$17.96 B,$18.07 B,$17.76 B,$16.72 B,$17.98 B,$13.16 B,$12.66 B,$12.09 B,$11.38 B,$10.31 B,$10.32 B,$10.08 B,$9.51 B,$8.99 B,$8.26 B,$7.84 B,$6.93 B,$5.98 B,$5.46 B
bny-mellon,,$405.78 B,$444.43 B,$469.63 B,$381.50 B,$362.87 B,$371.75 B,$333.46 B,$393.78 B,$385.30 B,$374.31 B,$358.99 B,$325.26 B,$247.25 B,$212.22 B,$237.00 B,$197.65 B,$103.37 B,$102.07 B,$94.52 B,$92.39 B,$77.56 B,$81.02 B
adidas,,$21.73 B,$25.07 B,$25.89 B,$23.16 B,$17.86 B,$17.43 B,$15.97 B,$14.58 B,$15.10 B,$16.01 B,$15.41 B,$14.74 B,$14.12 B,$12.71 B,$13.32 B,$12.15 B,$11.07 B,$6.79 B,$6.00 B,$5.27 B,$4.58 B,
japan-post-bank,$1.723 T,$1.909 T,$2.029 T,$1.952 T,$1.882 T,$1.981 T,$1.874 T,$1.842 T,$1.734 T,,,,,,,,,,,,,,
l3harris-technologies,,$33.52 B,$34.70 B,$36.96 B,$10.11 B,$9.85 B,$10.08 B,$11.99 B,$13.12 B,$4.93 B,$4.85 B,$5.59 B,$6.17 B,$4.73 B,$4.46 B,$4.55 B,$4.40 B,$3.14 B,$2.45 B,$2.22 B,$2.08 B,$1.85 B,$1.95 B
asian-paints,$3.14 B,$3.03 B,$2.77 B,$2.14 B,$2.25 B,$2.11 B,$1.91 B,$1.52 B,$1.42 B,$1.34 B,$1.25 B,$1.15 B,$1.02 B,$0.84 B,$0.55 B,$0.63 B,$0.46 B,$0.38 B,$0.34 B,$0.32 B,,,
datadog,,$3.00 B,$2.38 B,$1.89 B,$1.03 B,$0.17 B,$0.12 B,,,,,,,,,,,,,,,,
bce,,$51.24 B,$52.36 B,$47.57 B,$46.18 B,$41.91 B,$43.13 B,$37.29 B,$34.59 B,$39.89 B,$42.63 B,$41.19 B,$38.61 B,$39.29 B,$36.16 B,$32.61 B,$37.88 B,$31.74 B,$34.87 B,$32.58 B,$30.32 B,$29.08 B,$39.95 B
lloyds-banking-group,,$1.063 T,$1.196 T,$1.187 T,$1.093 T,$1.012 T,$1.097 T,$1.009 T,$1.195 T,$1.330 T,$1.397 T,$1.494 T,$1.505 T,$1.530 T,$1.662 T,$639.05 B,$701.96 B,$674.89 B,$532.52 B,$546.03 B,$450.80 B,$316.94 B,$295.67 B
murata-seisakusho,$21.56 B,$23.02 B,$22.32 B,$20.82 B,$18.45 B,$16.90 B,$14.62 B,$13.50 B,$11.92 B,$12.08 B,$11.53 B,$12.07 B,$11.88 B,$9.72 B,$9.18 B,$10.31 B,$8.61 B,$7.72 B,$7.94 B,$8.10 B,$7.06 B,$6.29 B,$6.92 B
grupo-mexico,,$32.65 B,$32.44 B,$30.46 B,$29.07 B,$27.12 B,$26.55 B,$22.66 B,$22.25 B,$21.29 B,$20.59 B,$19.48 B,$15.90 B,$14.46 B,$12.46 B,$8.67 B,$9.74 B,$8.91 B,,,,,
electronic-arts,$13.45 B,$13.80 B,$13.28 B,$11.11 B,$8.95 B,$8.58 B,$7.71 B,$7.05 B,$6.14 B,$5.71 B,$5.07 B,$5.49 B,$4.92 B,$4.64 B,$4.67 B,$6.05 B,$5.14 B,$4.38 B,$4.37 B,$3.40 B,$2.35 B,$1.69 B,$1.37 B
allstate,,$97.95 B,$99.44 B,$125.98 B,$119.95 B,$112.24 B,$112.42 B,$108.61 B,$104.65 B,$108.53 B,$123.52 B,$126.94 B,$125.56 B,$130.87 B,$132.65 B,$134.79 B,$156.40 B,$157.55 B,$156.07 B,$149.72 B,$134.14 B,$117.42 B,$109.17 B
manulife-financial,,$627.53 B,$720.03 B,$690.43 B,$619.51 B,$550.77 B,$579.87 B,$536.46 B,$507.96 B,$499.28 B,$482.50 B,$488.79 B,$452.64 B,$217.75 B,$194.96 B,$173.55 B,$176.88 B,$159.89 B,$156.06 B,$153.39 B,$59.75 B,$59.70 B,$57.80 B
ferguson,$15.99 B,$15.66 B,$13.48 B,$13.45 B,$11.38 B,$10.14 B,$12.49 B,$10.77 B,$11.67 B,$11.40 B,$10.73 B,$11.21 B,$12.92 B,$12.69 B,$15.13 B,$20.42 B,$20.28 B,$15.09 B,$11.40 B,$9.72 B,$7.87 B,$6.09 B,$5.69 B
ametek,,$12.43 B,$11.89 B,$10.35 B,$9.84 B,$8.66 B,$7.79 B,$7.10 B,$6.66 B,$6.41 B,$5.86 B,$5.18 B,$4.31 B,$3.82 B,$3.24 B,$2.99 B,$2.74 B,$2.13 B,$1.78 B,$1.42 B,$1.21 B,$1.03 B,$1.02 B
prudential-financial,,$689.02 B,$937.58 B,$940.72 B,$896.55 B,$815.07 B,$831.92 B,$783.96 B,$757.38 B,$695.76 B,$731.78 B,$709.29 B,$555.07 B,$539.85 B,$480.20 B,$445.01 B,$485.81 B,$454.26 B,$417.77 B,$401.05 B,$321.27 B,$292.74 B,$293.03 B
dow,,$60.60 B,$62.99 B,$61.47 B,$60.52 B,$77.37 B,$79.94 B,,,,,,,,,,,,,,,,
mplx,,$35.66 B,$35.50 B,$36.41 B,$40.43 B,$22.77 B,$19.50 B,$16.64 B,$15.66 B,$1.21 B,$1.20 B,$1.30 B,$1.30 B,,,,,,,,,,
ameriprise-financial,,$158.46 B,$175.97 B,$165.88 B,$151.82 B,$137.21 B,$147.47 B,$139.82 B,$145.25 B,$148.81 B,$144.57 B,$134.72 B,$133.98 B,$131.19 B,$113.77 B,$95.67 B,$109.23 B,$104.17 B,$93.12 B,$93.11 B,$85.53 B,$74.44 B,$71.71 B
kuhne-nagel,,$15.96 B,$16.03 B,$11.17 B,$10.14 B,$8.00 B,$7.65 B,$6.21 B,$6.17 B,$6.67 B,$7.18 B,$6.88 B,$6.54 B,$6.35 B,$5.73 B,$5.32 B,$5.68 B,$4.69 B,$3.20 B,$2.49 B,$2.19 B,$3.06 B,
otis-worldwide,,$9.81 B,$12.27 B,$10.71 B,$9.68 B,$9.13 B,,,,,,,,,,,,,,,,,
givaudan,,$12.45 B,$12.49 B,$12.08 B,$10.73 B,$9.42 B,$7.50 B,$6.39 B,$6.35 B,$6.54 B,$6.99 B,$6.95 B,$7.15 B,$7.40 B,$6.84 B,$6.70 B,$6.97 B,$3.86 B,$3.43 B,$3.79 B,$3.67 B,$5.18 B,
givaudan,,$12.45 B,$12.49 B,$12.08 B,$10.73 B,$9.42 B,$7.50 B,$6.39 B,$6.35 B,$6.54 B,$6.99 B,$6.95 B,$7.15 B,$7.40 B,$6.84 B,$6.70 B,$6.97 B,$3.86 B,$3.43 B,$3.79 B,$3.67 B,$5.18 B,
waste-connections,,$17.13 B,$14.69 B,$13.99 B,$13.73 B,$12.62 B,$12.01 B,$11.19 B,$5.12 B,$5.25 B,$5.06 B,$5.07 B,$3.32 B,$2.91 B,$2.82 B,$2.60 B,$1.98 B,$1.77 B,$1.67 B,$1.49 B,$1.39 B,$1.26 B,$0.97 B
fastenal,,$4.54 B,$4.29 B,$3.96 B,$3.79 B,$3.32 B,$2.91 B,$2.66 B,$2.53 B,$2.35 B,$2.07 B,$1.81 B,$1.68 B,$1.46 B,$1.33 B,$1.30 B,$1.16 B,$1.03 B,$0.89 B,$0.77 B,$0.65 B,$0.55 B,$0.47 B
sun-pharmaceutical,$9.83 B,$9.20 B,$9.21 B,$9.05 B,$9.31 B,$9.87 B,$9.47 B,$8.16 B,$7.84 B,$4.90 B,$3.84 B,$3.19 B,$2.76 B,$2.02 B,$1.62 B,$1.49 B,$1.00 B,$0.88 B,$0.76 B,$0.35 B,,,
deutsche-boerse,,$288.20 B,$252.45 B,$187.90 B,$153.65 B,$185.21 B,$162.23 B,$172.47 B,$196.89 B,$262.58 B,$261.43 B,$286.41 B,$282.53 B,$197.98 B,$231.18 B,$203.93 B,$116.30 B,$85.95 B,$45.46 B,$37.57 B,$10.43 B,$7.04 B,$2.29 B
constellation-energy,,$46.90 B,$48.08 B,$48.09 B,$48.99 B,,,,,,,,,,,,,,,,,,
alcon,,$29.20 B,$27.99 B,$27.60 B,$27.65 B,$27.30 B,$27.38 B,,,,,,,,,,,,,,,,
uniper,,$130.09 B,$145.40 B,$49.47 B,$49.01 B,$57.89 B,$51.81 B,$51.44 B,$69.45 B,$87.10 B,$100.13 B,,,,,,,,,,,,
li-auto,,$12.54 B,$9.70 B,$5.57 B,$1.36 B,$0.84 B,,,,,,,,,,,,,,,,,
gartner,,$7.29 B,$7.41 B,$7.31 B,$7.15 B,$6.20 B,$7.28 B,$2.36 B,$2.17 B,$1.90 B,$1.78 B,$1.62 B,$1.37 B,$1.28 B,$1.21 B,$1.09 B,$1.13 B,$1.03 B,$1.02 B,$0.86 B,$0.91 B,$0.82 B,$0.83 B
cognizant-technology-solutions,,$17.85 B,$17.85 B,$16.92 B,$16.20 B,$15.91 B,$15.22 B,$14.26 B,$13.06 B,$11.71 B,$8.20 B,$6.52 B,$5.50 B,$4.58 B,$3.33 B,$2.37 B,$1.83 B,$1.32 B,$0.86 B,$0.57 B,$0.36 B,$0.23 B,$0.14 B
experian,$10.86 B,$10.89 B,$10.07 B,$8.89 B,$8.08 B,$8.22 B,$7.69 B,$7.40 B,$7.97 B,$9.17 B,$8.19 B,$8.15 B,$7.33 B,$6.67 B,$6.13 B,$7.46 B,$5.87 B,$12.95 B,$5.24 B,,,,
e-on,,$143.52 B,$135.62 B,$117.32 B,$110.41 B,$62.14 B,$67.16 B,$67.05 B,$124.31 B,$152.86 B,$180.53 B,$185.75 B,$198.12 B,$203.35 B,$218.68 B,$219.54 B,$200.46 B,$168.18 B,$149.55 B,$154.72 B,$140.81 B,$122.20 B,$106.68 B
7-eleven,$77.40 B,$75.60 B,$65.22 B,$55.68 B,$52.27 B,$51.15 B,$48.86 B,$47.87 B,$43.68 B,$47.11 B,$46.17 B,$48.32 B,$45.72 B,$41.20 B,$38.40 B,$37.45 B,$32.08 B,$29.57 B,,,,,
yum,,$5.84 B,$5.96 B,$5.85 B,$5.23 B,$4.13 B,$5.31 B,$5.47 B,$8.07 B,$8.34 B,$8.69 B,$9.01 B,$8.83 B,$8.31 B,$7.14 B,$6.50 B,$7.24 B,$6.35 B,$5.69 B,$5.69 B,$5.62 B,$5.40 B,$4.38 B
fidelity-national-information-services,,$63.27 B,$82.93 B,$83.84 B,$83.80 B,$23.77 B,$24.52 B,$26.03 B,$26.26 B,$14.52 B,$13.96 B,$13.54 B,$13.84 B,$14.16 B,$13.99 B,$7.51 B,$9.79 B,$7.63 B,$0.97 B,$0.92 B,$0.78 B,$0.70 B,$0.69 B
partners-group,,$4.95 B,$5.28 B,$4.57 B,$4.07 B,$2.99 B,$3.01 B,$1.89 B,$1.51 B,$1.26 B,$1.20 B,$0.94 B,$0.77 B,$0.79 B,$0.61 B,$0.49 B,$0.42 B,$0.31 B,$0.16 B,,,,
interactive-brokers,,$115.14 B,$108.94 B,$95.67 B,$71.67 B,$60.54 B,$61.16 B,$54.67 B,$48.73 B,$43.38 B,$37.87 B,$33.20 B,$30.40 B,$28.49 B,$26.60 B,$28.35 B,$34.54 B,$32.08 B,$24.29 B,,,,
capgemini,,$27.28 B,$27.21 B,$27.00 B,$20.31 B,$18.87 B,$19.25 B,$17.32 B,$17.74 B,$13.93 B,$14.05 B,$14.08 B,$14.27 B,$13.25 B,$13.19 B,$12.20 B,$13.32 B,$11.51 B,$8.98 B,$7.90 B,$7.59 B,$6.31 B,$7.27 B
biogen,,$24.55 B,$23.87 B,$24.61 B,$27.23 B,$25.28 B,$23.65 B,$22.87 B,$19.50 B,$14.31 B,$11.86 B,$10.13 B,$9.04 B,$8.09 B,$8.55 B,$8.47 B,$8.62 B,$8.55 B,$8.36 B,$9.16 B,$9.50 B,$2.00 B,$1.72 B
uob,,$377.06 B,$339.75 B,$326.40 B,$299.96 B,$284.07 B,$268.20 B,$234.98 B,$223.40 B,$232.14 B,$224.33 B,$206.80 B,$182.82 B,$165.96 B,$132.18 B,$127.92 B,$121.57 B,$105.29 B,$87.28 B,$82.67 B,$66.77 B,$80.01 B,$84.36 B
ppg-industries,,$20.74 B,$21.35 B,$19.55 B,$6.17 B,$16.01 B,$16.53 B,$15.76 B,$17.07 B,$17.58 B,$15.86 B,$15.87 B,$14.38 B,$7.05 B,$14.24 B,$14.69 B,$12.62 B,$10.02 B,$8.68 B,$8.93 B,$8.42 B,$7.86 B,$8.45 B
bank-mandiri,,$128.47 B,$120.79 B,$103.33 B,$94.70 B,$82.61 B,$83.05 B,$76.87 B,$65.73 B,$68.84 B,$60.00 B,$66.12 B,$60.94 B,$50.61 B,$41.85 B,$32.11 B,$33.73 B,$29.83 B,$26.80 B,,,,
btg-pactual,,$85.25 B,$62.14 B,$47.18 B,$43.83 B,$35.52 B,$35.51 B,$34.24 B,$61.41 B,$59.42 B,$51.23 B,$60.84 B,$44.24 B,$44.42 B,$12.57 B,$8.29 B,,,,,,,
exor,,$89.63 B,$103.18 B,$212.72 B,$193.36 B,$190.21 B,$196.61 B,$185.83 B,$171.54 B,$183.04 B,$183.23 B,$166.47 B,$159.44 B,$104.69 B,$10.88 B,$10.83 B,$13.27 B,$13.94 B,$12.37 B,$12.42 B,,,
las-vegas-sands,,$22.03 B,$20.05 B,$20.80 B,$23.19 B,$22.54 B,$20.68 B,$20.46 B,$20.98 B,$22.36 B,$22.72 B,$22.16 B,$22.24 B,$21.04 B,$20.57 B,$17.14 B,$11.46 B,$7.12 B,$3.87 B,$3.60 B,$1.91 B,$1.60 B,$1.36 B
the-trade-desk,,$4.38 B,$3.57 B,$2.75 B,$1.72 B,$1.11 B,$0.79 B,$0.53 B,$0.21 B,$0.10 B,,,,,,,,,,,,,
