Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
kakaobank,,,$1.02 B,$1.10 B,$0.19 B,$1.46 B,$0.39 B,$0.18 B,,,,,,,,,,,,,,,
wynn-resorts,,$3.65 B,$2.52 B,$3.48 B,$2.35 B,$2.21 B,$2.97 B,$2.62 B,$2.19 B,$2.42 B,$2.60 B,$1.86 B,$1.38 B,$1.25 B,$1.99 B,$1.13 B,$1.27 B,$0.78 B,$0.43 B,$0.33 B,$0.34 B,$0.85 B,$39.26 M
asus,,$2.44 B,$2.66 B,$2.78 B,$2.84 B,$2.33 B,$2.73 B,$2.90 B,$1.93 B,$2.75 B,$2.57 B,$2.04 B,$1.80 B,$1.80 B,$2.81 B,$0.59 B,$0.50 B,$0.46 B,,,,,
demant,,$0.16 B,$0.17 B,$0.15 B,$0.11 B,$96.52 M,$0.11 B,$0.10 B,$98.77 M,$72.35 M,$67.2 M,$54.43 M,$50.17 M,$42.9 M,$29.26 M,$26.6 M,$29.58 M,$23.96 M,$21.32 M,$23.01 M,$18.29 M,$16.81 M,
computershare,$1.14 B,$1.00 B,$0.61 B,$0.42 B,$0.41 B,$0.38 B,$0.37 B,$0.42 B,$0.58 B,$0.58 B,$0.53 B,$0.56 B,$0.40 B,$0.25 B,$0.18 B,$0.17 B,$97.86 M,$70.5 M,$97.27 M,$64.87 M,$43.09 M,$42.79 M,$22.23 M
yaskawa,$0.34 B,$0.49 B,$0.49 B,$0.38 B,$0.35 B,,$0.26 B,$0.28 B,$0.20 B,$0.22 B,$0.20 B,$0.24 B,$0.14 B,$0.17 B,$0.10 B,$0.12 B,$0.11 B,$0.10 B,$0.16 B,,,,
melrose-industries,,$0.43 B,$0.63 B,$0.42 B,$0.41 B,$0.52 B,$22.03 M,$51.98 M,$3.63 B,$0.10 B,$0.33 B,$0.25 B,$0.30 B,$0.30 B,$0.23 B,$0.24 B,$92.17 M,$65.4 M,$26.13 M,$22.46 M,$22.87 M,,
arab-national-bank,,,$2.86 B,$2.59 B,$2.90 B,$2.61 B,$2.92 B,$3.74 B,$4.26 B,$6.17 B,$4.73 B,$6.02 B,$3.56 B,$3.19 B,$2.78 B,$3.21 B,$2.21 B,$0.85 B,,,,,
caesars-entertainment,,$1.03 B,$1.07 B,$1.75 B,$0.24 B,$0.24 B,$0.15 B,$61.02 M,$78.27 M,$87.6 M,$29.81 M,,,,,,,,,,,,
permian-resources,,$59.54 M,$9.38 M,$5.8 M,$10.22 M,$18.15 M,$0.11 B,$0.13 B,$0.1 M,,,,,,,,,,,,,,
icici-prulife,$93.89 M,$0.23 B,$0.10 B,$0.19 B,$0.41 B,$31.23 M,$32.98 M,$0.29 B,$0.29 B,$0.46 B,$0.36 B,$0.49 B,,,,,,,,,,,
mankind-pharma,,$0.16 B,$0.27 B,$0.14 B,,,,,,,,,,,,,,,,,,,
dropbox,,$1.34 B,$1.71 B,$1.12 B,$1.15 B,$1.08 B,$0.43 B,$0.35 B,,,,,,,,,,,,,,,
henry-schein,,$0.11 B,$0.11 B,$0.42 B,$0.10 B,$80.2 M,$0.17 B,$62.38 M,$72.08 M,$89.47 M,$0.18 B,$0.12 B,$0.14 B,$0.15 B,$0.47 B,$0.36 B,$0.24 B,$0.29 B,$0.33 B,$0.18 B,$0.16 B,$0.23 B,$0.19 B
south32,$1.25 B,$2.36 B,$1.62 B,$1.33 B,$1.51 B,$3.05 B,$2.77 B,$1.25 B,$0.65 B,$0.32 B,$0.30 B,$0.30 B,,,,,,,,,,,
ascendas-reit,,$0.16 B,$0.27 B,$0.21 B,$38.65 M,$19.07 M,$15.74 M,$41.62 M,$30.23 M,$52.35 M,$15.73 M,$15.63 M,$6.39 M,$6.19 M,$11.13 M,$3.93 M,$3.16 M,$2.71 M,$3.12 M,$2.35 M,$20.51 M,,
banco-santander-chile,,,$6.17 B,$5.43 B,$5.77 B,$3.73 B,$3.98 B,$4.74 B,$4.85 B,$4.25 B,$4.48 B,$4.23 B,$5.91 B,$3.76 B,$4.08 B,$1.35 B,$2.62 B,$2.14 B,$2.39 B,$1.73 B,$1.69 B,$1.20 B,$0.67 B
mizrahi-tefahot,,,$30.68 B,$26.94 B,$14.93 B,$12.00 B,$11.95 B,$10.97 B,$7.82 B,$6.88 B,$7.50 B,$4.47 B,$4.19 B,$3.56 B,$2.91 B,$2.92 B,$2.78 B,$2.56 B,$2.67 B,,,,
deutsche-wohnen,,$1.28 B,$1.49 B,$1.14 B,$0.87 B,$0.40 B,$0.44 B,$0.21 B,$0.72 B,$0.48 B,$0.27 B,$0.11 B,$0.21 B,$61.2 M,$81.8 M,,$69.9 M,$44.3 M,$55.77 M,$89.6 M,$95.7 M,$74.62 M,
chailease-holding,,$3.29 B,$2.79 B,$1.90 B,$1.27 B,$1.08 B,$0.98 B,$0.68 B,$0.70 B,$0.61 B,$0.58 B,$0.61 B,$0.41 B,$0.23 B,$0.15 B,,,,,,,,
itt,,$0.56 B,$0.64 B,$0.85 B,$0.61 B,$0.56 B,$0.38 B,$0.46 B,$0.41 B,$0.58 B,$0.50 B,$0.58 B,$0.69 B,$1.03 B,$1.21 B,$0.96 B,$1.84 B,$0.93 B,$0.45 B,$0.26 B,$0.41 B,$0.20 B,$0.12 B
incannex-healthcare,,$25.8 M,$6.85 M,$2.47 M,$0.06 M,$0.16 M,$0.51 M,$0.22 M,$0.15 M,$0.37 M,$0.47 M,$0.56 M,$0.8 M,$1.28 M,$0.04 M,$1.08 M,$4.2 M,,,,,,
skechers,,$0.71 B,$0.89 B,$1.47 B,$0.93 B,$0.97 B,$0.73 B,$0.71 B,$0.50 B,$0.46 B,$0.37 B,$0.32 B,$0.35 B,$0.23 B,$0.29 B,$0.11 B,$0.30 B,$0.22 B,$0.19 B,$0.13 B,$0.11 B,$0.12 B,$15.55 M
far-eastone,,$0.22 B,$0.27 B,$0.28 B,$0.35 B,$0.23 B,$0.42 B,$0.45 B,$0.65 B,$0.29 B,$0.22 B,$0.52 B,$0.46 B,$0.44 B,$0.38 B,$0.27 B,$0.36 B,$0.26 B,,,,,
thai-beverage,,$1.42 B,$1.18 B,$1.09 B,$0.79 B,$0.69 B,$0.29 B,$0.14 B,$97.06 M,$67.88 M,$0.15 B,$0.15 B,$0.10 B,$0.11 B,$94.08 M,$56.43 M,$73.77 M,$54.51 M,$79.36 M,$22.88 M,,,
mitsubishi-chemical,$2.79 B,$2.43 B,$3.60 B,$3.20 B,$5.13 B,$4.93 B,$5.17 B,$3.90 B,$3.03 B,$2.43 B,$2.13 B,$1.94 B,$2.58 B,$1.91 B,$2.54 B,$1.72 B,$0.59 B,$0.55 B,$0.51 B,$0.57 B,$0.62 B,$0.63 B,$0.32 B
elbit-systems,,$0.21 B,$0.26 B,$0.28 B,$0.22 B,$0.22 B,$0.17 B,$0.24 B,$0.33 B,$0.30 B,$0.26 B,$0.26 B,$0.22 B,$0.21 B,$0.28 B,$0.27 B,$0.37 B,$86.67 M,$96.16 M,$34.1 M,$76.15 M,$76.28 M,$44.06 M
clean-harbors,,$0.55 B,$0.53 B,$0.57 B,$0.41 B,$0.27 B,$0.35 B,$0.30 B,$0.18 B,$0.24 B,$0.32 B,$0.24 B,$0.26 B,$0.30 B,$0.23 B,$0.24 B,$0.12 B,$83.79 M,$0.13 B,$47.88 M,$6.33 M,$13.68 M,$6.71 M
ipsen,,$1.28 B,$0.97 B,$0.85 B,$0.46 B,$0.40 B,$0.30 B,$0.45 B,$0.25 B,$0.22 B,$0.18 B,$0.15 B,$0.18 B,$0.23 B,$0.31 B,$0.33 B,$0.36 B,$0.37 B,$0.23 B,$26.17 M,,,
fortune-brands-innovations,,$0.64 B,$0.47 B,$0.41 B,$0.38 B,$0.26 B,$0.32 B,$0.25 B,$0.23 B,$0.19 B,$0.24 B,$0.33 B,$0.12 B,$60.7 M,$57.8 M,,,,,,,,
china-resources-power-holdings,,$0.99 B,$1.01 B,$0.64 B,$0.63 B,$1.01 B,$0.68 B,$0.56 B,$0.93 B,$1.06 B,$0.77 B,$0.56 B,$0.61 B,$0.87 B,$0.80 B,$0.70 B,$1.01 B,$0.35 B,$0.56 B,$0.41 B,$0.48 B,$13.03 M,
microstrategy,,$43.83 M,$63.35 M,$59.67 M,$0.56 B,$0.57 B,$0.67 B,$0.58 B,$0.48 B,$0.34 B,$0.35 B,$0.22 B,$0.19 B,$0.17 B,$0.22 B,$0.12 B,$85.19 M,$78.99 M,$96.07 M,$0.10 B,$51.88 M,$15.08 M,$39.31 M
universal-health-services,,$0.10 B,$0.11 B,$1.22 B,$61.26 M,$0.10 B,$74.42 M,$33.74 M,$61.22 M,$32.06 M,$17.23 M,$23.47 M,$41.22 M,$29.47 M,$9.18 M,$5.46 M,$16.35 M,$14.93 M,$7.96 M,$33.12 M,$34.86 M,$17.75 M,$22.84 M
annaly-capital-management,,,$1.34 B,$1.24 B,$1.85 B,$1.73 B,$0.70 B,$1.53 B,$1.76 B,$1.74 B,$0.55 B,$0.61 B,$0.99 B,$0.28 B,$1.50 B,$0.90 B,$0.10 B,$91.78 M,$4.8 M,$5.85 M,$0.24 M,$0.72 M,$0.42 M
juniper-networks,,$1.09 B,$1.23 B,$1.77 B,$1.95 B,$3.55 B,$3.03 B,$2.58 B,$1.94 B,$1.97 B,$2.84 B,$2.84 B,$3.55 B,$2.28 B,$2.17 B,$2.19 B,$1.95 B,$2.04 B,$1.42 B,$1.11 B,$0.58 B,$0.57 B,$0.98 B
shriram-transport-finance,,,,,,,,,,,,$1.71 B,$0.84 B,$5.02 B,$1.13 B,$0.34 B,$0.41 B,$56.79 M,,,,,
duolingo,,$0.60 B,$0.55 B,$0.12 B,$59.84 M,,,,,,,,,,,,,,,,,,
nvent-electric,,$0.29 B,$49.5 M,$0.12 B,$0.10 B,$0.15 B,$26.9 M,$21.5 M,,,,,,,,,,,,,,,
d-ieteren-group,,$0.50 B,$1.01 B,$1.33 B,$1.41 B,$1.06 B,$0.48 B,$0.10 B,$0.18 B,$0.31 B,$0.67 B,$0.51 B,$0.32 B,$0.35 B,$0.49 B,$0.13 B,$0.18 B,$0.26 B,$0.16 B,$99.43 M,,,
sasa-polyester,,$46.03 M,$0.16 B,$58.09 M,$17.04 M,$5.36 M,$22.38 M,$2.11 M,$11.79 M,$6.02 M,$0.28 M,$2.11 M,$21.5 M,$39.75 M,$7.88 M,$12.25 M,$22.17 M,$22.29 M,$22.56 M,$1.95 M,$0.07 M,,
bkw-ag,,$0.86 B,$1.07 B,$1.09 B,$0.83 B,$1.11 B,$1.22 B,$1.17 B,$1.38 B,$1.27 B,$0.89 B,$0.91 B,$0.76 B,$1.06 B,$1.27 B,$0.99 B,$1.17 B,,,,,,
gitlab,$0.93 B,$0.93 B,$0.28 B,$0.34 B,,,,,,,,,,,,,,,,,,,
arc-resources,,$42.2 M,$N/A,$0.31 M,$6.5 M,$0.19 B,$0.17 B,$0.50 B,$0.12 B,$9.22 M,$3.38 M,$0.19 B,$3.72 M,$3.8 M,$N/A,$32.89 M,$7.01 M,$2.4 M,,$3.67 M,$9.47 M,$0.61 M,$0.47 M
knight-swift,,$0.19 B,$0.26 B,$0.15 B,$0.15 B,$82.48 M,$76.64 M,$8.02 M,$8.69 M,$17.06 M,$0.99 M,$5.68 M,$9.58 M,$52.39 M,$97.75 M,$53.9 M,$31.3 M,$1.58 M,$21.08 M,$25.35 M,$40.55 M,$36.19 M,$24.13 M
repligen,,$0.62 B,$0.60 B,$0.71 B,$0.52 B,$0.19 B,$0.17 B,$0.14 B,$73.4 M,$62 M,$61.62 M,$40.05 M,$49.62 M,$53.13 M,$48.85 M,$49.78 M,$22.62 M,$18.87 M,$17.2 M,$13.95 M,$15.52 M,$20.83 M,$23.93 M
mowi,,$0.18 B,$0.11 B,$0.12 B,$0.13 B,$0.10 B,$70.94 M,$92.63 M,$95.15 M,$0.16 B,$72.2 M,$44.08 M,$46.75 M,$54.26 M,$29.71 M,$53.65 M,$66.72 M,$0.35 B,$34.55 M,$42.95 M,$20.47 M,$9.65 M,$11.28 M
hana-financial-group,,,$26.39 B,$25.33 B,$20.51 B,$21.77 B,$20.49 B,$24.24 B,$16.79 B,$20.32 B,$18.34 B,$18.01 B,$9.53 B,$7.70 B,$7.11 B,$7.66 B,$8.86 B,,,,,,
on-holding,,$0.43 B,$0.74 B,$0.12 B,$18.44 M,,,,,,,,,,,,,,,,,,
wharf-holdings,,$1.87 B,$3.02 B,$2.15 B,$3.50 B,$2.22 B,$5.84 B,$4.76 B,$3.03 B,$2.41 B,$3.16 B,$2.42 B,$4.21 B,$2.17 B,$2.47 B,$2.05 B,$6.92 M,$0.48 B,,,,,
american-airlines,,$8.96 B,$12.43 B,$6.86 B,$3.82 B,$4.76 B,$5.06 B,$6.35 B,$6.25 B,$7.30 B,$9.25 B,$3.89 B,$4.00 B,$4.49 B,$4.39 B,$3.10 B,$4.53 B,$4.71 B,$3.81 B,$2.92 B,$2.60 B,$1.95 B,$2.99 B
imcd,,$0.23 B,$0.20 B,$0.20 B,$0.11 B,$97.42 M,$73.68 M,$59.47 M,$61.83 M,$72.94 M,$52.6 M,$44.78 M,$46.48 M,,,,,,,,,,
china-zheshang-bank,,,$31.38 B,$30.91 B,$25.75 B,$27.71 B,$36.65 B,$32.67 B,$25.34 B,$27.31 B,$36.83 B,$28.67 B,,,,,,,,,,,
puma,,$0.51 B,$0.89 B,$0.84 B,$0.61 B,$0.57 B,$0.55 B,$0.38 B,$0.39 B,$0.53 B,$0.57 B,$0.57 B,$0.63 B,$0.67 B,$0.69 B,$0.52 B,$0.76 B,$0.60 B,$0.56 B,$0.50 B,$0.23 B,$0.12 B,$38.01 M
sg-holdings,$1.33 B,$0.71 B,$0.62 B,$0.63 B,$0.91 B,$1.02 B,$0.63 B,$0.78 B,,,,,,,,,,,,,,,
bio-rad-laboratories,,$1.79 B,$0.87 B,$0.99 B,$1.12 B,$0.85 B,$0.76 B,$0.84 B,$0.79 B,$0.69 B,$0.60 B,$0.92 B,$0.81 B,$1.02 B,$0.74 B,$0.24 B,$0.22 B,$0.48 B,$0.41 B,$0.36 B,$0.14 B,$27.73 M,$47.12 M
red-electrica,,$1.65 B,$1.81 B,$0.63 B,$0.43 B,$0.93 B,$0.68 B,$0.26 B,$0.42 B,$0.36 B,$0.29 B,$53.32 M,$25.06 M,$24.57 M,$20.15 M,$22.42 M,$19.87 M,$19.88 M,$22.21 M,$7.67 M,$5.25 M,$2.41 M,
cleveland-cliffs,,$26 M,$48 M,$0.11 B,$0.35 B,$0.82 B,$1.00 B,$0.32 B,$0.28 B,$0.29 B,$0.33 B,$0.19 B,$0.52 B,$1.64 B,$0.50 B,$0.17 B,$0.15 B,$0.35 B,$0.20 B,$0.39 B,$67.8 M,$61.8 M,$0.18 B
ally,,$5.57 B,$5.06 B,$15.62 B,$3.55 B,$4.53 B,$4.36 B,$6.11 B,$6.63 B,$5.87 B,$5.93 B,$7.95 B,$13.87 B,$12.83 B,$16.38 B,$18.31 B,$21.02 B,$18.08 B,$18.33 B,,,,
president-chain-store-pscs,,$1.60 B,$1.67 B,$1.73 B,$1.56 B,$1.61 B,$1.25 B,$1.01 B,$0.89 B,$0.95 B,$0.94 B,$0.90 B,$0.81 B,$0.72 B,$0.59 B,$0.48 B,$0.38 B,$0.23 B,,,,,
mondi,,$1.14 B,$0.54 B,$0.46 B,$82.89 M,$59.48 M,$45.61 M,$0.42 B,$69.97 M,$68.1 M,$0.17 B,$74.07 M,$0.24 B,$0.11 B,$0.17 B,$0.21 B,$0.26 B,$0.54 B,$0.54 B,$0.45 B,,,
birkenstock,,$0.30 B,$0.27 B,$0.11 B,,,,,,,,,,,,,,,,,,,
synnex,,$0.52 B,$0.99 B,$1.41 B,$0.22 B,$0.45 B,$0.55 B,$0.38 B,$0.34 B,$0.18 B,$0.16 B,$0.17 B,$83.58 M,$99.45 M,$59.03 M,$71.42 M,$60.13 M,$41.15 M,$41.62 M,$33.77 M,$25.91 M,$19.33 M,$15.73 M
euronext,,$179.93 B,$157.09 B,$0.88 B,$0.42 B,$0.47 B,$0.22 B,$0.18 B,$0.17 B,$0.31 B,$0.11 B,$17.93 M,$39.29 M,$45.8 M,,$1.41 B,$1.53 B,$0.77 B,,,,,
grifols,,$0.63 B,$3.04 B,$0.72 B,$2.76 B,$1.18 B,$1.06 B,$0.94 B,$1.24 B,$1.31 B,$0.97 B,$0.62 B,$0.46 B,$0.33 B,$0.36 B,$18.2 M,$18.64 M,$43.77 M,$27.78 M,,,,
indutrade,,$0.15 B,$0.16 B,$92.56 M,$76.94 M,$78.84 M,$56.72 M,$36.55 M,$40.31 M,$46.05 M,$40.71 M,$37.37 M,$38.39 M,$32.45 M,$32.35 M,$28.48 M,$31.43 M,$1.16 M,$N/A,$14.45 M,,,
origin-energy,$0.61 B,$1.01 B,$0.73 B,$0.97 B,$1.30 B,$0.26 B,$0.15 B,$0.34 B,$0.31 B,$0.40 B,$0.50 B,$0.65 B,$1.04 B,$0.78 B,$3.21 B,$0.10 B,$0.22 B,$0.39 B,$57.59 M,$29.07 M,$10.77 M,$11.91 M,$10.43 M
hero-motocorp,$0.56 B,$0.80 B,$0.89 B,$0.67 B,$0.49 B,$0.88 B,$0.71 B,$0.50 B,$0.39 B,$0.55 B,$0.57 B,$0.66 B,$16.03 M,$0.51 B,$43.23 M,$79.35 M,$69.21 M,$97.12 M,$58.97 M,$63.11 M,,,
keppel,,$0.80 B,$2.47 B,$1.72 B,$1.27 B,$1.43 B,$1.72 B,$1.48 B,$1.38 B,$4.53 B,$4.66 B,$3.50 B,$2.77 B,$3.71 B,$2.41 B,$1.80 B,$1.49 B,$0.27 B,$0.24 B,$0.15 B,$0.12 B,$0.16 B,$0.28 B
taiwan-mobile,,$0.51 B,$0.59 B,$0.41 B,$0.31 B,$0.27 B,$0.37 B,$0.39 B,$0.39 B,$0.42 B,$0.29 B,$0.25 B,$0.23 B,$0.21 B,$99.43 M,$0.12 B,$0.28 B,$0.82 B,,,,,
sainsburys,$2.15 B,$1.34 B,$2.16 B,$1.35 B,$1.77 B,$2.68 B,$1.47 B,$1.65 B,$1.97 B,$2.64 B,$0.78 B,$1.18 B,$0.80 B,$1.27 B,$0.89 B,$1.42 B,$2.23 B,$1.78 B,$1.50 B,$1.42 B,$3.83 B,$0.55 B,$0.64 B
united-spirits,$0.15 B,$39.62 M,$12.92 M,$10.45 M,$44.02 M,$47.53 M,$12.13 M,$37.94 M,$62.25 M,$0.13 B,$44.77 M,$75.12 M,$0.14 B,$0.17 B,$88.41 M,$0.13 B,$0.13 B,$81.1 M,$0.11 B,$4.57 M,,,
jsw-energy,$0.70 B,$0.27 B,$0.15 B,$0.11 B,$72.67 M,$94.68 M,$0.15 B,$60.08 M,$0.27 B,$0.19 B,$0.19 B,$0.17 B,$0.37 B,$0.22 B,$73.02 M,$0.10 B,$87.54 M,$15.67 M,,,,,
delivery-hero,,$2.58 B,$2.77 B,$3.59 B,$0.78 B,$0.41 B,$0.75 B,$0.24 B,$0.17 B,$39.92 M,$12.82 M,$12.51 M,,,,,,,,,,,
kyowa-kirin,,$2.59 B,$2.92 B,$2.78 B,$0.19 B,$0.15 B,$0.13 B,$0.11 B,$0.10 B,$0.17 B,$0.19 B,$0.25 B,$0.35 B,$0.40 B,$0.33 B,$0.45 B,$0.30 B,$0.34 B,$0.33 B,$0.23 B,$0.14 B,$0.24 B,$0.10 B
stantec,,$0.10 B,$0.15 B,$0.22 B,$0.17 B,$0.13 B,$0.19 B,$0.17 B,$68.08 M,$0.15 B,$0.15 B,$60.79 M,$35.37 M,$62.75 M,$13.96 M,$91.59 M,$14.2 M,$24.36 M,$24.15 M,$31.54 M,$5.66 M,$21.47 M,$5.53 M
robert-half,,$0.65 B,$0.61 B,$0.57 B,$0.27 B,$0.27 B,$0.29 B,$0.26 B,$0.21 B,$0.28 B,$0.27 B,$0.28 B,$0.27 B,$0.31 B,$0.36 B,$0.34 B,$0.31 B,$0.44 B,$0.45 B,$0.43 B,$0.37 B,$0.31 B,$0.34 B
barry-callebaut,$0.58 B,$0.92 B,$1.21 B,$1.55 B,$0.58 B,$0.42 B,$0.43 B,$0.48 B,$0.14 B,$0.10 B,$0.10 B,$56.84 M,$51.77 M,$17.66 M,$34.14 M,$32.76 M,$34.05 M,$32.72 M,$21.66 M,$29.56 M,$26.43 M,$67.85 M,
genting-singapore,,$2.59 B,$2.46 B,$3.01 B,$2.92 B,$3.08 B,$2.86 B,$3.43 B,$3.53 B,$3.79 B,$3.86 B,$4.15 B,$2.54 B,$2.81 B,$2.03 B,$0.70 B,$1.24 B,$0.35 B,$0.40 B,$92.67 M,$79.45 M,$93.47 M,$57.32 M
toro-company,,$0.18 B,$0.40 B,$0.47 B,$0.15 B,$0.28 B,$0.31 B,$0.27 B,$0.12 B,$0.31 B,$0.18 B,$0.12 B,$80.88 M,$0.17 B,$0.18 B,$99.35 M,$62.04 M,$55.52 M,$41.4 M,$90.75 M,$0.11 B,$62.81 M,$12.87 M
spirax-sarco-engineering,,$0.39 B,$0.37 B,$0.33 B,$0.22 B,$0.23 B,$0.20 B,$0.14 B,$0.14 B,$0.22 B,$0.19 B,$0.16 B,$93.33 M,$0.11 B,$0.10 B,$79.34 M,$77.16 M,$43.37 M,$97.87 M,$93.6 M,$8.9 M,$6.12 M,$25.65 M
assurant,,$7.97 B,$9.50 B,$16.01 B,$14.59 B,$12.88 B,$10.94 B,$10.83 B,$12.01 B,$12.92 B,$13.47 B,$13.38 B,$1.60 B,$1.50 B,$1.77 B,$1.74 B,$1.21 B,$1.30 B,$1.83 B,$1.10 B,$1.23 B,,
match-group,,$0.58 B,$0.82 B,$0.73 B,$3.15 B,$2.25 B,$1.63 B,$1.41 B,$1.52 B,$1.15 B,$1.10 B,$0.77 B,$0.86 B,$1.30 B,$1.73 B,$1.87 B,$1.91 B,$2.32 B,$2.47 B,$3.56 B,$3.31 B,$3.92 B,$1.14 B
tetra-tech,$0.16 B,$0.18 B,$0.16 B,$0.15 B,$0.12 B,$0.14 B,$0.18 B,$0.16 B,$0.13 B,$0.12 B,$0.12 B,$0.10 B,$90.49 M,$0.22 B,$89.18 M,$50.9 M,$76.74 M,$65.35 M,$26.86 M,$48.03 M,$33.16 M,$46.34 M,$16.24 M
tim-sa,,$0.89 B,$1.75 B,$0.89 B,$0.73 B,$0.48 B,$1.12 B,$1.72 B,$1.69 B,$1.97 B,$2.24 B,$2.16 B,$1.75 B,$1.44 B,$1.46 B,$0.66 B,$0.66 B,$0.55 B,$0.59 B,$0.17 B,$0.14 B,$87.86 M,$28.39 M
churchill-downs,,$0.12 B,$0.29 B,$67.4 M,$96.2 M,$0.13 B,$51.7 M,$48.7 M,$74.52 M,$67.93 M,$44.7 M,$37.17 M,$27.32 M,$26.9 M,$13.64 M,$12.65 M,$15.34 M,$20.75 M,$22.73 M,$27.71 M,$16.44 M,$14.66 M,$15.73 M
ooredoo-qatar,,$3.71 B,$3.20 B,$4.30 B,$3.80 B,$4.80 B,$4.83 B,$4.41 B,$4.95 B,$4.75 B,$5.49 B,$4.06 B,$5.83 B,$7.02 B,$3.16 B,$2.15 B,$0.89 B,$0.40 B,$0.45 B,,,,
evonik-industries,,$1.19 B,$1.04 B,$1.30 B,$2.66 B,$1.29 B,$1.26 B,$4.91 B,$2.90 B,$1.62 B,$2.98 B,$2.25 B,$2.71 B,$2.11 B,$1.69 B,$1.21 B,$1.17 B,$0.96 B,,,,,
st-engineering,,$0.44 B,$0.60 B,$0.55 B,$0.33 B,$0.30 B,$0.74 B,$0.75 B,$0.80 B,$1.20 B,$1.62 B,$1.42 B,$1.36 B,$1.38 B,$1.24 B,$82.16 M,$0.43 B,$0.40 B,$0.18 B,$0.34 B,$0.49 B,$0.76 B,$0.64 B
medpace,,$28.26 M,$0.46 B,$0.27 B,$0.13 B,$23.27 M,$26.48 M,$37.09 M,$14.88 M,$54.28 M,,,,,,,,,,,,,
jardine-singapore,,$4.03 B,$4.63 B,$3.55 B,$1.87 B,$1.94 B,$2.66 B,$2.53 B,$2.20 B,$1.78 B,$1.61 B,$1.23 B,$1.50 B,$0.84 B,$0.96 B,$0.84 B,$6.9 M,$29.1 M,$0.3 M,$1.8 M,$36.2 M,,
leonardo,,$1.61 B,$2.80 B,$2.72 B,$2.19 B,$2.34 B,$2.27 B,$2.28 B,$1.93 B,$1.81 B,$2.10 B,$2.83 B,$1.99 B,$2.75 B,$3.78 B,$3.21 B,$2.60 B,$2.64 B,$1.27 B,$2.72 B,$1.20 B,$2.40 B,
bjs-wholesale-club,$33.91 M,$45.43 M,$43.51 M,$30.2 M,$27.14 M,$34.95 M,$31.96 M,,,,,,,,,,,,,,,,
paylocity,$0.28 B,$0.13 B,$0.20 B,$0.28 B,$0.16 B,$0.13 B,$0.10 B,$86.49 M,$81.25 M,$78.84 M,$7.59 M,$9.03 M,$7.99 M,,,,,,,,,,
cpfl-energia,,$0.91 B,$0.92 B,$1.22 B,$0.96 B,$0.83 B,$1.05 B,$1.89 B,$1.81 B,$2.07 B,$1.79 B,$1.23 B,$1.47 B,$0.96 B,$0.86 B,$0.80 B,$0.52 B,$0.25 B,$0.31 B,$0.10 B,$0.12 B,$35.86 M,
agco,,$0.78 B,$0.88 B,$1.11 B,$0.43 B,$0.32 B,$0.36 B,$0.42 B,$0.42 B,$0.36 B,$1.04 B,$0.78 B,$0.72 B,$0.71 B,$0.65 B,$0.51 B,$0.58 B,$0.40 B,$0.22 B,$0.32 B,$0.14 B,$34.3 M,$28.9 M
svenska-kullagerfabriken,,$1.07 B,$1.50 B,$1.78 B,$1.20 B,$1.29 B,$1.05 B,$1.22 B,$1.01 B,$0.95 B,$0.96 B,$1.39 B,$0.77 B,$0.46 B,$0.81 B,$0.59 B,$0.66 B,$1.05 B,$0.29 B,$0.53 B,$0.88 B,$0.63 B,$0.52 B
jfe-holdings,$1.03 B,$1.02 B,$1.41 B,$0.86 B,$0.78 B,$0.71 B,$0.62 B,$0.57 B,$0.71 B,$0.61 B,$0.68 B,$0.60 B,$0.59 B,$0.33 B,$2.20 B,$0.47 B,$0.38 B,$0.27 B,$0.56 B,$0.74 B,$0.73 B,,
japan-airlines,$4.88 B,$4.40 B,$3.82 B,$3.04 B,$4.70 B,$4.22 B,$3.61 B,$3.74 B,$3.04 B,$3.58 B,$3.69 B,$3.28 B,,,$1.60 B,$3.64 B,$1.80 B,$1.52 B,$2.36 B,$1.38 B,$1.25 B,$1.00 B,$0.95 B
sig-combibloc,,$0.52 B,$0.33 B,$0.43 B,$0.28 B,$0.17 B,$0.12 B,,,,,,,,,,,,,,,,
sbi-card,,$0.10 B,$91.52 M,$73.05 M,$0.10 B,$82.42 M,$27.34 M,,,,,,,,,,,,,,,,
chemed,,$74.12 M,$32.89 M,$0.16 B,$6.15 M,$4.83 M,$11.12 M,$15.31 M,$14.72 M,$14.13 M,$84.41 M,$69.53 M,$38.08 M,$49.91 M,$0.11 B,$3.62 M,$4.98 M,$29.27 M,$57.13 M,$71.44 M,$50.58 M,$37.73 M,$9 M
unilever-indonesia,,$32.42 M,$22.76 M,$61.02 M,$45.16 M,$24.16 M,$29.89 M,$27.66 M,$45.37 M,$69.17 M,$21.38 M,$23.89 M,$37.12 M,$35.75 M,$91.04 M,$64.72 M,$93.54 M,$0.11 B,$71.77 M,,,,
srf-ltd,$0.16 B,$0.10 B,$94.67 M,$41.87 M,$41.96 M,$37.37 M,$46.65 M,$80.93 M,$30.92 M,$16.89 M,$59.29 M,$53.92 M,$58.89 M,$60.76 M,$28.83 M,$31.6 M,$28.74 M,$24.17 M,$21.45 M,,,,
