Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
digital-realty,,$0.14 B,$0.14 B,$0.10 B,$89.81 M,$0.12 B,$0.05 M,$10.52 M,$57.05 M,$41.32 M,$56.8 M,$56.28 M,$40.63 M,$11.71 M,$72.32 M,$73.33 M,$39.87 M,$22.26 M,$10.93 M,$4.55 M,$5.17 M,,
the-travelers-companies,,$75.42 B,$82.40 B,$80.23 B,$73.57 B,$67.82 B,$67.93 B,$65.68 B,$65.70 B,$68.21 B,$68.13 B,$69.20 B,$3.80 B,$5.81 B,$5.10 B,$5.57 B,$5.45 B,$5.39 B,$5.13 B,$5.41 B,$2.85 B,$2.46 B,$2.30 B
edwards-lifesciences,,$1.21 B,$1.46 B,$1.40 B,$1.51 B,$0.95 B,$1.33 B,$1.27 B,$1.22 B,$1.43 B,$0.93 B,$0.52 B,$0.45 B,$0.39 B,$0.33 B,$0.22 B,$0.19 B,$0.18 B,$0.17 B,$48.9 M,$61.1 M,$34.2 M,$48 M
credit-agricole,,,$725.76 B,$691.09 B,$479.71 B,$435.03 B,$420.24 B,$331.54 B,$343.20 B,$392.52 B,$475.33 B,$412.27 B,$36.89 B,$39.00 B,$49.76 B,$526.18 B,$492.99 B,$394.45 B,$313.91 B,$150.06 B,$134.36 B,,
te-connectivity,$1.66 B,$1.08 B,$1.20 B,$0.94 B,$0.92 B,$0.84 B,$1.21 B,$0.64 B,$3.32 B,$2.45 B,$1.40 B,$1.58 B,$1.21 B,$1.99 B,$1.52 B,$1.08 B,$0.93 B,$0.47 B,,,,,
seattle-genetics,,$1.73 B,$2.16 B,$2.66 B,$0.86 B,$0.45 B,$0.41 B,$0.61 B,$0.71 B,$0.31 B,$0.37 B,$0.36 B,$0.33 B,$0.28 B,$0.26 B,$95.17 M,$0.11 B,$82.58 M,$42.47 M,$37.13 M,$40.83 M,$26.37 M,$41.91 M
old-dominion-freight-line,,$0.23 B,$0.71 B,$0.73 B,$0.40 B,$0.19 B,$0.12 B,$10.17 M,$11.47 M,$34.78 M,$30.17 M,$12.85 M,$75.85 M,$5.45 M,$4.17 M,$28.96 M,$30.7 M,$87.72 M,$0.98 M,$0.74 M,$1.05 M,$19.25 M,$0.76 M
danone,,$5.01 B,$6.63 B,$5.25 B,$4.78 B,$5.76 B,$4.92 B,$14.33 B,$3.31 B,$3.88 B,$5.29 B,$3.99 B,$2.77 B,$2.87 B,$1.57 B,$1.44 B,$1.51 B,$4.25 B,$3.52 B,$3.66 B,$2.78 B,$3.63 B,$1.19 B
bae-systems,,$4.07 B,$4.19 B,$4.03 B,$3.39 B,$4.10 B,$4.42 B,$3.41 B,$3.75 B,$3.59 B,$3.66 B,$5.42 B,$3.32 B,$4.74 B,$6.31 B,$4.83 B,$6.60 B,$7.17 B,$5.62 B,$4.63 B,$2.97 B,$2.13 B,$3.22 B
bayan-resources,,$1.82 B,$0.98 B,$0.38 B,$0.17 B,$0.22 B,$58.66 M,$59.76 M,$90.28 M,$80.07 M,$0.18 B,$0.15 B,$0.16 B,$0.15 B,$95.49 M,$0.13 B,,,,,,,
industrial-bank,,,$135.85 B,$107.82 B,$115.31 B,$91.72 B,$93.02 B,$13.03 B,$21.70 B,$25.76 B,$24.82 B,$61.65 B,$47.70 B,$9.32 B,$8.22 B,$16.13 B,$6.59 B,$2.92 B,$2.29 B,$1.72 B,$1.02 B,,
citic-securities,,,$79.15 B,$63.05 B,$36.49 B,$29.51 B,$15.80 B,$14.45 B,$17.30 B,$16.55 B,$7.84 B,$9.70 B,$1.59 B,$12.30 B,$20.56 B,$12.61 B,$4.20 B,$6.15 B,$1.51 B,$0.87 B,$0.93 B,$1.11 B,$1.83 B
nordea-bank,,,$56.49 B,$48.21 B,$59.63 B,$69.25 B,$67.79 B,$55.11 B,$65.25 B,$61.10 B,$77.39 B,$72.26 B,$4.87 B,$13.33 B,$16.47 B,$4.41 B,$7.32 B,$2.78 B,$2.98 B,$5.71 B,$2.20 B,$5.02 B,
hess,,$2.48 B,$2.71 B,$1.73 B,$1.54 B,$2.69 B,$4.84 B,$2.73 B,$2.71 B,$2.44 B,$1.81 B,$0.64 B,$0.35 B,$1.60 B,$1.36 B,$0.90 B,$0.60 B,$0.38 B,$0.31 B,$0.87 B,$0.51 B,$0.19 B,$37 M
kimberly-clark,,$0.42 B,$0.27 B,$0.30 B,$0.44 B,$0.53 B,$0.61 B,$0.92 B,$0.61 B,$0.78 B,$1.05 B,$1.10 B,$0.76 B,$0.87 B,$0.98 B,$0.36 B,$0.47 B,$0.36 B,$0.36 B,$0.59 B,$0.29 B,$0.49 B,$0.40 B
jiangsu-hengrui-medicine,,$2.59 B,$2.93 B,$2.51 B,$1.94 B,$0.56 B,$0.65 B,$0.70 B,$0.79 B,$0.55 B,$0.35 B,$0.21 B,$0.15 B,$0.15 B,$0.10 B,$68.28 M,$0.11 B,$73.85 M,$53.47 M,$43.96 M,$24.32 M,$23.12 M,$32.73 M
hoya,$3.20 B,$3.49 B,$3.07 B,$2.95 B,$2.67 B,$2.35 B,$2.81 B,$2.64 B,$3.07 B,$3.31 B,$2.73 B,$3.04 B,$2.55 B,$1.85 B,$2.10 B,$1.81 B,$1.02 B,$0.70 B,$1.05 B,$0.77 B,$0.64 B,$0.49 B,$0.40 B
hong-kong-exchanges-and-clearing,,$35.43 B,$43.90 B,$42.38 B,$29.45 B,$27.76 B,$36.02 B,$27.70 B,$26.19 B,$27.03 B,$6.98 B,$6.04 B,$5.82 B,$4.66 B,$4.04 B,$1.11 B,$1.47 B,$0.72 B,$0.51 B,$0.48 B,$1.78 M,$1.3 M,$10.46 M
nucor,,$4.85 B,$2.61 B,$3.04 B,$1.83 B,$1.39 B,$0.99 B,$2.19 B,$2.03 B,$1.12 B,$1.51 B,$1.15 B,$2.56 B,$2.47 B,$2.24 B,$2.35 B,$1.57 B,$2.19 B,$1.83 B,$0.77 B,$0.35 B,$0.21 B,$0.46 B
wesfarmers,$0.44 B,$0.48 B,$2.27 B,$2.00 B,$0.55 B,$0.50 B,$0.77 B,$0.45 B,$0.54 B,$1.94 B,$2.41 B,$2.88 B,$2.60 B,$2.27 B,$2.52 B,$1.52 B,$0.18 B,$66.88 M,$55 M,$67.81 M,$0.11 B,$0.11 B,$72.66 M
adyen,,$6.91 B,$5.20 B,$1.56 B,$0.84 B,$0.58 B,$0.69 B,$0.71 B,$0.54 B,$0.39 B,,,,,,,,,,,,,
ww-grainger,,$0.32 B,$0.24 B,$0.58 B,$0.36 B,$0.53 B,$0.32 B,$0.27 B,$0.24 B,$0.22 B,$0.43 B,$0.45 B,$0.33 B,$0.31 B,$0.45 B,$0.39 B,$0.13 B,$0.36 B,$0.54 B,$0.42 B,$0.40 B,$0.20 B,$0.16 B
cencora,$2.59 B,$3.38 B,$2.54 B,$4.59 B,$3.37 B,$2.49 B,$2.41 B,$2.74 B,$2.16 B,$1.80 B,$1.23 B,$1.06 B,$1.82 B,$1.65 B,$1.00 B,$0.87 B,$1.10 B,$1.32 B,$1.31 B,$0.87 B,$0.80 B,$0.66 B,$0.29 B
msci,,$0.99 B,$1.42 B,$1.30 B,$1.50 B,$0.90 B,$0.88 B,$0.79 B,$0.77 B,$0.50 B,$0.35 B,$0.18 B,$0.39 B,$0.30 B,$0.47 B,$0.26 B,$33.81 M,$24.36 M,$23.41 M,,$5.73 M,,
maruti-suzuki-india,$0.27 B,$0.94 B,$1.56 B,$0.16 B,$0.75 B,$0.20 B,$0.34 B,$0.14 B,$0.53 B,$1.61 B,$1.12 B,$1.41 B,$0.56 B,$0.39 B,$0.71 B,$0.34 B,$0.54 B,$0.59 B,$0.37 B,$0.18 B,,,
kenvue,,$1.23 B,$0.74 B,$0.61 B,,,,,,,,,,,,,,,,,,,
cibc,,$53.88 B,$55.94 B,$53.61 B,$17.34 B,$15.77 B,$12.20 B,$11.32 B,$15.31 B,$13.21 B,$6.88 B,$5.13 B,$7.01 B,$12.89 B,$7.56 B,$1.29 B,$14.52 B,$12.15 B,$10.02 B,$9.98 B,$7.93 B,$7.10 B,$8.47 B
doordash,,$3.52 B,$3.75 B,$4.85 B,$0.76 B,$0.47 B,,,,,,,,,,,,,,,,,
baidu,,$25.22 B,$28.26 B,$24.86 B,$20.95 B,$20.25 B,$18.26 B,$12.93 B,$10.48 B,$9.31 B,$6.34 B,$5.21 B,$2.25 B,$1.23 B,$0.67 B,$0.39 B,$0.21 B,$0.15 B,$0.11 B,$24.21 M,$7.59 M,,
archer-daniels-midland,,$1.03 B,$0.94 B,$0.66 B,$0.85 B,$1.99 B,$0.80 B,$0.61 B,$0.91 B,$1.09 B,$3.12 B,$1.46 B,$1.35 B,$1.44 B,$3.98 B,$1.26 B,$0.66 B,$1.11 B,$1.43 B,$1.41 B,$1.30 B,$0.97 B,$0.81 B
oneok,,$0.22 B,$0.14 B,$0.52 B,$20.95 M,$11.97 M,$37.19 M,$0.24 B,$97.61 M,$0.17 B,$0.14 B,$0.58 B,$0.12 B,$92.97 M,$0.14 B,$0.51 B,$19.1 M,$68.26 M,$7.91 M,$9.45 M,$12.17 M,$73.52 M,$28.22 M
suncor-energy,,$1.46 B,$1.73 B,$1.47 B,$1.50 B,$1.63 B,$2.12 B,$2.24 B,$2.91 B,$4.73 B,$4.88 B,$4.41 B,$3.72 B,$1.07 B,$0.47 B,$0.54 B,$0.57 B,$0.44 B,$0.14 B,$72.92 M,$0.29 B,$11.57 M,$1.17 M
dominion-energy,,$0.15 B,$0.28 B,$0.17 B,$0.16 B,$0.26 B,$0.12 B,$0.26 B,$0.60 B,$0.31 B,$0.31 B,$0.24 B,$0.10 B,$62 M,$1.17 B,$66 M,$0.28 B,$0.13 B,$0.14 B,$0.38 B,$0.12 B,$0.29 B,$0.48 B
centene,,$14.39 B,$14.65 B,$12.38 B,$12.98 B,$6.06 B,$4.60 B,$4.43 B,$1.93 B,$1.78 B,$1.14 B,$0.98 B,$0.70 B,$0.45 B,$0.44 B,$0.48 B,$0.31 B,$0.33 B,$0.20 B,$0.17 B,$79.5 M,$69.22 M,$90.03 M
tc-energy,,$0.45 B,$0.52 B,$1.19 B,$1.02 B,$0.32 B,$0.86 B,$0.75 B,$0.61 B,$0.42 B,$0.87 B,$0.55 B,$0.74 B,$0.76 B,$0.94 B,$1.07 B,$0.50 B,$0.34 B,$0.18 B,$0.15 B,$0.26 B,,
realty-income,,$0.17 B,$0.25 B,$0.82 B,$54.01 M,$10.38 M,$6.89 M,$9.42 M,$40.29 M,$3.85 M,$10.25 M,$5.24 M,$4.16 M,$17.6 M,$10.02 M,$46.81 M,$0.19 B,$10.57 M,$65.7 M,$2.14 M,$4.83 M,$8.92 M,$2.46 M
fortinet,,$2.21 B,$2.55 B,$1.83 B,$2.06 B,$1.64 B,$1.25 B,$1.08 B,$0.89 B,$0.72 B,$0.49 B,$0.41 B,$0.39 B,$0.31 B,$0.26 B,$0.12 B,$90.16 M,,,,,,
iqvia,,$1.30 B,$1.47 B,$1.90 B,$0.89 B,$0.93 B,$1.00 B,$1.23 B,$0.97 B,$0.86 B,$0.77 B,$0.56 B,$0.51 B,,,,,,,,,,
maybank,,,$15.59 B,$15.30 B,$18.85 B,$20.25 B,$20.37 B,$19.39 B,$19.91 B,$24.05 B,$21.05 B,$21.04 B,$19.18 B,$12.95 B,$9.68 B,$13.01 B,$17.65 B,$10.83 B,$9.51 B,,,,
kinder-morgan,,$0.74 B,$1.14 B,$1.18 B,$0.18 B,$3.28 B,$0.26 B,$0.68 B,$0.22 B,$0.31 B,$0.57 B,$0.71 B,$0.41 B,$0.50 B,$0.16 B,,,,,,,,
luzhou-laojiao,,$2.73 B,$2.23 B,$1.78 B,$1.39 B,$1.36 B,$1.29 B,$0.68 B,$0.54 B,$0.76 B,$0.88 B,$1.11 B,$0.50 B,$0.16 B,$0.13 B,$0.10 B,$60.91 M,$99.82 M,$36.98 M,$31.35 M,$54.73 M,$51.65 M,$29.71 M
exelon-corporation,,$0.40 B,$0.67 B,$0.66 B,$0.58 B,$1.59 B,$0.89 B,$0.63 B,$6.50 B,$1.87 B,$1.60 B,$1.48 B,$1.05 B,$1.61 B,$2.38 B,$1.27 B,$0.31 B,$0.22 B,$0.14 B,$0.52 B,$0.49 B,$0.46 B,$0.48 B
nu-holdings,,,$3.64 B,$2.47 B,$1.40 B,$0.46 B,,,,,,,,,,,,,,,,,
titan-company,$0.45 B,$96.79 M,$0.42 B,$52.85 M,$0.14 B,$84 M,$0.16 B,$15.03 M,$27.51 M,$0.13 B,$0.20 B,$0.19 B,$0.24 B,$44.03 M,$11.1 M,$13.88 M,$11.82 M,$8.67 M,$10.21 M,$6.33 M,,,
lennar,,$4.61 B,$2.73 B,$2.70 B,$1.44 B,$1.56 B,$2.70 B,$1.38 B,$1.20 B,$1.28 B,$0.97 B,$1.31 B,$1.16 B,$1.39 B,$1.45 B,$1.09 B,$0.79 B,$0.77 B,$0.90 B,$1.32 B,$1.20 B,$0.73 B,$0.82 B
adani-enterprises,$0.97 B,$0.24 B,$0.20 B,$0.42 B,$0.21 B,$0.24 B,$0.24 B,$0.18 B,$0.49 B,$0.40 B,$0.73 B,$1.30 B,$0.63 B,$0.65 B,$0.50 B,$0.41 B,$0.37 B,$0.16 B,$0.12 B,$65.84 M,,,
samsung-biologics,,$2.53 B,$1.15 B,$0.78 B,$0.59 B,$1.01 B,$0.35 B,$1.00 B,$29.35 M,$87.9 M,,,,,,,,,,,,,
johnson-controls,,$2.03 B,$1.33 B,$1.95 B,$2.80 B,$0.20 B,$0.32 B,$0.57 B,$0.59 B,$0.40 B,$1.05 B,$0.26 B,$0.25 B,$0.56 B,$0.76 B,$0.38 B,$0.67 B,$0.29 B,$0.17 B,$0.16 B,$0.13 B,$0.26 B,$0.37 B
general-mills,$0.58 B,$0.56 B,$1.50 B,$1.67 B,$0.45 B,$0.39 B,$0.76 B,$0.76 B,$0.33 B,$0.86 B,$0.74 B,$0.47 B,$0.61 B,$0.67 B,$0.74 B,$0.67 B,$0.41 B,$0.64 B,$0.57 B,$0.75 B,$0.70 B,$0.97 B,$64.1 M
maaden,,$4.27 B,$2.38 B,$1.48 B,$1.77 B,$2.36 B,$1.73 B,$1.87 B,$1.22 B,$3.18 B,$1.16 B,$2.34 B,$2.99 B,$3.12 B,$3.07 B,$3.02 B,,,,,,,
spotify,,$3.58 B,$3.96 B,$2.14 B,$1.96 B,$2.06 B,$1.81 B,$1.66 B,$0.65 B,,,,,,,,,,,,,,
hershey-company,,$0.46 B,$0.32 B,$1.14 B,$0.49 B,$0.58 B,$0.38 B,$0.29 B,$0.34 B,$0.47 B,$1.11 B,$0.72 B,$0.69 B,$0.88 B,$0.25 B,$37.1 M,$0.12 B,$97.14 M,$67.18 M,$54.83 M,$0.11 B,$0.29 B,$0.13 B
palantir,,$2.63 B,$2.52 B,$2.01 B,$1.07 B,$1.11 B,,,,,,,,,,,,,,,,,
haleon,,$0.82 B,$0.55 B,$0.45 B,$0.44 B,,,,,,,,,,,,,,,,,,
woodside-energy,,$6.86 B,$2.42 B,$2.90 B,$2.86 B,$1.21 B,$0.24 B,$0.20 B,$88.87 M,$2.67 B,$1.98 B,$2.53 B,$41.85 M,$0.98 B,$1.09 B,$69.56 M,$0.10 B,$0.19 B,$0.13 B,$0.39 B,$0.12 B,$95.54 M,$0.11 B
agilent-technologies,,$1.05 B,$1.57 B,$1.44 B,$1.38 B,$2.24 B,$2.67 B,$2.28 B,$2.00 B,$3.02 B,$2.67 B,$2.35 B,$3.52 B,$2.64 B,$2.49 B,$1.42 B,$1.82 B,$2.26 B,$2.25 B,$2.31 B,$1.60 B,$1.84 B,$1.17 B
sysco,$0.74 B,$0.86 B,$3.00 B,$6.05 B,$0.51 B,$0.55 B,$0.86 B,$3.91 B,$5.13 B,$0.41 B,$0.41 B,$0.68 B,$0.63 B,$0.60 B,$1.08 B,$0.55 B,$0.20 B,$0.20 B,$0.19 B,$0.19 B,$0.33 B,$0.23 B,$0.13 B
bny-mellon,,$113.85 B,$121.33 B,$165.32 B,$114.68 B,$88.00 B,$108.87 B,$77.94 B,$134.88 B,$123.14 B,$146.11 B,$138.74 B,$130.73 B,$72.42 B,$67.85 B,$98.56 B,$41.45 B,$16.33 B,$12.15 B,$12.07 B,$12.12 B,$9.85 B,$9.84 B
adidas,,$1.03 B,$4.45 B,$5.21 B,$2.98 B,$3.32 B,$2.21 B,$1.87 B,$1.59 B,$2.13 B,$2.33 B,$2.62 B,$2.17 B,$2.10 B,$1.44 B,$0.53 B,$0.55 B,$0.45 B,$1.87 B,$0.61 B,$0.35 B,$81.77 M,
japan-post-bank,,$546.36 B,$550.92 B,$478.22 B,$456.76 B,$463.61 B,$458.79 B,$408.44 B,$277.47 B,,,,,,,,,,,,,,
l3harris-technologies,,$0.88 B,$0.94 B,$1.27 B,$0.53 B,$0.28 B,$0.48 B,$0.48 B,$0.48 B,$0.56 B,$0.32 B,$0.35 B,$0.36 B,$0.45 B,$0.28 B,$0.39 B,$0.42 B,$0.29 B,$0.37 B,$0.64 B,$0.46 B,$0.27 B,$0.24 B
asian-paints,$0.62 B,$0.53 B,$0.64 B,$0.20 B,$0.25 B,$0.24 B,$0.39 B,$0.29 B,$0.22 B,$0.24 B,$0.16 B,$0.12 B,$29.82 M,$23.62 M,$41.42 M,$27.75 M,$24.41 M,$16.48 M,$13.94 M,$16.1 M,,,
datadog,,$1.88 B,$1.55 B,$1.51 B,$0.77 B,$53.63 M,$60.02 M,,,,,,,,,,,,,,,,
bce,,$0.11 B,$0.16 B,$0.17 B,$0.11 B,$0.31 B,$0.49 B,$0.63 B,$0.44 B,$0.48 B,$0.31 B,$0.12 B,$0.17 B,$0.77 B,$0.65 B,$2.51 B,$2.66 B,$0.49 B,$0.31 B,$0.31 B,$0.55 B,$0.22 B,$0.41 B
lloyds-banking-group,,,$103.35 B,$100.26 B,$72.70 B,$70.20 B,$80.11 B,$59.47 B,$87.60 B,$80.43 B,$83.99 B,$131.81 B,$96.37 B,$60.95 B,$65.65 B,$8.72 B,$11.06 B,$6.53 B,$1.98 B,$4.87 B,$4.72 B,$9.45 B,$3.55 B
murata-seisakusho,$3.70 B,$4.65 B,$4.08 B,$3.48 B,$2.51 B,$2.07 B,$3.55 B,$3.29 B,$2.98 B,$2.74 B,$1.95 B,$1.73 B,$1.80 B,$2.38 B,$3.08 B,$3.55 B,$3.62 B,$3.73 B,$3.98 B,$4.02 B,$3.56 B,$2.72 B,
grupo-mexico,,$6.03 B,$6.56 B,$5.18 B,$3.97 B,$2.65 B,$3.48 B,$2.68 B,$2.60 B,$2.37 B,$3.43 B,$4.13 B,$2.94 B,$3.29 B,$1.55 B,$1.93 B,$2.66 B,$1.94 B,$1.26 B,$0.97 B,,,
electronic-arts,$2.76 B,$3.06 B,$6.36 B,$5.73 B,$5.44 B,$5.33 B,$4.53 B,$3.83 B,$3.02 B,$2.36 B,$1.68 B,$1.84 B,$2.23 B,$1.99 B,$2.52 B,$3.01 B,$2.97 B,$2.43 B,$3.09 B,$2.41 B,$1.58 B,$0.80 B,$0.47 B
allstate,,$4.90 B,$4.77 B,$8.17 B,$4.59 B,$3.52 B,$2.56 B,$4.72 B,$2.61 B,$3.19 B,$3.06 B,$3.14 B,$4.08 B,$0.56 B,$3.66 B,$0.41 B,$3.48 B,$2.87 B,$3.78 B,$4.54 B,$2.18 B,$2.67 B,$2.17 B
manulife-financial,,$14.15 B,$17.72 B,$20.52 B,$15.54 B,$11.90 B,$12.68 B,$11.27 B,$12.89 B,$18.16 B,$12.80 B,$13.55 B,$12.55 B,$11.79 B,$17.84 B,$14.20 B,$12.38 B,$9.22 B,$11.85 B,$14.18 B,$5.19 B,$4.54 B,$4.18 B
ferguson,$0.60 B,$0.77 B,$1.33 B,$2.12 B,$1.14 B,$0.83 B,$2.51 B,$1.24 B,$1.72 B,$0.40 B,$0.51 B,$1.27 B,$0.66 B,$1.04 B,$1.31 B,$0.64 B,$0.50 B,$0.78 B,$1.13 B,$0.54 B,$0.35 B,$0.33 B,$0.36 B
ametek,,$0.34 B,$0.34 B,$1.21 B,$0.39 B,$0.35 B,$0.64 B,$0.71 B,$0.38 B,$0.37 B,$0.29 B,$0.15 B,$0.17 B,$0.16 B,$0.25 B,$91.21 M,$0.18 B,$58.22 M,$43.78 M,$48.97 M,$22.88 M,$21.8 M,$22.35 M
prudential-financial,,$324.97 B,$391.93 B,$434.40 B,$412.89 B,$375.47 B,$374.21 B,$352.80 B,$325.31 B,$281.70 B,$315.91 B,$334.16 B,$21.79 B,$18.21 B,$19.98 B,$20.60 B,$16.29 B,$13.62 B,$11.75 B,$13.31 B,$15.58 B,$15.31 B,$23.39 B
dow,,$3.88 B,$2.98 B,$5.10 B,$2.38 B,$2.76 B,$6.19 B,,,,,,,,,,,,,,,,
mplx,,$0.23 B,$13 M,$15 M,$15 M,$68 M,$5 M,$0.23 B,$43 M,$27.3 M,$54.1 M,$0.21 B,$0.1 M,,,,,,,,,,
ameriprise-financial,,$7.09 B,$7.24 B,$43.12 B,$36.95 B,$34.15 B,$33.54 B,$33.20 B,$31.53 B,$33.05 B,$33.36 B,$34.42 B,$46.81 B,$3.33 B,$3.09 B,$6.22 B,$3.83 B,$2.71 B,$2.47 B,$1.07 B,,,
kuhne-nagel,,$4.08 B,$2.52 B,$1.92 B,$0.93 B,$0.50 B,$0.73 B,$0.82 B,$0.85 B,$1.18 B,$1.41 B,$1.18 B,$0.90 B,$1.42 B,$0.94 B,$0.99 B,$0.76 B,$0.63 B,$0.91 B,$0.41 B,$0.57 B,$0.88 B,
otis-worldwide,,$1.18 B,$1.56 B,$1.78 B,$1.44 B,$1.32 B,,,,,,,,,,,,,,,,,
givaudan,,$0.52 B,$0.30 B,$0.47 B,$0.47 B,$0.43 B,$0.55 B,$0.32 B,$0.48 B,$0.41 B,$0.57 B,$0.40 B,$0.63 B,$0.91 B,$0.81 B,$0.48 B,$0.45 B,$0.56 B,$0.43 B,$0.68 B,$0.39 B,$0.51 B,
givaudan,,$0.52 B,$0.30 B,$0.47 B,$0.47 B,$0.43 B,$0.55 B,$0.32 B,$0.48 B,$0.41 B,$0.57 B,$0.40 B,$0.63 B,$0.91 B,$0.81 B,$0.48 B,$0.45 B,$0.56 B,$0.43 B,$0.68 B,$0.39 B,$0.51 B,
waste-connections,,$78.63 M,$0.14 B,$0.61 B,$0.32 B,$0.31 B,$0.43 B,$0.15 B,$10.97 M,$14.35 M,$13.59 M,$23.21 M,$12.64 M,$9.87 M,$9.63 M,$0.26 B,$10.29 M,$34.94 M,$7.51 M,$3.61 M,$5.27 M,$4.06 M,$7.27 M
fastenal,,$0.23 B,$0.23 B,$0.24 B,$0.17 B,$0.16 B,$0.11 B,$0.11 B,$0.12 B,$0.11 B,$58.95 M,$79.96 M,$0.14 B,$0.16 B,$0.18 B,$86.74 M,$57.37 M,$30.18 M,$56.87 M,$38.99 M,$70.89 M,$51.35 M,$68.52 M
sun-pharmaceutical,$1.93 B,$1.66 B,$1.30 B,$1.45 B,$1.61 B,$2.14 B,$2.36 B,$2.21 B,$2.09 B,$1.60 B,$0.98 B,$0.98 B,$0.49 B,$0.13 B,$0.32 B,$0.33 B,$0.31 B,$0.34 B,$0.27 B,$21.81 M,,,
deutsche-boerse,,$148.04 B,$125.67 B,$111.85 B,$98.35 B,$131.93 B,$97.31 B,$115.75 B,$138.93 B,$208.86 B,$213.39 B,$1.00 B,,,,,,$0.86 B,$0.64 B,$1.00 B,,,
constellation-energy,,$0.42 B,$0.50 B,$0.22 B,$0.30 B,,,,,,,,,,,,,,,,,,
alcon,,$0.98 B,$1.57 B,$1.55 B,$0.85 B,$0.50 B,$0.17 B,,,,,,,,,,,,,,,,
uniper,,$4.96 B,$3.35 B,$0.35 B,$0.97 B,$1.57 B,$1.09 B,$0.34 B,$0.39 B,$0.50 B,$1.23 B,,,,,,,,,,,,
li-auto,,$8.19 B,$7.45 B,$4.39 B,$0.51 B,$0.13 B,,,,,,,,,,,,,,,,,
gartner,,$0.69 B,$0.75 B,$0.71 B,$0.28 B,$0.15 B,$0.53 B,$0.47 B,$0.37 B,$0.36 B,$0.42 B,$0.29 B,$0.14 B,$0.12 B,$0.11 B,$0.14 B,$0.10 B,$67.8 M,$70.28 M,$0.16 B,$0.22 B,$0.12 B,$40.37 M
cognizant-technology-solutions,,$2.50 B,$2.71 B,$2.72 B,$3.42 B,$4.51 B,$5.05 B,$5.16 B,$4.94 B,$3.77 B,$3.74 B,$2.86 B,$2.43 B,$2.22 B,$1.39 B,$0.76 B,$0.67 B,$0.64 B,$0.42 B,$0.31 B,$0.19 B,$0.12 B,$84.97 M
experian,$0.20 B,$0.18 B,$0.20 B,$0.29 B,$0.15 B,$0.16 B,$0.10 B,$0.20 B,$0.15 B,$0.23 B,$0.25 B,$0.25 B,$0.40 B,$0.17 B,$0.12 B,$0.15 B,$0.96 B,$0.38 B,$0.15 B,,,,
e-on,,$9.55 B,$5.92 B,$4.64 B,$3.46 B,$5.37 B,$4.05 B,$8.12 B,$7.94 B,$6.08 B,$9.21 B,$8.06 B,$8.98 B,$12.65 B,$10.97 B,$8.10 B,$9.89 B,$7.40 B,$17.86 B,$16.29 B,$13.59 B,$9.02 B,$13.08 B
7-eleven,$12.42 B,$12.29 B,$20.55 B,$12.60 B,$11.85 B,$12.25 B,$10.83 B,$10.46 B,$8.71 B,$9.33 B,$9.16 B,$9.43 B,$8.34 B,$8.37 B,$6.83 B,$6.43 B,$4.80 B,$5.27 B,,,,,
yum,,$0.36 B,$0.48 B,$0.73 B,$0.60 B,$0.29 B,$1.52 B,$0.70 B,$0.73 B,$0.57 B,$0.57 B,$0.77 B,$1.19 B,$1.42 B,$0.35 B,$0.16 B,$0.78 B,$0.32 B,$0.20 B,$0.11 B,$0.20 B,$0.15 B,$0.14 B
fidelity-national-information-services,,$2.18 B,$2.01 B,$1.95 B,$1.15 B,$0.70 B,$0.66 B,$0.68 B,$0.68 B,$0.49 B,$0.54 B,$0.51 B,$0.45 B,$0.37 B,$0.48 B,$0.22 B,$0.35 B,$0.21 B,$0.16 B,$86.65 M,$22.28 M,$14.16 M,$27.67 M
partners-group,,$0.84 B,$0.99 B,$1.39 B,$0.96 B,$0.41 B,$0.87 B,$0.21 B,$0.17 B,$0.21 B,$82.23 M,$0.26 B,,,,,,,,,,,
interactive-brokers,,$3.43 B,$2.44 B,$4.29 B,$2.88 B,$2.59 B,$1.78 B,$1.92 B,$5.05 B,$5.20 B,$6.35 B,$6.13 B,$1.69 B,$1.35 B,$0.80 B,$0.98 B,$0.52 B,$0.66 B,$0.40 B,,,,
capgemini,,$4.48 B,$3.97 B,$3.90 B,$2.99 B,$2.50 B,$2.58 B,$2.14 B,$2.25 B,$2.71 B,$2.36 B,$2.77 B,$2.97 B,$3.16 B,$3.72 B,$2.61 B,$3.27 B,$3.83 B,$2.62 B,$1.69 B,$1.53 B,$0.52 B,$0.54 B
biogen,,$4.89 B,$3.80 B,$2.61 B,$4.47 B,$3.53 B,$3.68 B,$4.89 B,$3.42 B,$1.84 B,$1.22 B,$1.70 B,$1.69 B,$1.20 B,$1.26 B,$1.37 B,$0.97 B,$0.90 B,$0.56 B,$0.20 B,$0.83 B,$0.86 B,$0.79 B
uob,,,$51.69 B,$54.15 B,$54.16 B,$51.53 B,$54.71 B,$40.38 B,$39.49 B,$44.19 B,$40.59 B,$34.79 B,$30.35 B,$29.96 B,$22.74 B,$23.98 B,$21.27 B,$24.83 B,$24.00 B,$23.52 B,$17.16 B,$17.87 B,$2.51 B
