Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
equifax,$4.25,$5.69,$6.11,$4.17,-$3.30,$2.58,$4.89,$4.10,$3.62,$3.04,$2.95,$2.63,$1.92,$2.15,$1.84,$2.14,$2.07,$2.16,$1.89,$1.80,$1.23,$1.26,$0.85
devon-energy,$7.34,$9.15,$4.19,-$7.12,-$0.97,$6.46,$2.67,-$6.95,-$35.58,$3.92,-$0.08000,-$0.54,$11.30,$10.40,-$5.57,-$4.83,$8.08,$6.42,$6.39,$4.51,$4.27,$0.32,$0.35
foshan-haitian-flavouring-and-food,$0.16,$0.17,$0.19,$0.17,$0.14,$0.12,$0.09343,$0.07531,$0.07056,$0.06029,$0.04898,,,,,,,,,,,,
daimler-truck,$4.02,$3.35,$3.35,,,,,,,,,,,,,,,,,,,,
ryanair,$5.74,$5.99,-$2.24,-$6.81,$5.13,$5.78,$7.10,$5.85,$6.34,$3.75,$2.53,$2.81,$2.47,$1.49,$1.15,-$0.49,$2.42,$1.71,$1.32,$0.99,$1.02,$0.85,$0.98
sf-express,$0.20,$0.19,$0.15,$0.24,$0.19,$0.15,$0.17,$0.16,$0.73,$0.01980,$0.02878,$0.03231,$0.02751,$0.01577,$0.03468,,,,,,,,
fujitsu,$6.94,$6.60,$9.55,$8.23,$6.90,$7.47,$4.84,$5.61,$3.14,$4.78,$3.53,-$2.95,,,,,,,,,,,
ahold-delhaize,$2.61,$2.69,$2.53,$1.46,$1.79,$1.77,$1.68,$0.92,$1.25,$1.32,$1.09,,,,,,,,,,,,
nornickel,$41.32,$20.81,$36.51,$19.49,$13.52,$16.10,$11.04,$12.48,$4.93,$13.67,$20.80,$18.82,$14.97,-$2.32,$29.20,$31.72,$11.65,$8.92,$4.23,$0.54,$0.82,,
eqt,$0.18,$1.05,$0.49,$0.21,$0.18,$0.09599,$0.0006632,,,,,,,,,,,,,,,,
veeva-systems,$3.42,$2.56,$2.84,$2.28,$2.09,$1.34,$0.96,$0.48,$0.38,$0.26,$0.09956,,,,,,,,,,,,
lonza,$17.72,$43.39,$13.25,$8.98,$7.64,$10.70,$5.21,$4.97,$4.27,$1.74,$3.41,$2.94,$5.50,$2.86,$7.82,$5.18,$3.57,$2.79,$2.36,,,,
ashtead,$3.81,$4.18,$1.87,$1.65,$1.69,$1.44,,,,,,,,,,,,,,,,,
china-state-construction-engineering,$0.18,$0.18,$0.19,$0.16,$0.14,$0.13,$0.11,$0.10,$0.09512,$0.08658,$0.07946,$0.05903,$0.05017,$0.03193,$0.02849,$0.01589,,,,,,,
fico,$16.70,$15.14,$13.82,$9.22,$7.14,$5.20,$4.03,$4.12,$2.93,$2.79,$2.37,$2.47,$2.25,$1.47,$1.45,$1.57,$1.74,$1.72,$2.05,$1.47,$1.63,$0.33,$1.01
symbotic,-$0.39,-$0.25,-$0.69,,,,,,,,,,,,,,,,,,,,
coupang,$0.24,-$0.05000,-$1.40,-$0.34,,,,,,,,,,,,,,,,,,,
hexagon,$0.35,$0.39,$0.36,$0.29,$0.31,$0.34,$0.31,$0.25,$0.22,$0.21,$0.20,$0.19,$0.17,$0.05549,$0.07952,,,,,,,,
boc-hong-kong,$0.28,$0.32,$0.39,$0.39,$0.38,$0.68,$0.33,$0.30,$0.27,$0.26,$0.25,$0.20,$0.17,$0.04092,$0.19,$0.17,$0.17,$0.15,$0.09717,$0.08231,$0.03357,,
dollar-tree,$5.51,$7.21,$5.95,$4.06,-$6.72,$7.39,$4.21,$3.41,$1.39,$2.93,$2.75,$2.51,$1.88,$1.42,$1.08,$0.80,$0.68,$0.57,$0.51,$0.52,$0.45,$0.37,
monolithic-power-systems,$9.49,$9.36,$5.28,$3.66,$2.52,$2.49,$1.57,$1.30,$0.89,$0.92,$0.62,$0.46,$0.38,$0.84,$0.56,$0.72,$0.37,-$0.09000,$0.17,-$0.84,-$0.76,-$0.63,
barclays,$1.72,$1.49,$2.02,$0.44,$0.74,$0.48,-$0.55,$0.56,-$0.10,-$0.01785,$0.51,$0.28,$0.87,$1.70,$3.92,$4.28,$4.97,$3.70,$3.56,$2.53,$1.56,$1.75,
lg-chem,$14.05,$18.11,$41.17,$5.25,$3.52,$17.57,$22.57,$15.18,$13.66,$11.22,$15.78,$18.50,$26.01,$25.31,$16.33,$11.10,$10.07,,,,,,
intact-financial,$5.65,$10.74,$10.02,$5.42,$3.86,$3.63,$4.49,$3.01,$3.99,$5.20,$2.98,$4.22,$4.00,$4.20,$1.00,$1.09,$3.82,$4.33,$4.92,,,,
china-pacific-insurance,$0.41,$0.38,$0.43,$0.38,$0.44,$0.30,$0.24,$0.20,$0.31,$0.20,$0.17,$0.09534,$0.15,$0.15,$0.14,$0.04729,$0.15,,,,,,
shanghai-pudong-development-bank,$0.17,$0.23,$0.25,$0.27,$0.28,$0.28,$0.27,$0.28,$0.30,$0.29,$0.25,$0.20,$0.16,$0.13,$0.09871,$0.09517,$0.03821,$0.02204,$0.01400,$0.01043,$0.008460,$0.007515,
vestas-wind-systems,-$0.83,-$1.67,$0.15,$0.96,$0.80,$0.78,$1.02,$0.93,$0.68,$0.08708,-$0.11,-$1.26,-$0.21,$0.20,$0.18,$0.77,$0.46,$0.16,-$0.26,-$0.11,$0.07554,$0.08697,
posco,$3.20,$8.34,$18.73,$4.35,$5.01,$4.91,$7.59,$3.64,$0.47,$1.86,$4.00,$7.20,$10.66,$11.51,$8.79,$13.21,$12.51,$10.82,$12.22,$10.23,$5.34,$2.58,$1.93
h-m,$0.36,$0.22,$0.76,$0.10,$0.85,$0.86,$1.15,$1.30,$1.48,$1.73,$1.58,$1.49,$1.47,$1.54,$1.34,,,,,,,,
cellnex-telecom,-$0.49,-$0.46,-$0.63,-$0.32,-$0.02853,-$0.06616,$0.09679,$0.15,$0.17,,,,,,,,,,,,,,
warner-bros-discovery,-$2.72,-$2.58,$1.55,$1.81,$2.89,$0.83,-$0.59,$1.97,$1.59,$1.67,$1.30,$1.28,$1.42,$0.77,$0.64,$0.48,-$0.12,-$0.08529,$0.05606,,,,
argenx,-$4.16,-$13.12,,,,,,,,,,,,,,,,,,,,,
peoples-insurance-company-picc,$0.07975,$0.07690,$0.06900,$0.07157,$0.04362,$0.05841,$0.04896,$0.07097,$0.05006,$0.03140,$0.03208,$0.01945,,,,,,,,,,,
nutrien,$4.33,$14.12,$5.53,$0.80,$1.72,$5.78,$0.98,$1.00,$3.82,$4.57,$5.15,$6.05,$9.00,$5.00,$2.78,$9.51,$2.92,$1.69,$1.39,$0.77,-$0.34,$0.14,$0.35
mongodb,-$3.46,-$5.37,-$4.73,-$4.36,-$2.44,-$2.02,-$2.54,,,,,,,,,,,,,,,,
telus,$0.61,$0.88,$0.96,$0.70,$1.10,$1.02,$0.98,$0.79,$0.88,$1.05,$0.98,$0.94,$0.94,$0.79,$0.69,$0.82,$0.92,$0.73,$0.41,$0.31,$0.17,-$0.14,$0.26
banorte,$0.92,$0.81,$0.48,$0.71,$0.35,$0.37,$0.38,$0.41,$0.43,$0.36,$0.30,$0.27,,,,,,,,,,,
sba-communications,$4.59,$4.28,$2.18,$0.22,$1.30,$0.41,$0.87,$0.61,-$1.37,-$0.19,-$0.44,-$1.48,-$1.14,-$1.68,-$1.20,-$0.61,-$0.75,-$1.34,-$1.29,-$2.46,-$3.15,-$5.34,-$2.99
transurban,$0.004403,$0.90,-$0.02794,$0.04597,$0.16,$0.08731,$0.03627,-$0.07052,$0.17,$0.10,$0.03713,$0.07960,$0.03693,-$0.01454,-$0.12,-$0.14,-$0.05360,-$0.09176,-$0.07254,-$0.10,-$0.14,,
diamondback-energy,$19.27,$24.62,$12.15,-$28.62,$1.41,$7.96,$4.98,-$2.34,-$8.55,$3.57,$1.28,-$0.73,-$0.01705,,,,,,,,,,
citic,$0.31,$0.25,$0.24,$0.22,$0.19,$0.19,$0.20,$0.21,$0.25,$0.25,$0.33,$0.33,$0.21,-$0.74,$0.63,$0.48,$0.22,$0.20,$0.07286,$0.22,$0.12,,
horizon-therapeutics,$1.92,$2.28,$2.35,$1.75,$3.04,-$0.33,-$2.52,-$1.04,$0.22,-$3.69,-$2.34,-$2.53,-$18.12,-$18.10,-$11.37,,,,,,,,
anta-sports,$0.45,$0.29,$0.28,$0.22,$0.18,$0.14,$0.13,$0.11,$0.08710,$0.08738,$0.11,$0.09408,$0.07320,$0.05275,$0.03463,$0.01049,,,,,,,
legrand,$4.21,$3.94,$3.95,$2.97,$3.50,$3.40,$3.08,$2.60,$2.29,$2.61,$2.66,$2.49,$2.53,$2.10,$1.58,,,,,,,,
qnb-finansbank,$0.34,$0.30,$0.12,$0.12,$0.15,$0.16,$0.15,$0.12,$0.07237,$0.12,$0.11,$0.52,$0.11,$0.17,$0.15,,,,,,,,
aena,$8.73,$6.24,-$3.65,-$0.95,$10.72,$10.31,$9.58,$8.58,$6.21,$4.10,,,,,,,,,,,,,
skandinaviska-enskilda-banken,$1.66,$1.34,$0.82,$0.99,$1.21,$0.89,$0.55,$0.90,$1.24,,,,,,,,,,,,,,
wec-energy,$4.33,$4.46,$4.13,$3.81,$3.59,$3.36,$3.81,$2.98,$2.38,$2.61,$2.54,$2.38,$2.26,$1.96,$1.63,$1.54,$1.44,$1.35,$1.33,$1.31,$1.04,$0.72,$0.93
adani-ports-and-sez,$0.35,$0.30,$0.33,$0.27,$0.33,$0.27,$0.27,$0.26,$0.20,$0.17,$0.16,$0.02286,,,,,,,,,,,
brown-forman,$1.59,$1.85,$1.60,$1.93,$1.78,$1.56,$1.55,$2.13,$1.32,$1.25,$1.16,$1.05,$1.07,$0.81,$0.84,$0.79,$0.69,$0.72,$0.48,$0.48,$0.38,$0.35,$0.36
take-2-interactive,-$7.29,-$2.25,$4.56,$4.31,$2.98,$3.24,$1.73,$0.17,-$3.68,-$0.90,$4.01,-$1.49,-$0.78,$0.31,-$1.79,$1.26,-$1.92,-$2.60,$0.55,$0.94,$1.42,$1.06,-$0.14
wipro,$0.26,$0.26,$0.30,$0.24,$0.24,$0.20,$0.20,$0.19,$0.21,$0.21,$0.19,$0.18,$0.18,$0.18,$0.15,$0.13,$0.12,$0.09227,$0.06881,$0.05221,$0.02895,$0.01613,$0.01617
chandra-asri-petrochemical,-$0.001048,-$0.002759,$0.002445,$0.0006500,$0.0003250,$0.002550,$0.004650,$0.004500,$0.0003930,$0.0002750,$0.0001520,-$0.001423,,,,,,,,,,,
fubon-financial,$0.03592,$0.11,$0.41,$0.25,$0.15,$0.12,$0.14,$0.12,$0.16,$0.16,$0.10,$0.08885,$0.09684,$0.05989,,,,,,,,,
cardinal-health,$1.01,-$4.63,$1.92,$4.73,-$14.26,-$0.06000,$5.79,$4.20,$4.15,$3.27,$1.10,$3.33,$2.74,$2.70,$2.18,$3.48,$4.11,$3.64,$2.70,$2.88,$3.20,$2.83,$1.98
klabin,$0.02074,$0.17,$0.68,-$0.31,$0.11,$0.12,$0.40,,,,,,,,,,,,,,,,
haier-smart-home,$0.24,$0.23,$0.22,$0.20,$0.19,$0.18,$0.18,$0.12,$0.11,$0.15,$0.13,$0.09659,$0.07789,$0.06218,$0.03793,$0.02087,$0.01595,$0.01309,$0.005544,$0.008489,$0.008475,$0.009116,
delta-air-lines,$5.32,$2.06,$0.43,-$19.51,$7.35,$5.70,$4.50,$5.81,$5.69,$0.77,$12.45,$1.20,$1.03,$0.70,-$1.49,-$19.09,$8.56,-$31.65,-$23.69,-$41.08,-$6.40,-$10.44,-$9.99
cloudflare,-$0.61,-$0.60,-$0.83,-$0.40,-$0.59,,,,,,,,,,,,,,,,,,
kia,$14.33,$10.56,$10.24,$3.30,$3.94,$2.64,$2.17,$6.02,$5.75,$7.05,$8.67,$8.68,$7.69,$4.98,$3.29,$0.28,$0.04068,,,,,,
coal-india,$0.54,$0.60,$0.33,$0.28,$0.42,$0.30,$0.21,$0.26,$0.35,$0.36,$0.43,$0.48,,,,,,,,,,,
fanuc,$1.21,$1.30,$1.47,$0.71,$0.78,$1.64,$1.57,$1.19,$1.57,$1.72,$1.06,$1.61,$1.80,$1.23,$0.35,$1.05,$1.04,$0.82,$0.70,,,,
marubeni,$2.04,$2.43,$1.98,-$0.97,$0.81,$1.36,$1.07,$0.28,$0.71,$0.74,$1.53,$0.97,$1.25,$0.88,$0.21,,,,,,,,
ecopetrol,$2.76,$2.77,$2.09,$0.22,$2.16,$1.95,$1.09,$0.26,-$0.56,$1.89,$3.37,$4.06,$4.07,$2.14,$1.17,$2.89,,,,,,,
agnico-eagle-mines,$5.34,$1.55,$2.31,$2.12,$1.99,-$1.40,$1.03,$0.72,$0.12,$0.51,-$2.18,$1.81,-$3.35,$2.04,$0.55,$0.51,$1.05,$1.40,$0.42,$0.55,-$0.26,$0.06002,-$0.12
gree-electric-appliances,$0.65,$0.65,$0.63,$0.55,$0.59,$0.65,$0.56,$0.38,$0.33,$0.38,$0.29,$0.20,$0.15,$0.11,$0.07508,$0.05070,$0.03417,$0.01962,$0.009450,$0.007742,$0.006285,$0.005641,
delta-electronics,$0.40,$0.41,$0.37,$0.34,$0.29,$0.23,$0.23,$0.23,$0.24,$0.28,$0.25,$0.21,$0.15,$0.21,,,,,,,,,
sse,$3.77,$3.01,-$0.07052,$1.80,$1.14,$1.98,$0.66,$0.82,$0.56,$0.68,$0.34,$2.61,$2.03,$0.18,$2.01,$1.91,$1.30,$1.23,$0.96,$0.65,$0.63,$0.63,
edison-international,$3.22,$1.61,$2.00,$1.98,$3.81,-$1.30,$1.73,$4.07,$3.13,$4.94,$2.81,-$0.56,-$0.11,$3.84,$2.59,$3.69,$3.34,$3.56,$3.46,$2.80,$2.51,$3.31,$3.18
sumitomo,$3.12,$3.53,$2.10,-$1.16,$2.13,$2.15,$2.23,$0.93,-$0.02032,$0.27,$1.81,$2.17,$2.44,$2.10,$1.02,,,,,,,,
discover-financial-services,$13.48,$15.50,$17.78,$3.59,$9.08,$7.82,$5.42,$5.78,$5.14,$4.90,$4.97,$4.06,$1.23,$2.37,$1.91,$1.23,,,,,,,
deutsche-bank,$2.62,$2.69,$1.21,$0.07131,-$3.05,-$0.003824,-$0.54,-$1.13,-$5.08,$1.76,$0.71,$0.27,$5.32,$3.30,$8.66,-$8.03,$14.66,$12.91,$7.28,$4.83,$2.39,$0.52,$0.08245
american-water-works,$4.82,$4.51,$6.96,$3.92,$3.43,$3.16,$2.39,$2.63,$2.66,$2.36,$2.07,$2.03,$1.76,$1.54,-$1.51,-$3.53,-$2.15,-$1.00,$1.63,,,,
xylem,$2.46,$1.97,$2.38,$1.40,$2.23,$3.06,$1.83,$1.45,$1.87,$1.85,$1.23,$1.61,$1.51,,,,,,,,,,
tesco,$0.12,$0.26,$0.86,$0.16,$0.22,$0.26,-$0.007721,$0.02985,-$1.38,$0.26,$0.02959,$0.71,$0.68,$0.56,$0.48,$0.68,$0.59,$0.45,$0.42,$0.36,$0.21,$0.19,$0.17
powergrid-india,$0.22,$0.23,$0.23,$0.18,$0.18,,,,,,,,,,,,,,,,,,
ferrovial,$4.76,$1.85,-$0.66,$0.40,-$0.71,$0.71,$0.57,$1.09,$0.71,$1.33,$1.03,$1.85,$3.04,,,,,,,,,,
great-wall-motors,$0.11,$0.13,$0.11,$0.08768,$0.07098,$0.08627,$0.08293,$0.17,$0.14,$0.20,$0.15,$0.09917,$0.06329,,,,,,,,,,
splunk,-$0.13,-$4.28,-$8.23,-$4.99,-$2.08,-$1.69,-$2.23,-$2.72,-$2.05,-$1.64,-$0.51,-$0.83,-$0.58,,,,,,,,,,
canon,$1.92,$1.78,$1.83,$0.76,$1.07,$2.13,$1.99,$1.28,$1.67,$2.13,$2.02,$2.34,,,,,,,,,,,
roblox,-$1.88,-$1.55,-$1.09,-$0.48,,,,,,,,,,,,,,,,,,,
asm-international,$19.70,$8.86,$11.83,$6.76,$7.47,$3.49,$8.98,$2.43,$2.80,$2.83,$20.23,$0.18,$4.69,$2.73,-$2.91,$0.56,$1.59,$0.82,-$0.91,$0.61,-$0.78,-$0.66,$0.07638
sandvik,$1.09,$0.91,$1.31,$0.78,$0.73,$1.15,$1.26,$0.51,$0.22,$0.68,$0.61,$0.97,$0.72,$0.79,-$0.29,,,,,,,,
ping-an-bank,$0.36,$0.32,$0.27,$0.20,$0.22,$0.21,$0.19,$0.20,$0.21,$0.19,$0.18,$0.15,$0.14,$0.10,$0.08587,$0.009976,$0.04676,$0.02394,$0.005438,$0.005095,$0.007349,$0.005404,
cbre-group,$1.91,$4.34,$5.48,$2.24,$3.82,$3.13,$2.10,$1.70,$1.65,$1.47,$0.96,$0.97,$0.75,$0.63,$0.11,-$4.81,$1.71,$1.40,$0.99,$0.32,-$0.19,$0.15,
willis-wowers-watson,$9.49,$9.14,$33.30,$7.69,$8.05,$5.31,$4.20,$2.30,$5.49,$5.35,$5.56,-$6.85,$3.36,$7.13,$6.94,$5.43,$7.42,$7.58,$4.69,$6.81,$6.38,$3.76,$0.24
west-pharma,$7.51,$7.87,$8.92,$4.69,$3.27,$2.80,$2.05,$1.96,$1.33,$1.79,$1.62,$1.18,$1.12,$0.98,$1.10,$1.33,$1.08,$1.04,$0.74,$0.57,$0.74,$0.32,-$0.09250
dsm-firmenich,,,,,,,,,,,,,,,,,,,,,,,
snap,-$0.86,-$0.88,-$0.33,-$0.66,-$0.75,-$0.96,-$3.31,-$0.49,,,,,,,,,,,,,,,
telkom-indonesia,$1.34,$1.41,$1.73,$1.42,$1.36,$1.25,$1.67,$1.48,$1.15,$1.12,$1.38,$1.40,$1.28,$1.29,$1.14,$1.15,$1.48,$1.20,$0.81,$0.72,$0.71,$1.03,$0.55
keysight,$6.34,$6.23,$4.86,$3.35,$3.31,$0.87,$0.62,$1.97,$3.03,$2.35,$2.74,,,,,,,,,,,,
hubspot,-$4.14,-$2.35,-$1.67,-$1.91,-$1.27,-$1.66,-$1.08,-$1.30,-$1.38,-$1.75,,,,,,,,,,,,,
corning,$0.69,$1.57,$1.34,$0.54,$1.11,$1.24,-$0.72,$3.61,$1.01,$1.85,$1.34,$1.17,$1.80,$2.28,$1.29,$3.37,$1.37,$1.20,$0.40,-$1.58,-$0.23,-$1.39,-$5.91
naver,$3.56,$3.82,$89.85,$6.00,$3.45,$1.40,$4.75,$4.49,$3.07,$2.87,$10.49,$3.33,$2.64,$5.89,$4.61,$4.14,$4.23,,,,,,
formosa-petrochemical,$0.03351,$0.05533,$0.19,$0.03002,$0.13,$0.21,$0.28,$0.25,$0.16,$0.03334,$0.09656,$0.01069,$0.08094,$0.14,,,,,,,,,
quanta-computer,$0.29,$0.25,$0.31,$0.23,$0.13,$0.13,$0.12,$0.12,$0.14,$0.16,$0.16,$0.20,$0.20,$0.16,,,,,,,,,
mahindra-mahindra,$1.27,$1.11,$0.66,-$0.06809,$0.28,$0.76,$0.60,,,,,,,,,,,,,,,,
coloplast,$3.20,$2.93,$3.54,$3.11,$2.67,$2.82,$2.84,$2.24,$0.65,$1.93,$2.33,$1.79,$1.57,$1.06,$0.83,$0.60,$0.31,$0.48,$0.39,$0.31,$0.29,$0.48,
avalonbay-communities,$6.57,$8.12,$7.20,$5.89,$5.64,$7.05,$6.37,$7.53,$5.54,$5.22,$2.78,$4.33,$4.89,$2.10,$1.93,$5.22,$4.45,$3.48,$4.13,$2.95,$3.80,$2.27,$3.07
ansys,$5.56,$6.01,$5.22,$5.05,$5.35,$4.99,$3.05,$3.04,$2.82,$2.76,$2.64,$2.20,$1.95,$1.69,$1.33,$1.35,$1.07,$0.21,$0.69,$0.56,$0.36,$0.32,$0.24
kbc,$8.62,$7.24,$7.16,$3.96,$6.54,$7.02,$6.89,$6.26,$4.23,$3.31,$1.32,-$2.47,-$4.17,$3.80,-$9.22,,,,,,,,
natwest-group,$1.16,$0.83,$0.75,-$0.17,$0.73,$0.39,$0.17,-$1.64,-$0.53,-$0.97,-$2.84,-$1.90,-$1.10,-$0.18,-$2.29,-$45.78,,,,,,,
adani-power,$0.61,$0.27,-$0.06582,-$0.06292,-$0.02397,-$0.09191,-$0.27,-$0.004195,$0.01552,$0.06591,-$0.21,-$0.16,,,,,,,,,,,
telefonica,$0.29,$0.33,$1.59,$0.29,$0.20,$0.70,$0.64,$0.46,$0.46,$0.77,$1.33,$1.08,$1.63,$2.99,$2.43,$2.42,$2.62,$1.57,$1.09,$0.84,$0.49,-$1.12,$0.44
zimmer-biomet,$2.41,$1.10,$1.93,-$0.68,$5.51,-$1.86,$9.10,$1.49,$0.91,$4.24,$4.49,$4.31,$4.04,$2.98,$3.33,$3.73,$3.28,$3.43,$2.96,$2.22,$1.66,$1.32,
jsw-steel,$0.47,$0.20,$1.21,$0.22,$0.32,$0.55,$0.27,$0.18,$0.004075,$0.15,$0.01922,$0.12,,,,,,,,,,,
michelin,$3.01,$2.92,$1.08,$2.71,$2.66,$2.82,$2.42,$1.72,$1.68,$2.10,$2.71,$2.64,$2.33,$0.25,$0.84,$1.88,$1.26,$1.75,$1.46,$0.68,$1.12,,
vodafone,N/A,$4.97,-$12.41,$2.86,-$3.06,-$5.16,-$4.78,-$10.46,,,,,,,,,,,,,,,
maersk,$986.00,"$1,600",$941.00,$145.00,-$4.00,$152.00,-$58.00,-$93.00,$37.00,$230.00,$158.00,$175.96,$121.44,$216.24,-$64.47,$154.12,$169.26,$133.83,$154.92,$249.32,$142.00,$118.63,
central-japan-railway,$7.12,$3.71,-$3.72,-$2.10,$16.20,$15.35,$13.91,$13.23,$9.54,$9.43,$9.67,$8.89,$6.21,$1.06,$0.80,,,,,,,,
toyota-industries,$4.83,$4.47,$5.45,$3.88,$4.61,$4.33,$4.69,$3.98,$4.91,$3.42,$2.83,$2.32,$1.94,$0.19,-$1.55,,,,,,,,
biontech,$18.75,$41.40,$48.95,$0.15,-$0.88,,,,,,,,,,,,,,,,,,
enbw-energie,$8.55,$1.48,$2.62,$3.05,$1.48,$8.63,-$7.03,$0.61,-$2.48,$0.18,$2.60,-$4.89,$6.34,$1.87,,,,,,,,,
fortive,$2.34,$2.11,$1.63,$4.56,$1.99,$8.50,$3.01,$2.53,$2.50,,,,,,,,,,,,,,
terumo,$0.87,$0.87,$1.07,$0.96,$1.11,$0.89,$1.26,$0.50,$0.53,$0.36,$0.79,$0.43,$0.45,$0.55,$0.55,,,,,,,,
airports-of-thailand,$0.007926,-$0.01324,-$0.03695,-$0.01510,$0.05920,$0.05528,$0.04615,$0.03948,$0.03920,$0.02659,$0.03826,$0.01998,$0.005813,$0.004851,$0.006425,,,,,,,,
cgi,$4.98,$4.75,$4.49,$3.36,$3.48,$3.16,$2.78,$2.78,$2.41,$2.63,$1.94,$0.15,$1.61,$1.32,$1.03,$0.88,$0.78,$0.35,$0.42,$0.38,$0.33,$0.28,$0.12
schindler-group,$7.70,$6.00,$8.30,$7.29,$8.18,$8.98,$7.92,$7.26,$6.52,$8.31,$4.09,$6.54,$5.20,$5.66,$4.91,,,,,,,,
resmed,$6.16,$5.52,$3.58,$4.83,$3.17,$3.15,$2.02,$2.30,$2.49,$2.50,$2.28,$2.03,$2.26,$1.42,$1.15,$0.80,$0.40,$0.69,$0.51,$0.46,$0.39,$0.30,$0.12
rogers-communication,$1.81,$2.53,$2.43,$2.35,$3.03,$3.04,$2.81,$1.25,$2.05,$2.36,$3.11,$3.27,$2.88,$2.53,$2.13,$1.54,$0.97,$0.88,-$0.07173,-$0.11,$0.13,$0.38,-$0.98
mettler-toledo,$40.10,$38.85,$33.29,$25.28,$22.88,$20.36,$14.62,$14.54,$12.77,$11.76,$10.23,$9.40,$8.46,$6.98,$5.12,$5.93,$4.83,$3.94,$2.57,$2.45,$2.14,$2.27,$1.79
fujifilm,$4.21,$3.91,$4.73,$3.12,$3.53,$2.48,$3.60,$2.24,$1.92,$2.09,$1.84,$1.22,$0.76,$0.73,-$0.54,$0.88,$1.18,$0.41,$1.21,$1.54,$1.09,$1.33,$1.15
garmin,$5.44,$5.06,$5.64,$5.18,$5.02,$3.69,$3.76,$2.70,$2.40,$1.89,$3.13,$2.78,$2.67,$3.00,$3.51,$3.51,$3.95,$2.18,$1.09,$0.87,$0.73,$0.60,$0.52
ulta-beauty,$25.07,$22.88,$15.73,$3.99,$11.92,$10.80,$7.86,$5.99,$4.67,$3.74,$3.09,$2.46,$1.71,$1.04,$0.55,$0.47,$0.75,$0.86,,,,,
pinterest,-$0.32,-$0.15,$0.50,-$0.24,-$2.99,-$0.16,,,,,,,,,,,,,,,,,
nbc-bank,$6.98,$7.48,$7.17,$4.27,$4.83,$4.69,$4.19,$2.50,$3.59,$3.95,$4.25,$4.73,$3.59,$2.91,$2.21,$2.29,$1.35,$2.32,$2.04,$1.56,$1.24,$0.80,$1.00
z-holdings,$0.19,$0.19,$0.07834,$0.15,$0.16,$0.16,$0.21,$0.20,$0.27,$0.22,$0.23,$0.23,$0.21,$0.18,$0.14,,,,,,,,
evolution-gaming,$5.10,$4.16,$3.29,$1.82,$0.93,$0.54,$0.40,$0.19,$0.12,$0.08934,,,,,,,,,,,,,
china-tourism-group-duty-free,$0.34,$0.38,$0.76,$0.47,$0.35,$0.24,$0.19,$0.17,$0.12,$0.12,$0.11,$0.09089,$0.06110,$0.03495,$0.03209,,,,,,,,
cez-group,$5.67,$6.72,$0.84,$0.48,$1.19,$0.86,$1.65,$1.04,$1.57,$1.84,$3.39,$4.09,$3.86,$4.67,$5.27,$4.54,$3.04,$1.79,$1.22,,,,
the-hartford,$7.41,$5.55,$6.76,$4.78,$5.73,$2.62,-$8.39,$0.74,$4.04,$1.84,$0.11,-$0.18,$0.31,$2.51,-$3.03,-$9.24,$9.32,$8.91,$7.64,$7.24,-$0.66,$4.01,$2.15
yanghe,$0.98,$0.94,$0.77,$0.71,$0.72,$0.82,$0.65,$0.59,$0.57,$0.48,$0.54,$0.65,$0.41,$0.22,$0.13,,,,,,,,
china-resources-land,,,,,,,,,,,,,,,,,,,,,,,
galaxy-entertainment,-$0.10,$0.03911,-$0.12,$0.39,$0.40,$0.31,$0.19,$0.13,$0.31,$0.31,$0.23,$0.09374,$0.02930,$0.03766,-$0.37,-$0.01770,-$0.05981,$0.14,$0.005662,,,,
carnival-cruise-line,-$1.29,-$5.19,-$8.44,-$13.07,$4.33,$4.46,$3.60,$3.76,$2.26,$1.60,$1.39,$1.67,$2.42,$2.50,$2.27,$2.97,$3.04,$2.86,$2.79,$2.30,$1.55,$1.71,$1.57
yili-group,$0.22,$0.22,$0.22,$0.17,$0.17,$0.16,$0.15,$0.14,$0.12,$0.11,$0.08672,$0.05722,$0.05880,$0.02435,$0.01979,-$0.05141,-$0.001003,$0.005696,$0.01272,$0.01027,$0.008567,$0.007098,
associated-british-foods,$0.99,$0.81,$0.77,$1.35,$1.66,$1.96,$1.34,$1.04,$1.60,$1.16,$1.11,$1.12,$1.07,$0.74,$0.81,$0.94,$0.73,$0.87,$0.78,$0.71,$0.51,$0.38,
vonovia,-$8.45,-$0.72,$5.81,$5.47,$1.93,$4.15,$4.72,$4.14,$1.96,$1.31,$1.98,$0.73,,,,,,,,,,,
komatsu,$2.68,$2.39,$1.84,$0.85,$2.01,$2.16,$1.89,$0.99,$1.24,$1.57,$1.60,$1.66,$2.33,$1.40,-$0.14,,,,,,,,
china-securities,$0.14,$0.13,$0.19,$0.17,$0.09675,$0.05624,$0.07587,,,,,,,,,,,,,,,,
panasonic,$1.28,$0.72,$0.88,$0.73,$1.13,$0.81,$0.58,$0.82,$0.71,$0.03186,$3.38,-$5.78,-$2.10,$0.20,-$2.22,$0.56,$0.99,$0.90,$0.31,$0.35,-$0.03431,-$0.57,-$1.03
