Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
essential-utilities,$9.83 B,$12.51 B,$13.56 B,$11.59 B,$10.36 B,$6.08 B,$6.97 B,$5.32 B,$5.26 B,$4.71 B,$4.16 B,$3.56 B,$3.05 B,$3.09 B,$2.38 B,$2.78 B,$2.82 B,$3.01 B,$3.52 B,$2.35 B,$2.07 B,$1.39 B,$1.59 B
siam-cement,$9.98 B,$11.82 B,$13.89 B,$15.16 B,$15.69 B,$16.08 B,$17.77 B,$16.58 B,$15.26 B,$16.36 B,$14.62 B,$17.66 B,$11.83 B,$13.69 B,$8.56 B,$3.62 B,$9.26 B,$8.05 B,$7.15 B,$7.56 B,,,
multiply-group,$9.91 B,,,,,,,,,,,,,,,,,,,,,,
abu-dhabi-islamic-bank-adib,$9.91 B,,,,,,,,,,,,,,,,,,,,,,
chesapeake-energy,$9.83 B,$12.64 B,$7.55 B,$1.60 B,$2.98 B,$14.69 B,,,,,,,,,,,,,,,,,
west-japan-railway,$9.90 B,$10.44 B,$10.19 B,$10.01 B,$16.59 B,$13.53 B,$14.11 B,$11.94 B,$13.49 B,$9.25 B,$8.21 B,$7.59 B,$8.61 B,$7.21 B,$6.50 B,$8.94 B,$9.93 B,$8.55 B,$8.33 B,$8.07 B,$7.83 B,$7.09 B,$8.90 B
nitto-denko,$9.90 B,$8.46 B,$11.43 B,$13.24 B,$8.90 B,$7.87 B,$14.39 B,$12.51 B,$12.21 B,$9.35 B,$6.96 B,$8.07 B,$5.82 B,$7.82 B,$5.95 B,$3.10 B,$8.75 B,$8.70 B,,,,,
marketaxess,$9.91 B,$10.49 B,$15.63 B,$21.66 B,$14.38 B,$7.95 B,$7.58 B,$5.51 B,$4.17 B,$2.67 B,$2.69 B,$1.41 B,$1.14 B,$0.70 B,$0.47 B,$0.27 B,$0.42 B,$0.43 B,$0.33 B,$0.39 B,,,
raiadrogasil,$9.81 B,$7.44 B,$7.18 B,$7.95 B,$9.16 B,$4.85 B,$9.14 B,$6.19 B,$2.95 B,$3.14 B,$2.06 B,$3.72 B,$1.22 B,$1.52 B,$0.98 B,$0.27 B,$0.50 B,$0.11 B,$18.57 M,$9.55 M,,,
m3,$9.88 B,$18.16 B,$34.17 B,$64.12 B,$20.59 B,$8.65 B,$11.37 B,$8.19 B,$6.77 B,$5.47 B,$3.99 B,$2.54 B,$2.36 B,$1.31 B,$0.79 B,$0.86 B,$0.83 B,$0.82 B,,,,,
telia-company,$9.88 B,$10.08 B,$16.00 B,$16.96 B,$17.71 B,$19.77 B,$19.19 B,$17.53 B,$21.72 B,$28.15 B,$36.16 B,$29.34 B,$28.93 B,$35.47 B,$32.89 B,$22.30 B,$42.06 B,$36.86 B,$25.15 B,$28.01 B,,,
credicorp,$9.91 B,$10.78 B,$9.70 B,$13.03 B,$16.99 B,$17.62 B,$16.54 B,$12.59 B,$7.76 B,$12.73 B,$10.55 B,$11.63 B,$8.73 B,$9.44 B,$6.12 B,$4.71 B,$7.20 B,$3.86 B,$2.15 B,$1.49 B,$1.26 B,$0.74 B,$0.69 B
novatek-microelectronics,$9.83 B,$6.23 B,$11.85 B,$7.99 B,$4.43 B,$2.82 B,$2.31 B,$2.00 B,$2.45 B,$3.53 B,$2.47 B,$2.45 B,$1.50 B,$1.93 B,$1.99 B,$0.49 B,$2.07 B,$2.35 B,,,,,
advanced-drainage-systems,$9.83 B,$6.79 B,$9.69 B,$5.89 B,$2.67 B,$1.38 B,$1.33 B,$1.13 B,$1.30 B,$1.22 B,,,,,,,,,,,,,
sk-innovation,$9.92 B,$10.31 B,$16.74 B,$14.77 B,$11.56 B,$14.31 B,$12.37 B,$6.71 B,$5.54 B,$4.33 B,$5.74 B,$4.42 B,$3.72 B,$5.21 B,$3.58 B,$2.27 B,$7.19 B,,,,,,
allegion,$9.68 B,$9.24 B,$11.87 B,$10.71 B,$11.54 B,$7.54 B,$7.56 B,$6.14 B,$6.32 B,$5.31 B,$4.24 B,,,,,,,,,,,,
ford-otosan,$9.82 B,$9.83 B,,,,,,,,,,,,,,,,,,,,,
wpp,$9.75 B,$10.52 B,$17.43 B,$13.35 B,$17.58 B,$13.55 B,$22.88 B,$28.57 B,$29.98 B,$27.59 B,$30.66 B,$18.15 B,$13.16 B,$15.64 B,$12.19 B,$7.45 B,$15.29 B,$16.81 B,$13.53 B,$12.96 B,$11.70 B,$8.76 B,$12.39 B
polycab-india,$9.81 B,$4.64 B,$4.94 B,$2.11 B,$2.06 B,,,,,,,,,,,,,,,,,,
wharf-reic,$9.81 B,$17.72 B,$15.41 B,$15.80 B,$18.53 B,$18.16 B,$20.19 B,,,,,,,,,,,,,,,,
huntington-ingalls-industries,$9.80 B,$9.20 B,$7.48 B,$6.90 B,$10.23 B,$7.97 B,$10.66 B,$8.54 B,$5.94 B,$5.43 B,$4.38 B,$2.14 B,$1.52 B,,,,,,,,,,
suntory,$9.77 B,$10.39 B,$11.17 B,$10.93 B,$12.89 B,$13.89 B,$13.71 B,$12.90 B,$13.64 B,$10.78 B,$9.87 B,,,,,,,,,,,,
sonic-healthcare,$9.73 B,$9.79 B,$16.21 B,$11.81 B,$9.56 B,$7.11 B,$7.46 B,$6.44 B,$5.38 B,$6.07 B,$5.92 B,$5.48 B,$4.46 B,$4.57 B,$5.36 B,$3.94 B,$4.87 B,$3.46 B,$3.33 B,$2.17 B,$1.23 B,$1.11 B,$1.34 B
empresas-copec,$9.80 B,$9.61 B,$10.05 B,$13.18 B,$11.98 B,$15.60 B,$20.55 B,$12.74 B,$11.16 B,$14.70 B,$17.40 B,$18.41 B,$17.43 B,$25.26 B,$19.81 B,$10.01 B,$23.49 B,$16.65 B,,,,,
volvo-car,$9.79 B,$13.58 B,$25.36 B,,,,,,,,,,,,,,,,,,,,
tokyo-gas,$9.76 B,$8.37 B,$7.87 B,$10.19 B,$10.74 B,$11.35 B,$10.43 B,$10.44 B,$11.32 B,$13.32 B,$12.39 B,$11.81 B,$12.20 B,$11.83 B,$10.77 B,,,,,,,,
wiwynn,$9.73 B,$4.52 B,$7.04 B,$4.38 B,$3.68 B,$1.37 B,$0.48 B,,,,,,,,,,,,,,,,
asahi-kasei,$9.74 B,$9.76 B,$13.03 B,$14.18 B,$15.63 B,$14.29 B,$17.98 B,$12.24 B,$9.54 B,$12.93 B,$10.97 B,$8.24 B,$8.35 B,$9.09 B,$6.98 B,$6.03 B,$9.34 B,$9.44 B,$9.75 B,$7.21 B,$7.81 B,$3.57 B,$5.03 B
largan-precision,$9.72 B,$8.89 B,$11.89 B,$15.26 B,$22.30 B,$14.11 B,$18.08 B,$15.75 B,$9.51 B,$10.47 B,$5.43 B,$3.59 B,$2.50 B,$3.34 B,$1.76 B,$0.79 B,$1.60 B,$2.21 B,,,,,
nemetschek,$9.80 B,$5.92 B,$14.75 B,$8.58 B,$7.60 B,$4.21 B,$3.44 B,$2.24 B,$1.93 B,$0.97 B,$0.66 B,$0.42 B,$0.31 B,$0.40 B,$0.21 B,$0.14 B,$0.30 B,$0.27 B,$0.16 B,$0.12 B,$69.67 M,,
swire-pacific,$9.74 B,$11.49 B,$8.07 B,$7.82 B,$12.87 B,$14.53 B,$13.01 B,$13.79 B,$16.30 B,$18.92 B,$17.37 B,$18.08 B,$17.95 B,$23.72 B,$17.60 B,$10.23 B,$20.60 B,$42.45 B,,,,,
davita,$9.82 B,$6.72 B,$11.59 B,$13.14 B,$9.44 B,$8.56 B,$13.24 B,$12.67 B,$14.62 B,$16.33 B,$13.50 B,$11.66 B,$7.08 B,$6.67 B,$6.05 B,$5.14 B,$6.03 B,$5.95 B,$5.16 B,$3.89 B,$2.51 B,$1.50 B,$2.07 B
bank-of-ireland-group,$9.91 B,$10.15 B,$6.07 B,$4.35 B,,,,,,,,,,,,,,,,,,,
hella,$9.84 B,$9.09 B,$7.80 B,$7.22 B,$6.14 B,$4.42 B,$6.84 B,$4.21 B,$4.68 B,$4.72 B,,,,,,,,,,,,,
east-west-bancorp,$9.67 B,$9.28 B,$11.16 B,$7.17 B,$7.09 B,$6.31 B,$8.79 B,$7.32 B,$5.98 B,$5.55 B,$4.81 B,$3.01 B,$2.94 B,$2.90 B,$1.73 B,$1.01 B,$1.52 B,$2.17 B,$2.06 B,$2.20 B,$1.31 B,$0.86 B,$0.60 B
indian-overseas-bank,$9.68 B,$7.33 B,$5.18 B,$2.40 B,$1.98 B,$1.33 B,$0.99 B,$0.64 B,$0.57 B,$1.21 B,$0.96 B,$1.24 B,$0.85 B,$1.78 B,$1.29 B,$0.81 B,$2.48 B,$1.38 B,,,,,
lg-corp,$9.66 B,$9.70 B,$10.85 B,$14.09 B,$11.00 B,$10.79 B,$14.67 B,$8.58 B,$10.38 B,$9.63 B,$10.46 B,$10.83 B,$9.16 B,$13.35 B,$10.84 B,$5.91 B,$13.35 B,,,,,,
sci,$9.64 B,$10.63 B,$11.70 B,$8.48 B,$8.33 B,$7.30 B,$6.99 B,$5.40 B,$5.09 B,$4.65 B,$3.84 B,$2.91 B,$2.42 B,$1.98 B,$2.08 B,$1.23 B,$3.69 B,$3.00 B,$2.41 B,$2.40 B,$1.62 B,$0.98 B,$1.45 B
american-financial-group,$9.70 B,$11.68 B,$11.64 B,$7.60 B,$9.90 B,$8.08 B,$9.56 B,$7.65 B,$6.30 B,$5.32 B,$5.13 B,$3.51 B,$3.64 B,$3.39 B,$2.82 B,$2.64 B,$3.27 B,$4.28 B,$2.99 B,$2.39 B,$1.93 B,$1.59 B,$1.68 B
unibail-rodamco-westfield,$9.48 B,$7.20 B,$9.67 B,$10.99 B,$21.80 B,$21.42 B,$25.03 B,$23.80 B,$25.29 B,$25.38 B,$25.01 B,$22.83 B,$16.52 B,$18.06 B,$20.09 B,$12.12 B,$17.89 B,$11.26 B,$6.08 B,$7.12 B,,,
docusign,$10.10 B,$11.14 B,$30.13 B,$41.47 B,$13.29 B,$6.62 B,,,,,,,,,,,,,,,,,
bank-pekao,$9.66 B,$5.15 B,$7.89 B,$4.30 B,$6.94 B,$7.61 B,$9.71 B,$7.92 B,$9.67 B,$13.34 B,$15.70 B,$14.29 B,$10.88 B,$15.78 B,$14.86 B,$11.17 B,$24.14 B,$13.04 B,$8.95 B,,,,
etsy,$9.58 B,$15.05 B,$27.75 B,$22.43 B,$5.24 B,$5.69 B,$2.48 B,$1.36 B,$0.92 B,,,,,,,,,,,,,,
advantech,$9.59 B,$8.36 B,$11.06 B,$9.62 B,$7.03 B,$4.81 B,$4.92 B,$4.98 B,$4.17 B,$4.82 B,$3.91 B,$2.38 B,$1.52 B,$1.42 B,$1.15 B,$0.73 B,$1.12 B,$1.66 B,,,,,
hua-nan-financial-holdings,$9.59 B,$9.95 B,$10.11 B,$8.35 B,$8.90 B,$6.61 B,$6.20 B,$5.29 B,$4.72 B,$5.39 B,$5.25 B,$4.99 B,$3.84 B,$5.53 B,$3.95 B,$3.41 B,$3.92 B,$4.42 B,$4.06 B,,,,
bruker,$9.40 B,$10.05 B,$12.72 B,$8.28 B,$7.85 B,$4.66 B,$5.33 B,$3.39 B,$4.01 B,$3.30 B,$3.31 B,$2.53 B,$2.05 B,$2.74 B,$1.98 B,$0.66 B,$1.40 B,$0.77 B,$0.43 B,$0.36 B,$0.39 B,$0.26 B,$0.89 B
apollo-hospitals,$9.58 B,$7.78 B,$9.68 B,$4.58 B,$2.81 B,$2.50 B,$2.61 B,$2.41 B,$3.07 B,$2.47 B,$2.13 B,$1.93 B,$1.32 B,$1.25 B,$0.85 B,$0.55 B,$0.69 B,$0.49 B,,,,,
siemens-energy,$9.66 B,$13.53 B,$18.31 B,$14.88 B,,,,,,,,,,,,,,,,,,,
globant,$9.64 B,$7.02 B,$12.99 B,$8.60 B,$3.91 B,$2.02 B,$1.63 B,$1.15 B,$1.28 B,$0.52 B,,,,,,,,,,,,,
sunny-optical,$9.57 B,$13.06 B,$34.68 B,$23.88 B,$18.99 B,$9.74 B,$14.01 B,$4.80 B,$2.52 B,$1.89 B,$1.06 B,$0.65 B,$0.24 B,$0.28 B,$0.14 B,$64.7 M,$0.38 B,,,,,,
cubesmart,$9.54 B,$9.09 B,$12.45 B,$6.56 B,$6.09 B,$5.36 B,$5.23 B,$4.81 B,$5.34 B,$3.61 B,$2.22 B,$1.92 B,$1.30 B,$0.93 B,$0.67 B,$0.25 B,$0.52 B,$1.17 B,$1.20 B,$0.64 B,,,
sabesp,$9.46 B,$7.30 B,$4.92 B,$5.84 B,$10.28 B,$5.55 B,$7.08 B,$6.04 B,$3.26 B,$4.36 B,$7.64 B,$9.64 B,$6.35 B,$5.73 B,$4.37 B,$2.73 B,$5.35 B,$3.85 B,$1.92 B,$1.70 B,$1.58 B,$0.73 B,
scentre-group,$9.52 B,$10.16 B,$59.45 B,$55.47 B,$14.02 B,$14.57 B,$17.34 B,$17.83 B,$16.21 B,$15.21 B,$7.89 B,$9.55 B,$7.71 B,$7.97 B,,,,,,,,,
northern-star,$9.52 B,$8.59 B,$7.94 B,$7.22 B,$5.81 B,$4.16 B,$2.85 B,$1.57 B,$1.21 B,$0.72 B,$0.30 B,$0.54 B,$0.28 B,$0.11 B,$4.57 M,$1.75 M,$9.12 M,$5.53 M,$5.12 M,$5.07 M,$7.6 M,,
united-utilities,$9.52 B,$8.19 B,$10.02 B,$8.31 B,$8.43 B,$6.37 B,$7.60 B,$7.54 B,$9.45 B,$9.72 B,$7.55 B,$7.42 B,$6.36 B,$6.22 B,$5.46 B,$6.25 B,,,,,,,
canara-bank,$9.54 B,$7.30 B,$4.87 B,$2.90 B,$3.19 B,$2.88 B,$3.36 B,$2.10 B,$1.67 B,$3.26 B,$2.02 B,$4.00 B,$2.81 B,$6.04 B,$3.43 B,$1.17 B,$2.53 B,,,,,,
aisin-seiki,$9.55 B,$7.11 B,$10.32 B,$8.08 B,$10.07 B,$9.33 B,$15.30 B,$12.35 B,$12.29 B,$10.28 B,$11.46 B,$8.73 B,$7.95 B,$9.92 B,$8.02 B,$3.88 B,$11.89 B,$9.86 B,,,,,
etihad-etisalat,$9.53 B,$7.12 B,$6.39 B,$5.88 B,$5.13 B,$3.40 B,$3.03 B,$4.93 B,$5.80 B,$9.07 B,$17.57 B,$14.19 B,$9.80 B,,,,,,,,,,
xpo-logistics,$9.51 B,$3.83 B,$8.88 B,$10.89 B,$7.33 B,$6.61 B,$10.98 B,$4.78 B,$2.98 B,$3.16 B,$0.80 B,$0.31 B,$0.10 B,$83.21 M,$41 M,$36.84 M,$32.99 M,$33.44 M,$17.87 M,$40.09 M,$18.86 M,$7.15 M,
hf-sinclair,$9.46 B,$10.41 B,$5.34 B,$4.19 B,$8.20 B,$8.79 B,$9.07 B,$5.78 B,$7.18 B,$7.34 B,$9.87 B,$9.47 B,$4.89 B,$2.17 B,$1.36 B,$0.90 B,$2.67 B,$2.84 B,$1.72 B,$0.87 B,$0.42 B,$0.33 B,$0.29 B
insurance-australia-group,$9.47 B,$7.90 B,$7.61 B,$8.90 B,$12.39 B,$11.39 B,$13.35 B,$10.25 B,$9.84 B,$11.97 B,$11.92 B,$10.13 B,$6.28 B,$8.19 B,$8.06 B,$5.18 B,$6.67 B,$7.98 B,$6.63 B,$6.76 B,$4.70 B,$2.98 B,$2.87 B
qiagen,$9.53 B,$11.35 B,$12.63 B,$12.08 B,$7.69 B,$7.76 B,$7.00 B,$6.56 B,$6.44 B,$5.44 B,$5.56 B,$4.25 B,$3.23 B,$4.55 B,$5.18 B,$3.47 B,$4.11 B,$2.27 B,$1.74 B,$1.60 B,$1.74 B,$0.75 B,$2.66 B
phosagro,$9.40 B,$16.06 B,$10.18 B,$5.45 B,$5.03 B,$4.72 B,$5.62 B,$5.57 B,$4.98 B,$3.78 B,$3.76 B,$5.09 B,$3.19 B,,,,,,,,,,
daiwa-securities,$9.49 B,$6.33 B,$8.35 B,$6.92 B,$7.71 B,$7.97 B,$10.34 B,$10.48 B,$10.56 B,$13.50 B,$16.99 B,$9.33 B,$5.18 B,$8.96 B,$8.75 B,$8.15 B,$12.78 B,$14.95 B,$15.09 B,$9.61 B,$9.03 B,$5.91 B,$6.96 B
samsung-life-insurance,$9.46 B,$10.05 B,$9.67 B,$13.07 B,$11.56 B,$13.12 B,$20.90 B,$16.76 B,$17.26 B,$20.11 B,$18.84 B,$17.62 B,$13.84 B,$18.18 B,,,,,,,,,
korea-electric-power,$9.42 B,$11.09 B,$11.92 B,$16.09 B,$15.40 B,$19.00 B,$22.85 B,$23.41 B,$27.23 B,$24.96 B,$21.11 B,$18.04 B,$14.15 B,$17.15 B,$18.77 B,$14.89 B,$26.75 B,$29.14 B,$24.97 B,$16.96 B,$13.30 B,$10.88 B,$11.71 B
accton-technology,$9.44 B,$4.26 B,$5.24 B,$6.27 B,,,,,,,,,,,,,,,,,,,
siam-commercial-bank,$9.51 B,$10.37 B,$0.33 B,$0.26 B,$0.39 B,$0.37 B,$0.39 B,$0.37 B,$0.28 B,$0.46 B,$0.32 B,$0.50 B,$0.30 B,$0.28 B,$0.18 B,$95.51 M,$0.19 B,$0.11 B,$84.19 M,$79.5 M,,,
sumitomo-denki-kogyo,$9.46 B,$8.77 B,$10.16 B,$10.33 B,$11.83 B,$10.33 B,$13.16 B,$11.50 B,$11.35 B,$10.04 B,$13.25 B,$9.11 B,$8.55 B,$10.98 B,$9.81 B,$5.93 B,$12.08 B,$11.86 B,$11.50 B,$8.15 B,$6.68 B,,
capitaland-mall-trust,$9.42 B,$10.05 B,$9.97 B,$10.66 B,$6.73 B,$6.09 B,$5.64 B,$4.61 B,$4.83 B,$5.34 B,$5.20 B,$6.02 B,$4.16 B,$4.81 B,$4.07 B,$1.85 B,$3.99 B,,,,,,
kakaobank,$9.43 B,$9.13 B,$23.55 B,,,,,,,,,,,,,,,,,,,,
wynn-resorts,$9.50 B,$9.34 B,$9.83 B,$12.17 B,$14.90 B,$10.60 B,$17.32 B,$8.80 B,$7.02 B,$15.09 B,$19.65 B,$11.34 B,$13.80 B,$12.93 B,$7.17 B,$4.39 B,$12.66 B,$9.56 B,$5.44 B,$6.62 B,$2.30 B,$1.03 B,
asus,$9.41 B,$6.48 B,$10.09 B,$6.62 B,$5.71 B,$4.89 B,$6.96 B,$6.09 B,$6.31 B,$8.39 B,$6.63 B,$8.46 B,$5.36 B,$5.88 B,$8.21 B,$4.75 B,$10.92 B,$8.80 B,$9.28 B,,,,
demant,$9.48 B,$6.38 B,$1.64 B,$1.28 B,$1.01 B,$0.93 B,$0.95 B,$0.62 B,$0.68 B,$0.56 B,$0.73 B,$0.65 B,$0.63 B,$0.58 B,$0.58 B,$0.32 B,$0.73 B,$0.66 B,$0.47 B,$0.41 B,$0.31 B,,
computershare,$9.37 B,$10.75 B,$8.75 B,$6.06 B,$6.35 B,$6.57 B,$6.94 B,$4.92 B,$4.64 B,$5.37 B,$5.64 B,$5.19 B,$4.51 B,$6.08 B,$5.71 B,$3.05 B,$4.79 B,$4.20 B,$3.11 B,$2.10 B,$1.19 B,$0.65 B,$1.92 B
yaskawa,$9.42 B,$8.25 B,$12.81 B,$13.00 B,$10.05 B,$6.46 B,$11.71 B,$4.16 B,$3.67 B,$3.26 B,$3.98 B,$2.40 B,$2.12 B,$2.37 B,$2.09 B,$0.98 B,$3.33 B,$2.68 B,,,,,
melrose-industries,$9.40 B,$6.60 B,$9.43 B,$11.79 B,$15.29 B,$10.10 B,$5.53 B,$4.58 B,$4.29 B,$4.45 B,$6.38 B,$4.57 B,$2.04 B,$2.38 B,$1.44 B,$0.63 B,$0.41 B,$0.45 B,$0.31 B,$14.81 M,$15.37 M,,
arab-national-bank,$9.40 B,$12.79 B,$9.14 B,$8.04 B,$10.96 B,$8.50 B,$6.60 B,$5.91 B,$6.27 B,$8.12 B,$6.98 B,$5.98 B,,,,,,,,,,,
caesars-entertainment,$9.53 B,$8.92 B,$19.99 B,$15.46 B,$9.27 B,$4.23 B,$8.65 B,$1.24 B,$1.14 B,$2.27 B,$2.94 B,$0.86 B,,,,,,,,,,,
permian-resources,$9.41 B,$5.24 B,$1.70 B,$0.41 B,$1.27 B,$2.91 B,$5.15 B,$3.96 B,,,,,,,,,,,,,,,
icici-prulife,$9.39 B,$7.85 B,$10.83 B,$9.78 B,$9.71 B,$6.65 B,$8.59 B,$6.37 B,,,,,,,,,,,,,,,
mankind-pharma,$9.38 B,,,,,,,,,,,,,,,,,,,,,,
dropbox,$9.31 B,$8.11 B,$9.38 B,$9.17 B,$7.46 B,$8.36 B,,,,,,,,,,,,,,,,,
henry-schein,$9.34 B,$10.82 B,$10.75 B,$9.54 B,$9.56 B,$11.88 B,$10.96 B,$12.21 B,$13.03 B,$11.43 B,$9.78 B,$7.06 B,$5.82 B,$5.64 B,$4.76 B,$3.27 B,$5.50 B,$4.39 B,$3.80 B,$3.01 B,$2.95 B,$1.97 B,$1.58 B
south32,$9.32 B,$12.44 B,$13.51 B,$9.12 B,$9.26 B,$11.92 B,$14.09 B,$10.59 B,$4.13 B,,,,,,,,,,,,,,
ascendas-reit,$9.32 B,$8.55 B,$9.16 B,$9.14 B,$7.95 B,$5.85 B,$5.95 B,$4.42 B,$4.03 B,$4.33 B,$4.17 B,$4.33 B,$2.93 B,$3.01 B,$2.66 B,$1.26 B,,,,,,,
banco-santander-chile,$9.31 B,$7.46 B,$7.55 B,$9.03 B,$11.05 B,$14.03 B,$14.80 B,$10.53 B,$8.44 B,$9.43 B,$10.90 B,$12.96 B,$13.28 B,$16.65 B,$11.41 B,$6.35 B,$9.24 B,$8.73 B,$8.08 B,$6.14 B,$4.31 B,$3.37 B,$2.11 B
mizrahi-tefahot,$9.31 B,$8.29 B,$9.87 B,$5.89 B,$6.24 B,$3.91 B,$4.34 B,$3.39 B,$2.76 B,$2.42 B,$3.00 B,$2.34 B,$1.77 B,$2.43 B,$2.08 B,$1.14 B,$1.72 B,$1.63 B,,,,,
deutsche-wohnen,$9.33 B,$8.42 B,$15.33 B,$18.47 B,$14.56 B,$16.33 B,$15.44 B,$10.64 B,$9.45 B,$7.00 B,$5.54 B,$2.70 B,$1.11 B,$1.14 B,$0.43 B,$0.35 B,$0.81 B,$1.27 B,,,,,
chailease-holding,$9.29 B,$11.16 B,$13.81 B,$8.26 B,$6.09 B,$4.08 B,$3.67 B,$1.94 B,$2.02 B,$2.81 B,$2.60 B,$2.07 B,$0.68 B,,,,,,,,,,
itt,$9.33 B,$6.70 B,$8.74 B,$6.65 B,$6.48 B,$4.22 B,$4.69 B,$3.40 B,$3.25 B,$3.68 B,$3.95 B,$2.16 B,$1.79 B,$9.58 B,$9.09 B,$8.35 B,$11.98 B,$10.39 B,$9.49 B,$7.79 B,$6.84 B,$5.57 B,$4.48 B
incannex-healthcare,$8.77 B,$0.17 B,$5.29 M,$2.67 M,$26.29 M,,,,,,,,,,,,,,,,,,
skechers,$9.30 B,$6.50 B,$6.76 B,$5.64 B,$6.62 B,$3.51 B,$5.89 B,$3.79 B,$4.64 B,$2.80 B,$1.67 B,$0.93 B,$0.60 B,$0.96 B,$1.37 B,$0.59 B,$0.89 B,$1.39 B,$0.61 B,$0.50 B,$0.30 B,$0.31 B,$0.53 B
far-eastone,$9.26 B,$6.97 B,$7.61 B,$7.10 B,$7.81 B,$8.14 B,$8.03 B,$7.32 B,$6.88 B,$7.75 B,$7.11 B,$8.32 B,$6.12 B,$4.74 B,$3.89 B,$3.69 B,$5.08 B,$4.39 B,$4.52 B,,,,
thai-beverage,$9.37 B,$12.39 B,$12.25 B,$14.00 B,$16.57 B,$11.20 B,$17.25 B,$14.75 B,$12.24 B,$13.10 B,$10.69 B,$8.10 B,$4.51 B,,,,,,,,,,
mitsubishi-chemical,$9.27 B,$7.27 B,$10.51 B,$8.59 B,$10.66 B,$10.71 B,$15.76 B,$9.54 B,$9.41 B,$7.25 B,$6.82 B,$7.30 B,$8.04 B,$9.27 B,$5.83 B,$6.53 B,$13.88 B,$11.38 B,$6.85 B,$6.62 B,$5.65 B,$4.34 B,$4.61 B
elbit-systems,$9.26 B,$7.27 B,$7.70 B,$5.80 B,$6.86 B,$4.86 B,$5.69 B,$4.35 B,$3.75 B,$2.60 B,$2.56 B,$1.67 B,$1.74 B,$2.26 B,$2.76 B,$1.95 B,$2.50 B,$1.35 B,$1.00 B,$1.07 B,$0.72 B,$0.62 B,$0.71 B
clean-harbors,$9.26 B,$6.17 B,$5.42 B,$4.20 B,$4.78 B,$2.75 B,$3.08 B,$3.19 B,$2.39 B,$2.83 B,$3.63 B,$3.32 B,$3.38 B,$2.21 B,$1.56 B,$1.50 B,$1.05 B,$0.95 B,$0.55 B,$0.21 B,$0.12 B,$0.19 B,$38.7 M
ipsen,$9.27 B,$8.85 B,$7.52 B,$6.90 B,$7.34 B,$10.72 B,$9.80 B,$5.96 B,$5.47 B,$4.29 B,$3.93 B,$2.50 B,$2.60 B,$2.52 B,$4.60 B,$3.28 B,$5.05 B,$3.90 B,$2.37 B,,,,
fortune-brands-innovations,$9.25 B,$7.31 B,$14.43 B,$11.88 B,$9.11 B,$5.33 B,$10.38 B,$8.24 B,$8.87 B,$7.15 B,$7.61 B,$4.78 B,$2.64 B,,,,,,,,,,
china-resources-power-holdings,$9.22 B,$9.84 B,$16.10 B,$5.18 B,,,,,,,,,,,,,,,,,,,
microstrategy,$9.37 B,$1.63 B,$6.14 B,$3.60 B,$1.44 B,$1.35 B,$1.50 B,$2.25 B,$2.04 B,$1.83 B,$1.40 B,$1.05 B,$1.16 B,$0.90 B,$1.12 B,$0.44 B,$1.13 B,$1.44 B,$1.14 B,$0.97 B,$0.84 B,$0.20 B,$0.35 B
universal-health-services,$9.38 B,$10.06 B,$10.42 B,$11.68 B,$12.43 B,$10.64 B,$10.75 B,$10.31 B,$11.74 B,$10.98 B,$7.98 B,$4.71 B,$3.75 B,$4.23 B,$2.95 B,$1.90 B,$2.69 B,$2.98 B,$2.53 B,$2.56 B,$3.11 B,$2.73 B,$2.56 B
annaly-capital-management,$9.15 B,$9.86 B,$11.33 B,$11.81 B,$13.47 B,$12.90 B,$13.78 B,$10.15 B,$8.77 B,$10.24 B,$9.44 B,$13.29 B,$15.48 B,$11.31 B,$9.59 B,$8.63 B,$8.37 B,$2.85 B,$1.35 B,$2.37 B,$1.79 B,$1.59 B,$0.95 B
juniper-networks,$9.24 B,$10.37 B,$11.49 B,$7.42 B,$8.27 B,$9.32 B,$10.68 B,$10.74 B,$10.59 B,$9.28 B,$11.17 B,$10.00 B,$10.73 B,$19.39 B,$13.85 B,$9.24 B,$17.35 B,$10.78 B,$12.67 B,$14.69 B,$7.29 B,$2.54 B,$6.23 B
shriram-transport-finance,$9.15 B,$6.20 B,$4.42 B,$3.62 B,$3.72 B,$4.02 B,$5.24 B,$2.85 B,$2.93 B,$3.96 B,$2.47 B,$3.13 B,$1.79 B,$3.93 B,$2.13 B,$0.82 B,$1.90 B,$0.20 B,$0.16 B,,,,
duolingo,$9.02 B,$2.85 B,$3.97 B,,,,,,,,,,,,,,,,,,,,
nvent-electric,$9.19 B,$6.40 B,$6.39 B,$3.96 B,$4.32 B,$4.02 B,,,,,,,,,,,,,,,,,
d-ieteren-group,$9.22 B,$10.19 B,$10.36 B,$4.45 B,$3.77 B,$2.03 B,$2.43 B,$2.40 B,$2.04 B,$1.93 B,$2.72 B,$2.18 B,$2.40 B,$3.42 B,$2.21 B,$0.58 B,,,,,,,
sasa-polyester,$9.14 B,$13.30 B,,,,,,,,,,,,,,,,,,,,,
bkw-ag,$9.17 B,$7.21 B,$6.84 B,$5.93 B,,,,,,,,,,,,,,,,,,,
gitlab,$9.21 B,$6.80 B,$12.59 B,,,,,,,,,,,,,,,,,,,,
