Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
crh,$45.95 B,$29.63 B,$40.56 B,$32.71 B,$31.46 B,$21.42 B,$29.95 B,$28.95 B,$24.03 B,$17.80 B,$18.56 B,$14.79 B,$14.25 B,$14.94 B,$19.08 B,$13.85 B,$19.08 B,$23.06 B,$15.88 B,$14.26 B,$10.60 B,$6.39 B,$8.92 B
autozone,$45.40 B,$46.27 B,$43.25 B,$26.97 B,$28.10 B,$21.13 B,$19.45 B,$22.60 B,$22.41 B,$19.74 B,$16.11 B,$12.87 B,$12.79 B,$11.93 B,$7.82 B,$8.01 B,$7.57 B,$8.16 B,$7.03 B,$7.27 B,$7.43 B,$6.88 B,$7.66 B
copart,$45.50 B,$29.00 B,$35.96 B,$30.04 B,$21.13 B,$11.18 B,$9.99 B,$6.34 B,$4.57 B,$4.60 B,$4.60 B,$3.68 B,$3.11 B,$3.07 B,$3.08 B,$2.26 B,$3.78 B,$2.71 B,$2.08 B,$2.37 B,$1.47 B,$1.09 B,$2.19 B
newmont,$45.03 B,$37.46 B,$49.45 B,$48.11 B,$35.10 B,$18.46 B,$20.01 B,$18.08 B,$9.52 B,$9.42 B,$11.34 B,$22.83 B,$29.29 B,$29.89 B,$22.79 B,$17.96 B,$22.13 B,$18.81 B,$23.85 B,$19.71 B,$19.90 B,$11.66 B,$3.74 B
ambev,$45.48 B,$42.81 B,$43.54 B,$47.36 B,$72.97 B,$62.39 B,$100.86 B,$79.09 B,$70.67 B,$96.51 B,$114.60 B,$357.92 B,$256.16 B,$223.76 B,,,,,,,,,
sika,$45.02 B,$36.70 B,$58.98 B,$38.87 B,$26.61 B,$17.94 B,$16.99 B,$10.32 B,$7.86 B,$6.37 B,$7.66 B,$4.94 B,$4.04 B,$4.72 B,$3.28 B,$1.78 B,$4.05 B,$3.33 B,$1.78 B,$1.28 B,$0.91 B,,
marvell,$45.71 B,$31.60 B,$73.82 B,$31.93 B,$17.81 B,$10.64 B,$10.62 B,$7.04 B,$4.56 B,$7.41 B,$7.07 B,$3.88 B,$8.08 B,$12.06 B,$12.96 B,$4.09 B,$8.28 B,$11.27 B,$16.09 B,$9.71 B,$4.93 B,$2.26 B,$4.18 B
paychex,$44.79 B,$41.65 B,$49.24 B,$33.60 B,$30.48 B,$23.39 B,$24.45 B,$21.84 B,$19.09 B,$16.76 B,$16.58 B,$11.31 B,$10.91 B,$11.17 B,$11.07 B,$9.48 B,$13.17 B,$15.06 B,$14.47 B,$12.89 B,$14.04 B,$10.49 B,$13.13 B
keurig-dr-pepper,$44.90 B,$50.50 B,$52.26 B,$45.03 B,$40.72 B,$36.04 B,$17.52 B,$16.65 B,$17.50 B,$13.83 B,$9.64 B,$9.06 B,$8.46 B,$7.87 B,$7.19 B,$4.12 B,,,,,,,
foxconn,$44.76 B,$44.99 B,$52.12 B,$45.43 B,$41.85 B,$32.12 B,$55.33 B,$45.20 B,$39.49 B,$42.39 B,$35.04 B,$36.25 B,$29.29 B,$39.09 B,$40.67 B,$14.13 B,$38.02 B,$34.58 B,$22.85 B,,,,
energy-transfer-partners,$44.72 B,$36.66 B,$26.18 B,$16.67 B,$34.50 B,$34.60 B,$18.62 B,$20.21 B,$14.35 B,$30.91 B,$22.88 B,$12.73 B,$9.04 B,$8.71 B,$6.81 B,$3.61 B,$7.85 B,$6.83 B,,,,,
kraft-heinz,$44.43 B,$49.86 B,$43.94 B,$42.37 B,$39.23 B,$52.50 B,$94.74 B,$106.29 B,$88.29 B,,,,,,,,,,,,,,
compass-group,$44.63 B,$40.81 B,$39.75 B,$33.14 B,$39.35 B,$33.21 B,$34.04 B,$30.28 B,$28.63 B,$28.60 B,$28.67 B,$21.53 B,$17.90 B,$16.95 B,$13.38 B,$9.31 B,$11.57 B,$11.68 B,$8.17 B,$10.18 B,$14.70 B,$9.27 B,$14.38 B
denso,$44.39 B,$36.66 B,$63.36 B,$46.09 B,$35.34 B,$34.48 B,$46.71 B,$30.60 B,$38.53 B,$37.71 B,$42.07 B,$27.87 B,$22.06 B,$27.71 B,$24.11 B,$14.33 B,$36.26 B,$35.07 B,$30.49 B,$23.67 B,$17.36 B,$14.20 B,
hcl-technologies,$44.31 B,$34.08 B,$48.09 B,$35.10 B,$21.61 B,$18.70 B,$19.34 B,$17.18 B,$18.09 B,$17.69 B,$14.24 B,$7.83 B,$5.04 B,$6.91 B,$5.36 B,$1.59 B,$5.57 B,$4.71 B,$3.82 B,,,,
emirates-telecom-etisalat-group,$44.28 B,,,,,,,,,,,,,,,,,,,,,,
capital-one,$44.97 B,$35.48 B,$60.05 B,$45.21 B,$46.98 B,$35.35 B,$48.27 B,$42.07 B,$38.05 B,$45.68 B,$43.87 B,$33.72 B,$19.43 B,$19.45 B,$17.45 B,$12.48 B,$17.62 B,$31.49 B,$25.98 B,$20.78 B,$14.40 B,$6.72 B,$11.96 B
ross-stores,$44.46 B,$39.97 B,$40.37 B,$43.77 B,$41.78 B,$30.83 B,$30.66 B,$25.85 B,$21.79 B,$19.65 B,$16.10 B,$12.02 B,$10.86 B,$7.53 B,$5.29 B,$3.91 B,$3.46 B,$4.09 B,$4.17 B,$4.23 B,$4.00 B,$3.28 B,$2.55 B
pacific-gas-and-electric,$44.79 B,$34.51 B,$27.31 B,$24.72 B,$5.75 B,$12.35 B,$23.06 B,$30.72 B,$26.17 B,$25.33 B,$18.39 B,$17.30 B,$16.73 B,$18.90 B,$16.54 B,$13.97 B,$15.32 B,$16.50 B,$13.61 B,$13.11 B,$11.56 B,$5.63 B,$7.46 B
takeda-pharmaceutical,$44.11 B,$48.50 B,$42.71 B,$56.92 B,$61.96 B,$26.23 B,$44.29 B,$32.57 B,$39.57 B,$33.02 B,$36.30 B,$35.39 B,$34.81 B,$38.44 B,$32.44 B,$45.79 B,,,,,,,
hilton-hotels,$43.93 B,$34.17 B,$43.47 B,$30.86 B,$30.94 B,$21.16 B,$25.55 B,$26.92 B,$21.13 B,$25.68 B,$21.90 B,,,,,,,,,,,,
kotak-mahindra-bank,$43.83 B,$43.86 B,$47.87 B,$54.04 B,$45.13 B,$34.27 B,$30.02 B,$19.43 B,$19.83 B,$15.39 B,$9.06 B,$8.83 B,$5.98 B,$7.04 B,$6.01 B,$2.56 B,$10.77 B,$2.80 B,,,,,
mizuho-financial-group,$44.23 B,$35.98 B,$32.22 B,$32.00 B,$39.19 B,$39.13 B,$45.96 B,$45.75 B,$50.25 B,$41.42 B,$52.57 B,$43.96 B,$32.02 B,$40.51 B,$27.33 B,$32.34 M,$54.39 B,$83.68 B,,,,,
foxconn-industrial-internet,$43.70 B,$26.13 B,$37.16 B,$41.70 B,$51.92 B,$33.19 B,,,,,,,,,,,,,,,,,
pernod-ricard,$43.37 B,$50.22 B,$62.18 B,$50.35 B,$46.92 B,$43.30 B,$41.60 B,$28.78 B,$30.35 B,$29.78 B,$30.35 B,$30.49 B,$24.41 B,$24.74 B,$22.65 B,$16.26 B,$25.30 B,$21.60 B,$12.30 B,$5.08 B,$3.68 B,,
ford,$44.07 B,$46.75 B,$83.00 B,$34.97 B,$37.96 B,$31.14 B,$49.61 B,$48.20 B,$56.79 B,$62.13 B,$61.47 B,$51.10 B,$40.88 B,$63.43 B,$33.37 B,$5.16 B,$14.85 B,$14.21 B,$14.34 B,$26.80 B,$28.26 B,$17.06 B,$28.46 B
basf,$43.52 B,$45.46 B,$64.26 B,$73.11 B,$69.29 B,$63.46 B,$100.62 B,$85.77 B,$71.02 B,$78.06 B,$98.29 B,$86.44 B,$64.12 B,$72.93 B,$57.18 B,$35.60 B,$70.80 B,$48.70 B,$39.41 B,$38.85 B,$31.24 B,$22.20 B,$26.28 B
idexx-laboratories,$44.12 B,$33.78 B,$55.83 B,$42.63 B,$22.31 B,$16.01 B,$13.63 B,$10.51 B,$6.56 B,$7.02 B,$5.48 B,$5.05 B,$4.32 B,$3.96 B,$3.11 B,$2.14 B,$3.57 B,$2.47 B,$2.29 B,$1.80 B,$1.60 B,$1.12 B,$0.96 B
stmicroelectronics,$43.23 B,$32.14 B,$44.51 B,$33.63 B,$23.93 B,$12.82 B,$19.18 B,$10.06 B,$5.93 B,$6.58 B,$7.18 B,$6.30 B,$5.22 B,$9.04 B,$8.08 B,$5.81 B,$12.86 B,$16.51 B,$16.09 B,$17.23 B,$24.02 B,$17.31 B,$28.17 B
constellation-brands,$43.06 B,$42.75 B,$47.04 B,$42.45 B,$36.34 B,$30.62 B,$44.47 B,$30.51 B,$28.42 B,$19.02 B,$13.36 B,$6.49 B,$4.13 B,$4.63 B,$3.53 B,$3.45 B,$5.09 B,$6.80 B,$5.81 B,$5.03 B,$3.48 B,$2.14 B,$1.87 B
macquarie,$43.07 B,$43.86 B,$109.84 B,$38.53 B,$32.67 B,$24.76 B,$25.00 B,$21.45 B,$18.86 B,$14.19 B,$14.42 B,$11.43 B,$7.76 B,$13.08 B,$14.61 B,$5.71 B,$18.05 B,$15.54 B,$12.04 B,$6.72 B,$5.09 B,$3.14 B,$4.85 B
williams-companies,$43.21 B,$40.08 B,$31.63 B,$24.33 B,$28.74 B,$26.68 B,$25.20 B,$23.38 B,$19.24 B,$33.57 B,$26.34 B,$22.29 B,$19.46 B,$14.46 B,$12.28 B,$8.37 B,$20.96 B,$15.59 B,$13.28 B,$9.08 B,$5.08 B,$1.39 B,$13.15 B
lafargeholcim,$42.68 B,$31.47 B,$31.13 B,$33.73 B,$34.02 B,$24.54 B,$34.01 B,$31.94 B,$30.83 B,$23.52 B,$24.49 B,$23.85 B,$17.09 B,$24.18 B,$25.71 B,$14.94 B,$28.17 B,$23.32 B,$15.58 B,$13.40 B,$7.78 B,,
daikin,$42.66 B,$44.20 B,$66.35 B,$65.03 B,$41.50 B,$30.99 B,$34.54 B,$26.96 B,$21.56 B,$19.07 B,$18.17 B,$9.96 B,$7.91 B,$10.30 B,$11.49 B,$7.48 B,$14.79 B,$9.17 B,$7.71 B,$7.61 B,$6.07 B,$4.17 B,$4.11 B
engie,$42.42 B,$34.35 B,$35.66 B,$37.21 B,$38.92 B,$34.55 B,$40.88 B,$30.70 B,$42.76 B,$56.48 B,$55.72 B,$48.56 B,$60.57 B,$79.44 B,$96.14 B,$105.94 B,$74.55 B,$58.54 B,$36.87 B,,,,
hikvision,$42.52 B,$46.89 B,$76.65 B,$69.49 B,$43.79 B,$34.56 B,$55.10 B,$20.92 B,$21.58 B,$14.50 B,$15.25 B,$10.02 B,$6.81 B,$7.13 B,,,,,,,,,
ocbc-bank,$42.37 B,$40.66 B,$37.87 B,$34.00 B,$35.84 B,$35.02 B,$38.77 B,$25.79 B,$25.60 B,$31.53 B,$27.63 B,$27.29 B,$20.71 B,$25.91 B,$20.98 B,$10.90 B,$18.01 B,$15.67 B,$12.55 B,$10.89 B,$9.14 B,$9.27 B,
square,$42.47 B,$37.58 B,$74.50 B,$98.14 B,$27.07 B,$23.39 B,$13.47 B,$4.79 B,$4.38 B,,,,,,,,,,,,,,
zijin-mining,$42.07 B,$36.79 B,$38.17 B,$34.47 B,$15.76 B,$10.57 B,$14.31 B,$9.44 B,$10.08 B,$10.26 B,$7.29 B,$12.07 B,$11.83 B,$16.80 B,$18.70 B,$9.85 B,,,,,,,
jingdong-mall,$42.23 B,$97.84 B,$109.62 B,$137.29 B,$51.73 B,$30.42 B,$59.41 B,$36.07 B,$44.65 B,$31.60 B,,,,,,,,,,,,,
valero,$41.78 B,$48.90 B,$30.70 B,$23.06 B,$38.33 B,$31.30 B,$40.21 B,$30.92 B,$33.44 B,$25.45 B,$26.99 B,$18.83 B,$11.78 B,$13.14 B,$9.45 B,$11.16 B,$37.58 B,$30.88 B,$31.85 B,$11.59 B,$5.57 B,$3.95 B,$3.97 B
axis-bank,$41.83 B,$34.53 B,$27.96 B,$25.96 B,$29.81 B,$22.77 B,$21.05 B,$15.78 B,$16.03 B,$18.60 B,$9.84 B,$10.23 B,$6.24 B,$12.20 B,$7.64 B,$3.75 B,$6.94 B,$2.96 B,$1.74 B,,,,
gazprom,$41.69 B,$73.26 B,$108.64 B,$67.38 B,$97.82 B,$48.63 B,$50.15 B,$58.85 B,$42.70 B,$52.93 B,$97.54 B,$111.88 B,$123.02 B,$145.59 B,,,,,,,,,
cheniere-energy,$41.98 B,$37.28 B,$25.71 B,$15.14 B,$15.48 B,$15.21 B,$12.79 B,$9.80 B,$8.77 B,$16.66 B,$10.26 B,$4.19 B,$0.71 B,$0.37 B,$0.13 B,$0.14 B,$1.55 B,$1.59 B,$2.02 B,$1.62 B,$0.19 B,$17.02 M,$13.29 M
american-electric-power,$41.88 B,$48.79 B,$44.16 B,$41.33 B,$46.70 B,$36.86 B,$36.19 B,$30.95 B,$28.61 B,$29.71 B,$22.79 B,$20.72 B,$19.94 B,$17.29 B,$16.63 B,$13.51 B,$18.64 B,$16.89 B,$14.60 B,$13.59 B,$12.08 B,$9.26 B,$14.02 B
digital-realty,$41.70 B,$29.46 B,$50.19 B,$39.08 B,$25.01 B,$21.99 B,$23.39 B,$15.61 B,$11.06 B,$8.99 B,$6.30 B,$8.49 B,$6.99 B,$4.69 B,$3.86 B,$2.39 B,$2.50 B,$1.85 B,$0.61 B,$0.28 B,,,
the-travelers-companies,$41.39 B,$43.93 B,$37.73 B,$35.55 B,$34.99 B,$31.56 B,$37.12 B,$34.77 B,$33.39 B,$34.10 B,$32.00 B,$27.10 B,$24.42 B,$24.21 B,$25.94 B,$26.42 B,$34.69 B,$36.41 B,$30.97 B,$24.84 B,$9.05 B,$7.72 B,$9.14 B
edwards-lifesciences,$41.95 B,$46.12 B,$80.88 B,$56.85 B,$48.78 B,$31.81 B,$23.85 B,$20.03 B,$17.01 B,$13.73 B,$7.18 B,$10.30 B,$8.06 B,$9.29 B,$4.93 B,$3.05 B,$2.60 B,$2.71 B,$2.47 B,$2.45 B,$1.78 B,$1.53 B,$1.63 B
credit-agricole,$41.28 B,$31.71 B,$42.99 B,$37.00 B,$41.76 B,$30.87 B,$46.86 B,$32.80 B,$31.34 B,$33.65 B,$32.06 B,$20.04 B,$14.11 B,$30.24 B,$40.89 B,$24.75 B,$55.82 B,$62.32 B,$47.17 B,$44.37 B,$35.11 B,,
te-connectivity,$41.43 B,$36.41 B,$52.62 B,$40.04 B,$32.05 B,$25.66 B,$33.39 B,$24.62 B,$24.27 B,$25.73 B,$22.63 B,$15.59 B,$13.11 B,$15.75 B,$11.26 B,$7.41 B,$18.24 B,,,,,,
seattle-genetics,$41.31 B,$23.85 B,$28.26 B,$31.34 B,$19.65 B,$9.08 B,$7.70 B,$7.46 B,$6.26 B,$3.98 B,$4.89 B,$2.77 B,$1.92 B,$1.51 B,$1.02 B,$0.76 B,$0.76 B,$0.27 B,$0.20 B,$0.27 B,$0.27 B,$95.14 M,$0.16 B
old-dominion-freight-line,$40.31 B,$31.35 B,$41.21 B,$22.90 B,$15.12 B,$10.03 B,$10.83 B,$7.07 B,$4.98 B,$6.68 B,$4.56 B,$2.95 B,$2.32 B,$1.78 B,$1.14 B,$1.06 B,$0.86 B,$0.89 B,$1.00 B,$0.86 B,$0.54 B,$0.30 B,$0.10 B
danone,$41.02 B,$33.60 B,$39.44 B,$42.96 B,$53.71 B,$45.54 B,$52.77 B,$39.26 B,$41.89 B,$39.73 B,$42.37 B,$42.45 B,$37.79 B,$38.21 B,$37.64 B,$28.64 B,$42.54 B,$36.42 B,$26.06 B,$23.33 B,$20.74 B,$17.92 B,$19.67 B
bae-systems,$39.61 B,$32.20 B,$28.00 B,$23.75 B,$27.78 B,$20.66 B,$27.62 B,$26.82 B,$31.75 B,$29.65 B,$27.49 B,$23.87 B,$17.04 B,$21.22 B,$22.23 B,$19.69 B,$46.82 B,$40.98 B,$32.12 B,$18.79 B,$13.13 B,$7.43 B,$19.18 B
bayan-resources,$41.00 B,$44.58 B,$6.30 B,$3.72 B,$3.80 B,$4.55 B,$2.60 B,$1.48 B,$1.89 B,$1.78 B,$2.31 B,$2.96 B,$6.77 B,$6.75 B,$1.99 B,$0.28 B,,,,,,,
industrial-bank,$40.91 B,$52.39 B,$62.07 B,$66.47 B,$58.88 B,$45.12 B,$54.03 B,$44.27 B,$50.17 B,$50.76 B,$31.92 B,$28.87 B,$21.40 B,$21.79 B,$29.50 B,$10.71 B,$34.14 B,,,,,,
citic-securities,$40.85 B,$40.12 B,$50.08 B,$53.12 B,$58.12 B,$39.86 B,$47.55 B,$42.74 B,$52.40 B,$90.96 B,$47.59 B,$45.98 B,$31.36 B,$37.87 B,$51.39 B,$29.14 B,$53.44 B,$13.95 B,$2.11 B,$2.21 B,$2.92 B,,
nordea-bank,$41.01 B,$38.99 B,$48.55 B,$33.09 B,$32.67 B,$33.47 B,$48.62 B,$45.09 B,$44.71 B,$47.13 B,$54.45 B,$38.45 B,$31.17 B,$43.88 B,$41.12 B,$23.66 B,$55.57 B,$51.53 B,$36.34 B,$37.04 B,$28.02 B,,
hess,$41.31 B,$43.72 B,$22.92 B,$16.21 B,$20.37 B,$11.80 B,$15.08 B,$19.72 B,$13.86 B,$21.10 B,$27.00 B,$18.08 B,$19.30 B,$25.84 B,$19.79 B,$17.49 B,$32.33 B,$15.61 B,$11.80 B,$7.55 B,$4.78 B,$4.91 B,$5.55 B
kimberly-clark,$40.53 B,$45.81 B,$48.13 B,$45.86 B,$46.97 B,$39.30 B,$42.44 B,$40.87 B,$45.94 B,$42.20 B,$39.77 B,$32.86 B,$28.98 B,$25.65 B,$26.56 B,$21.82 B,$29.14 B,$30.95 B,$27.52 B,$31.77 B,$29.74 B,$24.26 B,$31.40 B
jiangsu-hengrui-medicine,$40.59 B,$35.24 B,$50.90 B,$91.11 B,$55.41 B,$28.24 B,$29.74 B,$15.37 B,$14.82 B,$9.10 B,$8.53 B,$5.96 B,$5.24 B,$6.75 B,$4.77 B,$2.92 B,$3.34 B,$1.37 B,$0.46 B,$0.38 B,$0.25 B,$0.30 B,$0.43 B
hoya,$40.55 B,$33.85 B,$54.38 B,$51.53 B,$36.10 B,$22.75 B,$19.16 B,$16.12 B,$17.13 B,$14.53 B,$12.01 B,$8.48 B,$9.21 B,$10.47 B,$11.46 B,,,,,,,,
hong-kong-exchanges-and-clearing,$40.33 B,$54.85 B,$74.04 B,$70.32 B,$40.97 B,$36.18 B,$38.03 B,$28.68 B,$30.86 B,$25.79 B,$19.34 B,$19.52 B,$17.20 B,$24.38 B,$19.33 B,$10.23 B,$30.27 B,$11.71 B,$4.40 B,$2.83 B,$2.27 B,$1.31 B,$1.58 B
nucor,$39.84 B,$33.81 B,$31.04 B,$16.05 B,$16.98 B,$15.83 B,$20.21 B,$18.95 B,$12.81 B,$15.64 B,$16.99 B,$13.71 B,$12.53 B,$13.83 B,$14.68 B,$14.50 B,$17.05 B,$16.44 B,$10.38 B,$8.32 B,$4.40 B,$3.23 B,$4.12 B
wesfarmers,$40.09 B,$35.40 B,$48.74 B,$43.94 B,$32.86 B,$25.73 B,$39.18 B,$34.47 B,$34.13 B,$38.36 B,$44.91 B,$38.54 B,$30.10 B,$32.67 B,$28.23 B,$10.35 B,$19.29 B,$11.19 B,$10.72 B,$9.90 B,$6.56 B,$6.66 B,$7.54 B
adyen,$39.73 B,$42.97 B,$81.03 B,$71.12 B,$24.59 B,$16.02 B,,,,,,,,,,,,,,,,,
ww-grainger,$39.90 B,$28.10 B,$26.69 B,$21.91 B,$18.17 B,$15.77 B,$13.46 B,$13.83 B,$12.56 B,$17.18 B,$17.58 B,$14.06 B,$13.05 B,$9.58 B,$6.99 B,$5.89 B,$6.91 B,$5.87 B,$6.37 B,$6.03 B,$4.31 B,$4.72 B,$4.48 B
cencora,$40.52 B,$33.48 B,$27.77 B,$20.80 B,$7.60 B,$7.39 B,$5.57 B,$7.29 B,$8.51 B,$8.63 B,$6.22 B,$6.30 B,$5.81 B,$6.60 B,,,,,,,,,
msci,$40.07 B,$37.19 B,$50.48 B,$37.01 B,$21.89 B,$12.40 B,$11.39 B,$7.41 B,$7.28 B,$5.31 B,$5.16 B,$3.72 B,$3.97 B,$4.65 B,$3.33 B,$1.77 B,$3.84 B,,,,,,
maruti-suzuki-india,$40.05 B,$30.64 B,$30.14 B,$31.59 B,$31.21 B,$32.25 B,$45.87 B,$23.65 B,$21.00 B,$15.87 B,$8.62 B,$7.86 B,$5.00 B,$9.16 B,$9.71 B,$3.12 B,$7.32 B,$6.09 B,$4.08 B,,,,
kenvue,$39.46 B,,,,,,,,,,,,,,,,,,,,,,
qnb-qatar-national-bank,$40.02 B,$45.67 B,$51.23 B,$45.23 B,$52.25 B,$49.47 B,$31.97 B,$37.58 B,$33.65 B,$40.94 B,$33.07 B,$25.17 B,,,,,,,,,,,
cibc,$40.06 B,$36.65 B,$52.15 B,$38.11 B,$36.84 B,$33.05 B,$42.84 B,$32.26 B,$26.10 B,$34.15 B,$34.01 B,$32.51 B,$28.95 B,$30.75 B,$24.99 B,$15.89 B,$23.92 B,$28.31 B,$21.97 B,$20.93 B,$18.10 B,$9.98 B,$12.48 B
first-abu-dhabi-bank,$39.89 B,,,,,,,,,,,,,,,,,,,,,,
doordash,$39.82 B,$18.95 B,$51.08 B,$45.34 B,,,,,,,,,,,,,,,,,,,
baidu,$40.02 B,$39.52 B,$51.77 B,$73.75 B,$43.71 B,$55.40 B,$81.32 B,$57.03 B,$65.42 B,$80.03 B,$62.31 B,$35.06 B,$40.65 B,$33.64 B,$14.29 B,$4.50 B,$13.30 B,$3.64 B,$2.03 B,,,,
archer-daniels-midland,$39.33 B,$51.00 B,$37.82 B,$28.04 B,$25.81 B,$22.90 B,$22.41 B,$26.26 B,$21.82 B,$33.12 B,$28.60 B,$18.05 B,$19.10 B,$19.16 B,$20.13 B,$18.49 B,$29.88 B,$20.86 B,$16.12 B,$14.63 B,$9.86 B,$8.01 B,$9.41 B
oneok,$39.75 B,$29.36 B,$26.20 B,$17.05 B,$31.26 B,$22.20 B,$20.49 B,$12.08 B,$5.17 B,$10.37 B,$12.84 B,$8.76 B,$8.92 B,$5.92 B,$4.72 B,$3.05 B,$4.65 B,$4.77 B,$2.60 B,$2.95 B,$2.10 B,$1.43 B,$1.07 B
suncor-energy,$39.80 B,$42.80 B,$36.16 B,$25.53 B,$49.91 B,$44.35 B,$60.77 B,$54.21 B,$37.22 B,$45.90 B,$51.70 B,$50.07 B,$45.17 B,$59.91 B,$55.42 B,$18.24 B,$50.31 B,$36.29 B,$28.89 B,$16.08 B,$11.30 B,$7.03 B,$7.34 B
dominion-energy,$39.73 B,$51.09 B,$63.62 B,$61.34 B,$69.40 B,$48.66 B,$52.24 B,$48.00 B,$40.31 B,$44.98 B,$37.58 B,$29.83 B,$30.23 B,$24.82 B,$23.31 B,$20.83 B,$27.37 B,$29.26 B,$26.78 B,$23.03 B,$20.74 B,$16.90 B,$15.90 B
centene,$39.40 B,$46.43 B,$48.08 B,$34.80 B,$26.09 B,$23.77 B,$17.40 B,$9.65 B,$7.91 B,$6.14 B,$3.26 B,$2.14 B,$1.99 B,$1.25 B,$0.96 B,$0.84 B,$1.19 B,$1.06 B,$1.13 B,$1.17 B,$0.56 B,$0.36 B,$0.22 B
tc-energy,$39.41 B,$39.85 B,$45.26 B,$38.15 B,$49.68 B,$32.86 B,$42.74 B,$38.78 B,$22.88 B,$34.85 B,$32.25 B,$33.34 B,$30.66 B,$26.44 B,$23.65 B,$16.73 B,$22.09 B,$17.08 B,$15.33 B,$12.05 B,$10.39 B,$6.95 B,$5.96 B
realty-income,$38.99 B,$39.78 B,$40.50 B,$21.82 B,$24.56 B,$19.14 B,$16.06 B,$14.86 B,$12.92 B,$10.72 B,$7.74 B,$5.36 B,$4.65 B,$4.03 B,$2.70 B,$2.41 B,$2.73 B,$2.79 B,$1.80 B,$2.00 B,$1.51 B,$1.36 B,$0.96 B
fortinet,$40.05 B,$38.19 B,$58.76 B,$24.11 B,$18.33 B,$11.95 B,$7.59 B,$5.21 B,$5.34 B,$5.10 B,$3.09 B,$3.37 B,$3.35 B,$2.40 B,$1.17 B,,,,,,,,
iqvia,$39.28 B,$38.05 B,$53.89 B,$34.35 B,$29.71 B,$22.94 B,$20.36 B,$18.72 B,$8.19 B,$7.30 B,$6.00 B,,,,,,,,,,,,
maybank,$41.00 B,$23.74 B,$23.56 B,$23.54 B,$23.61 B,$25.25 B,$26.04 B,$17.85 B,$19.09 B,$24.44 B,$26.99 B,$25.42 B,,,,,,,,,,,
kinder-morgan,$39.34 B,$40.63 B,$35.96 B,$30.94 B,$47.94 B,$34.79 B,$40.06 B,$46.18 B,$33.26 B,$89.91 B,$37.14 B,$36.63 B,$22.82 B,,,,,,,,,,
luzhou-laojiao,$39.03 B,$47.40 B,$58.35 B,$50.79 B,,,,,,,,,,,,,,,,,,,
exelon-corporation,$39.03 B,$42.95 B,$56.50 B,$41.18 B,$44.35 B,$43.65 B,$37.86 B,$32.76 B,$25.54 B,$31.88 B,$23.47 B,$25.42 B,$28.75 B,$27.56 B,$32.25 B,$36.60 B,$53.96 B,$41.46 B,$35.41 B,$29.39 B,$21.76 B,$17.06 B,$15.36 B
nu-holdings,$39.08 B,$19.07 B,$43.22 B,,,,,,,,,,,,,,,,,,,,
titan-company,$38.80 B,$27.87 B,$30.08 B,$19.02 B,$14.78 B,$11.82 B,$11.89 B,$4.27 B,$4.63 B,$5.34 B,$3.29 B,$4.61 B,$2.86 B,$3.56 B,$1.36 B,$0.85 B,$1.76 B,$0.82 B,$0.75 B,,,,
lennar,$39.38 B,$25.77 B,$33.94 B,$23.27 B,$17.20 B,$12.39 B,$14.75 B,$9.80 B,$10.06 B,$8.91 B,$7.90 B,$7.16 B,$3.57 B,$3.39 B,$2.26 B,$1.39 B,$2.86 B,$8.29 B,$9.61 B,$8.85 B,$7.57 B,$3.34 B,$2.99 B
adani-enterprises,$38.59 B,$53.16 B,$25.24 B,$7.20 B,$3.20 B,$2.53 B,$2.85 B,$1.23 B,$1.38 B,$8.42 B,$4.67 B,$5.44 B,$6.09 B,$7.22 B,$4.63 B,$1.54 B,$7.21 B,$1.17 B,$0.29 B,,,,
samsung-biologics,$38.82 B,$46.06 B,$50.21 B,$50.30 B,$24.77 B,$22.90 B,$22.95 B,$8.28 B,,,,,,,,,,,,,,,
johnson-controls,$38.15 B,$43.94 B,$57.26 B,$33.72 B,$31.10 B,$27.06 B,$35.26 B,$38.58 B,$20.67 B,$28.82 B,$27.25 B,$20.01 B,$31.78 B,$28.06 B,$23.96 B,$12.83 B,$23.54 B,$5.97 B,$5.60 B,$6.83 B,$2.49 B,$1.51 B,$5.16 B
general-mills,$38.05 B,$49.43 B,$40.64 B,$35.95 B,$32.39 B,$23.23 B,$33.73 B,$35.82 B,$34.21 B,$32.19 B,$31.17 B,$26.13 B,$26.05 B,$22.62 B,$23.33 B,$20.50 B,$19.38 B,$19.88 B,$17.56 B,$18.14 B,$16.97 B,$17.31 B,$18.99 B
maaden,$38.42 B,$42.39 B,$25.76 B,$13.29 B,$13.84 B,$15.35 B,$16.23 B,$12.16 B,$10.32 B,$9.49 B,$7.99 B,$7.99 B,$6.24 B,,,,,,,,,,
spotify,$38.64 B,$15.24 B,$44.82 B,$59.65 B,$27.56 B,$20.52 B,,,,,,,,,,,,,,,,,
hershey-company,$37.98 B,$47.49 B,$39.85 B,$31.70 B,$30.69 B,$22.47 B,$23.93 B,$21.95 B,$19.35 B,$22.97 B,$21.76 B,$16.16 B,$13.91 B,$10.70 B,$8.16 B,$7.89 B,$8.94 B,$11.54 B,$13.34 B,$13.66 B,$9.97 B,$9.05 B,$9.18 B
palantir,$38.66 B,$13.35 B,$36.50 B,$44.22 B,,,,,,,,,,,,,,,,,,,
