Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
texas-instruments,,$8.73 B,$7.74 B,$6.79 B,$5.80 B,$5.06 B,$4.07 B,$3.60 B,$4.12 B,$4.64 B,$5.15 B,$5.68 B,$5.59 B,,,,,$43 M,$0.66 B,$0.37 B,$0.83 B,$1.25 B,$1.24 B
prosus,$16.27 B,$16.07 B,$8.20 B,$3.82 B,$3.31 B,$0.62 B,$2.94 B,,,,,,,,,,,,,,,,
philip-morris,,$43.12 B,$27.80 B,$31.53 B,$31.04 B,$31.75 B,$34.33 B,$29.06 B,$28.48 B,$29.45 B,$27.67 B,$22.83 B,$18.54 B,$16.50 B,$15.41 B,$11.96 B,$6.30 B,$2.78 B,$4.90 B,,,,
union-pacific-corporation,,$34.62 B,$31.15 B,$28.01 B,$26.67 B,$22.39 B,$16.94 B,$15.00 B,$14.20 B,$11.48 B,$9.57 B,$8.99 B,$8.90 B,$9.24 B,$9.84 B,$8.92 B,$7.68 B,$6.78 B,$7.41 B,$8.13 B,$7.98 B,$7.70 B,$8.08 B
siemens,,$49.77 B,$56.49 B,$52.33 B,$39.88 B,$37.34 B,$38.04 B,$34.74 B,$33.38 B,$26.58 B,$27.60 B,$26.52 B,$24.37 B,$27.13 B,$28.77 B,$22.66 B,$22.06 B,$19.84 B,$14.95 B,$13.94 B,$15.76 B,$13.29 B,$13.57 B
dior,,$37.65 B,$39.10 B,$46.61 B,$28.70 B,$13.61 B,$14.94 B,$11.54 B,$11.84 B,$14.76 B,$11.17 B,$11.92 B,$11.43 B,$9.10 B,$10.49 B,$9.97 B,$10.31 B,$9.05 B,$9.23 B,$10.95 B,$0.54 B,$0.54 B,$0.64 B
ups,,$23.52 B,$25.52 B,$27.75 B,$21.81 B,$19.93 B,$20.27 B,$12.39 B,$14.33 B,$10.78 B,$10.87 B,$12.87 B,$11.12 B,$10.84 B,$9.52 B,$9.87 B,$11.01 B,$4.11 B,$3.98 B,$4.44 B,$3.82 B,$4.60 B,$5.16 B
morgan-stanley,,$246.21 B,$243.16 B,$232.94 B,$207.32 B,$199.12 B,$203.85 B,$176.83 B,$165.40 B,$167.11 B,$169.93 B,$187.43 B,$207.79 B,$206.16 B,$195.75 B,$173.92 B,$225.11 B,$174.07 B,$141.58 B,$131.58 B,$93.98 B,$105.95 B,$82.51 B
conocophillips,,$16.64 B,$19.93 B,$15.36 B,$14.89 B,$14.96 B,$19.70 B,$27.27 B,$24.88 B,$22.56 B,$21.66 B,$21.72 B,$22.62 B,$23.59 B,$28.65 B,$27.45 B,$21.68 B,$27.13 B,$12.51 B,$15.00 B,$17.78 B,$19.76 B,$8.68 B
caterpillar,,$36.99 B,$37.78 B,$37.16 B,$37.65 B,$36.55 B,$34.87 B,$36.78 B,$38.01 B,$39.28 B,$37.75 B,$40.14 B,$34.59 B,$28.41 B,$31.63 B,$35.53 B,$28.42 B,$27.29 B,$25.74 B,$23.52 B,$19.81 B,$17.68 B,$16.60 B
sp-global,,$11.53 B,$4.60 B,$4.65 B,$4.56 B,$3.66 B,$3.56 B,$3.56 B,$3.61 B,$0.79 B,$0.79 B,$1.25 B,$1.19 B,$1.19 B,$1.19 B,$1.26 B,$1.19 B,$2.68 M,$3.28 M,$5.12 M,$26.34 M,$0.57 B,$1.05 B
general-electric,,$26.14 B,$35.18 B,$75.06 B,$94.10 B,$110.00 B,$134.59 B,$136.20 B,$198.30 B,$365.00 B,$383.00 B,$414.10 B,$453.40 B,$478.60 B,$510.20 B,$523.80 B,$514.11 B,$432.95 B,$370.43 B,$370.90 B,$304.92 B,$279.40 B,$232.88 B
honeywell,,$19.57 B,$19.59 B,$22.38 B,$16.00 B,$16.21 B,$17.88 B,$15.77 B,$12.06 B,$8.68 B,$8.82 B,$7.49 B,$7.55 B,$6.64 B,$7.60 B,$8.37 B,$7.65 B,$5.06 B,$5.10 B,$5.27 B,$5.16 B,$5.08 B,$5.27 B
royal-bank-of-canada,,$312.44 B,$246.34 B,$7.38 B,$7.45 B,$6.96 B,$7.22 B,$166.79 B,$5.63 B,$7.02 B,$7.10 B,$7.61 B,$7.97 B,$52.33 B,$9.05 B,$11.22 B,$10.58 B,$11.06 B,$8.09 B,$6.63 B,$4.74 B,$4.86 B,$4.64 B
uber,,$11.13 B,$11.10 B,$9.27 B,$7.42 B,$4.53 B,$3.19 B,,,,,,,,,,,,,,,,
inditex,$6.07 B,$6.70 B,$7.69 B,$7.86 B,$1.23 B,$1.15 B,$0.96 B,$0.80 B,$0.76 B,$0.80 B,$0.74 B,$2.93 M,$9.3 M,$55.78 M,$0.31 B,$0.61 B,$0.25 B,$0.34 B,$0.36 B,,,,
anheuser-busch-inbev,,$79.99 B,$88.83 B,$98.56 B,$103.04 B,$109.91 B,$116.49 B,$122.74 B,$49.46 B,$51.12 B,$49.12 B,$44.34 B,$40.16 B,$47.18 B,$51.07 B,$60.49 B,$9.77 B,$8.49 B,$6.74 B,$5.95 B,$3.64 B,$3.01 B,
applied-materials,,$5.45 B,$5.45 B,$5.44 B,$5.31 B,$5.30 B,$5.30 B,$3.34 B,$4.54 B,$1.94 B,$1.94 B,$1.94 B,$1.94 B,$0.20 B,$0.20 B,$0.20 B,$0.20 B,$0.40 B,$0.41 B,$0.45 B,$0.56 B,$0.62 B,$0.56 B
american-express,,$44.00 B,$41.00 B,$45.00 B,$64.00 B,$61.00 B,$59.00 B,$53.00 B,$53.00 B,$61.00 B,$60.00 B,$62.00 B,$63.00 B,$69.00 B,$54.00 B,$68.56 B,$73.04 B,$57.90 B,$46.41 B,$47.24 B,$39.70 B,$37.92 B,$39.85 B
nextera-energy,,$64.96 B,$54.82 B,$48.09 B,$42.58 B,$37.71 B,$35.08 B,$30.84 B,$29.68 B,$29.02 B,$28.42 B,$27.35 B,$22.96 B,$20.82 B,$18.88 B,$17.08 B,$13.69 B,$12.33 B,$10.60 B,$9.74 B,$10.01 B,$8.09 B,$6.84 B
att,,$154.67 B,$199.95 B,$179.44 B,$184.95 B,$176.50 B,$164.34 B,$123.51 B,$126.15 B,$82.06 B,$74.78 B,$69.84 B,$64.75 B,$66.16 B,$72.08 B,$74.99 B,$64.11 B,$59.79 B,$30.57 B,$26.96 B,$17.93 B,$22.04 B,$26.16 B
deutsche-telekom,,$158.23 B,$160.89 B,$168.82 B,$93.04 B,$68.16 B,$66.19 B,$65.31 B,$65.21 B,$63.33 B,$66.35 B,$55.66 B,$62.62 B,$67.23 B,$9.68 B,$65.29 B,$62.74 B,$61.44 B,$55.16 B,$69.90 B,$86.10 B,$67.93 B,$72.29 B
airbus,,$11.76 B,$15.24 B,$19.21 B,$9.72 B,$8.74 B,$11.94 B,$9.98 B,$9.26 B,$8.02 B,$6.96 B,$5.19 B,,,,,,,,,,,
unilever,,$30.45 B,$33.60 B,$32.92 B,$31.65 B,$28.46 B,$29.32 B,$17.46 B,$15.26 B,$15.47 B,$15.88 B,$13.26 B,$17.26 B,$12.68 B,$14.28 B,$15.66 B,$14.08 B,$11.67 B,$14.65 B,$16.34 B,$15.63 B,$23.05 B,$12.14 B
lowes-companies,$37.99 B,$29.38 B,$26.21 B,$23.75 B,$16.22 B,$16.99 B,$15.69 B,$12.64 B,$11.36 B,$10.52 B,$9.07 B,$7.62 B,$6.57 B,$5.08 B,$6.06 B,$6.68 B,$4.43 B,$3.53 B,$3.69 B,$3.75 B,$3.81 B,$3.89 B,$2.98 B
commonwealth-bank,$106.94 B,$103.97 B,$105.76 B,$125.78 B,$138.52 B,$153.06 B,$152.34 B,$139.39 B,$136.85 B,$142.96 B,$130.08 B,$137.95 B,$139.23 B,$120.91 B,$91.79 B,$93.28 B,$82.07 B,$65.72 B,$42.58 B,$33.24 B,$24.04 B,$19.02 B,$19.80 B
raytheon-technologies,,$33.50 B,$33.14 B,$33.33 B,$45.79 B,$45.53 B,$27.48 B,$23.90 B,$20.42 B,$19.79 B,$20.24 B,$23.22 B,$10.26 B,$10.28 B,$9.74 B,$11.47 B,$9.14 B,$7.93 B,$8.24 B,$5.59 B,$5.30 B,$4.87 B,$4.95 B
sanofi,,$22.71 B,$25.38 B,$29.12 B,$29.05 B,$28.18 B,$18.72 B,$19.55 B,$18.10 B,$18.01 B,$20.14 B,$19.22 B,$20.00 B,$10.98 B,$12.64 B,$8.39 B,$8.68 B,$9.17 B,$13.19 B,$21.72 B,$0.46 B,$0.44 B,$0.43 B
rio-tinto,,$12.27 B,$13.53 B,$14.01 B,$14.71 B,$13.92 B,$16.05 B,$18.39 B,$23.62 B,$25.21 B,$28.55 B,$26.81 B,$21.80 B,$15.22 B,$23.00 B,$40.50 B,$48.29 B,$3.93 B,$3.98 B,$4.73 B,$6.04 B,$6.07 B,$6.40 B
charles-schwab,,$37.87 B,$23.76 B,$13.63 B,$7.43 B,$6.87 B,$19.75 B,$2.87 B,$2.89 B,$1.89 B,$1.90 B,$1.63 B,$2.00 B,$2.00 B,$1.51 B,$0.88 B,$0.89 B,$0.38 B,$1.18 B,$1.24 B,$1.76 B,$1.15 B,$1.30 B
goldman-sachs,,$308.00 B,$301.00 B,$266.00 B,$255.00 B,$265.00 B,$265.00 B,$250.45 B,$243.46 B,$235.76 B,$230.94 B,$244.97 B,$261.03 B,$262.14 B,$246.73 B,$259.56 B,$301.44 B,$221.17 B,$155.22 B,$135.65 B,$101.68 B,$79.34 B,$68.61 B
booking-holdings,,$13.03 B,$11.27 B,$12.38 B,$9.09 B,$8.64 B,$9.52 B,$7.13 B,$6.15 B,$3.88 B,$1.89 B,$1.40 B,$0.57 B,$0.47 B,$0.19 B,$0.39 B,$0.56 B,$0.56 B,$0.22 B,$0.22 B,$0.12 B,,
elevance-health,,$24.11 B,$23.03 B,$20.03 B,$20.08 B,$19.21 B,$19.93 B,$15.72 B,$15.86 B,$15.15 B,$14.49 B,$14.97 B,$9.79 B,$8.95 B,$8.39 B,$8.84 B,$9.04 B,$7.01 B,$6.80 B,$4.27 B,$2.06 B,$2.01 B,$1.12 B
lockheed-martin,,$15.42 B,$11.67 B,$12.16 B,$12.65 B,$14.10 B,$14.26 B,$14.28 B,$15.26 B,$6.16 B,$6.15 B,$6.30 B,$6.46 B,$5.01 B,$5.05 B,$3.80 B,$4.40 B,$4.43 B,$4.98 B,$5.11 B,$6.20 B,$7.58 B,$7.51 B
blackrock,,$8.48 B,$9.31 B,$7.26 B,$4.95 B,$5.06 B,$5.01 B,$4.91 B,$4.93 B,$8.32 B,$7.30 B,$8.18 B,$6.36 B,$4.63 B,$5.66 B,$1.14 B,$1.24 B,$0.49 B,$0.25 B,,,,
prologis,,$23.87 B,$18.16 B,$17.33 B,$12.37 B,$11.08 B,$9.41 B,$10.60 B,$11.62 B,$9.38 B,$9.01 B,$11.79 B,$11.38 B,$3.33 B,$2.72 B,$3.59 B,$3.49 B,$3.43 B,$3.40 B,$3.25 B,$2.57 B,$2.23 B,$2.13 B
stryker-corporation,,$11.85 B,$12.47 B,$13.23 B,$10.23 B,$8.48 B,$6.59 B,$6.68 B,$3.25 B,$3.24 B,$2.73 B,$1.74 B,$1.75 B,$0.99 B,$18 M,$20.5 M,$16.8 M,$14.8 M,$0.23 B,$10 M,$26.1 M,$0.50 B,$0.72 B
starbucks,$24.59 B,$23.80 B,$23.60 B,$25.25 B,$11.16 B,$9.44 B,$3.93 B,$3.60 B,$2.34 B,$2.04 B,$1.29 B,$0.54 B,$0.54 B,$0.54 B,$0.54 B,$1.26 B,$1.26 B,$0.70 B,$0.28 B,$4.35 M,$5.07 M,$80.68 M,$68.47 M
intuitive-surgical,,,$87 M,,,,,,,,,,,,,,,,,$0.6 M,$1.72 M,$3.34 M,$2.4 M
sony,$30.50 B,$27.46 B,$22.26 B,$17.20 B,$12.24 B,$12.65 B,$10.73 B,$7.95 B,$7.77 B,$12.58 B,$12.54 B,$23.30 B,$21.27 B,$21.66 B,$11.22 B,$10.85 B,$9.31 B,$16.25 B,$16.01 B,$19.54 B,$14.07 B,$14.73 B,$16.92 B
nippon-telegraph-and-telephone,$68.69 B,$67.27 B,$75.89 B,$43.99 B,$38.40 B,$36.47 B,$36.83 B,$37.33 B,$37.03 B,$41.12 B,$43.14 B,$51.95 B,$54.94 B,$48.22 B,$47.79 B,$46.98 B,$41.19 B,$45.43 B,$53.44 B,$58.87 B,$58.31 B,$53.45 B,$52.96 B
mitsubishi-ufj-financial,$354.97 B,$156.63 B,$164.02 B,$415.71 B,$306.52 B,$342.41 B,$286.22 B,$120.99 B,$243.28 B,$221.33 B,$213.68 B,$230.25 B,$224.23 B,$216.63 B,$201.10 B,$199.73 B,$192.50 B,$226.71 B,$156.00 B,$108.55 B,$73.19 B,$117.19 B,$78.20 B
toronto-dominion-bank,,$274.86 B,$207.35 B,$30.64 B,$28.76 B,$27.48 B,$29.91 B,$30.81 B,$32.40 B,$39.25 B,$53.00 B,$11.32 B,$11.74 B,$12.28 B,$11.49 B,$10.31 B,$9.98 B,$7.75 B,$5.86 B,$4.61 B,$4.47 B,$3.19 B,$3.59 B
medtronic,$24.36 B,$24.11 B,$26.38 B,$24.79 B,$25.32 B,$25.75 B,$33.44 B,$31.24 B,$36.18 B,$11.92 B,$10.65 B,$10.63 B,$9.83 B,$9.51 B,$7.29 B,$6.95 B,$6.08 B,$7.92 B,$2.45 B,$2.35 B,$2.36 B,$2.52 B,$0.15 B
schneider-electric,,$11.20 B,$11.04 B,$12.86 B,$8.27 B,$8.57 B,$8.80 B,$8.15 B,$8.47 B,$9.50 B,$12.38 B,$10.95 B,$10.41 B,$8.14 B,$9.06 B,$8.67 B,$9.03 B,$5.73 B,$3.55 B,$2.10 B,$3.38 B,$2.55 B,$3.09 B
deere-company,,$51.89 B,$48.41 B,$45.99 B,$45.33 B,$42.25 B,$40.04 B,$35.67 B,$36.84 B,$36.95 B,$34.47 B,$32.42 B,$26.58 B,$24.34 B,$24.55 B,$22.42 B,$21.76 B,$19.70 B,$18.62 B,$14.54 B,$14.75 B,$13.38 B,$12.75 B
allianz,,$38.32 B,$40.28 B,$43.69 B,$38.23 B,$37.43 B,$42.78 B,$35.98 B,$50.48 B,$52.61 B,$58.95 B,$55.55 B,$41.82 B,$40.78 B,$45.79 B,$41.97 B,$200.71 B,$214.04 B,,,,,
bristol-myers-squibb,,$40.71 B,$45.59 B,$51.67 B,$47.53 B,$7.34 B,$7.96 B,$6.70 B,$6.68 B,$7.83 B,$8.34 B,$7.39 B,$5.49 B,$5.44 B,$6.36 B,$6.73 B,$6.27 B,$7.43 B,$8.59 B,$10.34 B,$8.64 B,$7.64 B,$6.41 B
tjx-companies,$12.74 B,$12.50 B,$15.50 B,$11.46 B,$2.23 B,$2.23 B,$2.22 B,$1.62 B,$1.62 B,$1.27 B,$0.77 B,$0.77 B,$0.77 B,$0.77 B,$0.77 B,$0.85 B,$0.80 B,$0.80 B,$0.70 B,$0.69 B,$0.71 B,$0.70 B,$0.35 B
bp,,$55.49 B,$69.78 B,$81.92 B,$77.44 B,$65.79 B,$63.23 B,$58.30 B,$53.16 B,$52.85 B,$48.19 B,$48.79 B,$44.21 B,$45.33 B,$34.62 B,$33.20 B,$31.04 B,$24.01 B,$10.23 B,$23.09 B,$22.32 B,$22.00 B,$21.41 B
catl,,$14.57 B,$8.48 B,$4.31 B,$1.38 B,$0.81 B,$0.72 B,$0.25 B,$0.29 B,$52.4 M,,,,,,,,,,,,,
air-liquide,,$14.32 B,$15.71 B,$16.59 B,$16.38 B,$16.16 B,$17.93 B,$17.70 B,$8.90 B,$8.75 B,$9.61 B,$9.45 B,$9.11 B,$8.78 B,$9.10 B,$9.52 B,$7.83 B,$5.74 B,$5.19 B,$6.20 B,$2.73 B,,
mondelez,,$23.44 B,$19.97 B,$20.51 B,$18.82 B,$18.37 B,$17.65 B,$17.19 B,$15.39 B,$16.70 B,$17.12 B,$19.42 B,$26.93 B,$28.72 B,$18.99 B,$20.25 B,$21.00 B,$10.82 B,$10.54 B,$12.51 B,$13.46 B,$14.44 B,$16.00 B
american-tower,,$47.05 B,$52.00 B,$36.71 B,$31.06 B,$21.15 B,$20.20 B,$18.53 B,$17.11 B,$14.60 B,$14.47 B,$8.75 B,$7.23 B,$5.58 B,$4.21 B,$4.33 B,$4.28 B,$0.25 B,$3.61 B,$3.29 B,$3.36 B,$3.46 B,$3.56 B
gilead-sciences,,$25.23 B,$26.69 B,$31.40 B,$24.59 B,$27.32 B,$33.54 B,$26.34 B,$2 M,$15 M,$63.83 M,$8.22 B,$7.60 B,$3.59 B,$1.24 B,$1.36 B,$1.31 B,$1.41 B,$0.30 B,$0.41 M,$0.34 B,$0.59 B,$0.25 B
marsh-and-mclennan-companies,,$13.47 B,$13.16 B,$13.57 B,$14.22 B,$5.82 B,$5.48 B,$4.80 B,$4.41 B,$3.38 B,$2.95 B,$2.91 B,$2.92 B,$3.03 B,$3.59 B,$3.60 B,$3.86 B,$4.97 B,$5.54 B,$5.32 B,$3.35 B,$3.43 B,$3.09 B
cvs-health,,$70.73 B,$75.99 B,$85.04 B,$89.00 B,$73.42 B,$27.00 B,$27.53 B,$27.46 B,$12.95 B,$13.40 B,$9.82 B,$10.01 B,$10.05 B,$11.17 B,$11.75 B,$10.48 B,$5.05 B,$2.18 B,$2.84 B,$1.07 B,$1.11 B,$1.07 B
petrobras,,$53.79 B,$58.74 B,$75.53 B,$87.12 B,$84.36 B,$109.27 B,$118.37 B,$126.21 B,$132.15 B,$114.32 B,$96.06 B,$155.55 B,$69.65 B,$57.13 B,$20.55 B,$15.61 B,$21.33 B,$21.17 B,$20.93 B,$21.89 B,$14.68 B,$14.01 B
automatic-data-processing,$3.33 B,$3.35 B,$3.32 B,$2.34 B,$2.00 B,$2.00 B,$2.00 B,$2.00 B,$9.2 M,$2.18 B,$14.7 M,$16.8 M,$34.2 M,$39.8 M,$0.77 B,$52.1 M,$43.5 M,$74.3 M,$75.8 M,$76.2 M,$84.67 M,$90.64 M,$0.11 B
progressive,,$6.38 B,$4.89 B,$5.39 B,$4.40 B,$4.40 B,$3.30 B,$3.14 B,$2.70 B,$2.16 B,$1.86 B,$2.06 B,$2.44 B,$1.95 B,$2.17 B,$2.17 B,$2.17 B,$1.18 B,$1.28 B,$1.28 B,$1.48 B,$1.48 B,$1.09 B
cm-bank,,$62.30 B,$99.04 B,$77.25 B,$108.57 B,$91.44 B,$87.49 B,$75.45 B,$66.38 B,$32.42 B,$32.06 B,$29.98 B,$18.08 B,$12.37 B,$12.45 B,$11.46 B,$2.76 B,$2.07 B,$2.60 B,$1.54 B,$96.22 M,$10 M,$1.06 B
citigroup,,$318.70 B,$282.34 B,$301.20 B,$293.80 B,$264.25 B,$281.16 B,$236.87 B,$222.35 B,$281.41 B,$280.06 B,$291.49 B,$377.94 B,$459.26 B,$432.89 B,$486.28 B,$573.60 B,$389.32 B,$284.42 B,$264.67 B,$227.38 B,$185.06 B,$168.02 B
palo-alto-networks,$2.27 B,$3.95 B,$3.53 B,$3.42 B,$1.43 B,$1.92 B,$0.52 B,$0.50 B,$0.48 B,$0.46 B,,,,,,,,,,,,,
aia,,$11.60 B,$10.06 B,$9.06 B,$6.31 B,$4.95 B,$3.95 B,$3.46 B,$3.19 B,$2.93 B,$2.12 B,$0.76 B,$1.22 B,$0.59 B,$0.68 B,,,,,,,,
lam-research,$5.01 B,$5.00 B,$5.00 B,$5.81 B,$4.48 B,$2.41 B,$2.69 B,$4.33 B,$2.36 B,$0.81 B,$0.78 B,$0.76 B,$0.73 B,$17.64 M,$40.88 M,$0.30 B,$0.25 B,$0.35 B,$2.78 M,$12.05 M,$0.33 B,$0.67 B,$0.66 B
shopify,,$1.39 B,$1.17 B,$0.91 B,$0.15 B,$24.86 M,$16.45 M,$13.93 M,$11.31 M,$7.77 M,$0.48 M,,,,,,,,,,,,
china-life-insurance,,$2.07 B,$3.27 B,$3.40 B,$3.31 B,$2.92 B,$2.88 B,$2.32 B,$0.40 B,$0.42 B,$11.23 B,$10.90 B,$11.10 B,$10.61 B,$9.85 B,,,,,,$N/A,,
analog-devices,,$6.54 B,$6.76 B,$5.14 B,$5.49 B,$6.33 B,$7.85 B,$1.73 B,$0.87 B,$0.87 B,$0.87 B,$0.82 B,$0.88 B,$0.40 B,$0.37 B,,,,,,,$1.27 B,$1.21 B
ubs,,$193.27 B,$218.64 B,$200.47 B,$177.30 B,$189.30 B,$143.26 B,$101.73 B,$94.23 B,$92.23 B,$91.93 B,$114.63 B,$149.41 B,$139.36 B,$126.91 B,$279.05 B,$364.87 B,$275.31 B,$122.31 B,$103.25 B,$96.97 B,$153.93 B,$94.27 B
regeneron-pharmaceuticals,,$2.70 B,$2.69 B,$2.69 B,$0.71 B,$0.70 B,$0.70 B,$0.48 B,$0.37 B,$0.45 B,$0.50 B,$0.45 B,$0.43 B,$0.16 B,,$5.09 M,$0.20 B,$0.20 B,$0.20 B,$0.20 B,$0.21 B,$0.20 B,$0.20 B
eaton,,$9.11 B,$8.91 B,$8.38 B,$8.65 B,$7.52 B,$7.75 B,$8.27 B,$8.44 B,$9.03 B,$9.54 B,$10.83 B,$3.77 B,$3.45 B,$3.46 B,$4.27 B,$3.41 B,$2.58 B,$2.46 B,$1.77 B,$1.95 B,$2.08 B,$2.44 B
ping-an-insurance,,$214.29 B,$249.31 B,$218.23 B,$169.57 B,$141.47 B,$124.41 B,$79.16 B,$57.94 B,$26.40 B,$19.58 B,$17.24 B,$10.84 B,$3.92 B,$4.12 B,$1.02 B,$0.97 B,$0.21 B,,,,,
chubb,,$14.87 B,$16.16 B,$14.94 B,$14.85 B,$12.59 B,$12.56 B,$13.11 B,$9.44 B,$5.90 B,$5.70 B,$4.76 B,$4.61 B,$4.65 B,$3.31 B,$3.27 B,$2.18 B,$2.13 B,$2.11 B,$1.99 B,$1.89 B,$1.89 B,$1.84 B
vertex-pharmaceuticals,,$0.47 B,$0.55 B,$0.58 B,$0.57 B,$0.56 B,$0.56 B,$0.83 B,$0.82 B,$0.82 B,$0.44 B,$0.67 B,$0.40 B,$0.53 B,$0.15 B,$0.28 B,$19.99 M,$0.12 B,$0.18 B,$0.33 B,$0.34 B,$0.32 B,$0.32 B
equinor,,$32.16 B,$36.23 B,$38.11 B,$29.03 B,$25.72 B,$28.27 B,$31.67 B,$32.36 B,$31.15 B,$30.02 B,$21.38 B,$22.02 B,$18.97 B,$17.96 B,$10.82 B,,$5.74 B,$5.06 B,$5.99 B,$5.60 B,$5.34 B,$4.65 B
essilor-luxottica,,$13.07 B,$14.74 B,$14.63 B,$10.54 B,$4.30 B,$2.59 B,$2.74 B,$2.81 B,$2.97 B,$1.62 B,$1.21 B,$1.18 B,$0.91 B,$0.52 B,$0.90 B,$0.68 B,$0.59 B,$0.71 B,$0.87 B,$0.89 B,$0.44 B,$0.44 B
airbnb,,$2.34 B,$2.41 B,$2.30 B,$0.41 B,$N/A,,,,,,,,,,,,,,,,,
kohlberg-kravis-roberts,,$44.07 B,$39.28 B,$33.42 B,$27.01 B,$22.34 B,$21.19 B,$18.54 B,$18.73 B,$10.83 B,$1.90 B,$1.12 B,$1.56 B,$1.48 B,$2.06 B,$2.40 B,,,,,,,
csl,$12.22 B,$9.65 B,$4.36 B,$4.11 B,$3.27 B,$3.24 B,$3.05 B,$2.34 B,$1.75 B,$1.78 B,$1.53 B,$1.33 B,$0.47 B,$0.33 B,$0.46 B,$0.87 B,$0.73 B,$0.58 B,$0.51 B,$0.38 B,$0.25 B,$0.23 B,$0.20 B
sinopec,,$51.71 B,$49.51 B,$46.06 B,$48.02 B,$22.48 B,$27.63 B,$27.68 B,$39.37 B,$53.14 B,$51.13 B,$44.60 B,$37.36 B,$31.74 B,$31.96 B,$30.25 B,$22.94 B,$19.40 B,$16.48 B,$15.03 B,$12.11 B,$12.34 B,$12.67 B
icici-bank,$23.02 B,$21.31 B,$19.59 B,$28.36 B,$30.29 B,$33.02 B,$28.73 B,$33.20 B,$33.79 B,$30.67 B,$31.85 B,$27.97 B,$28.20 B,$25.82 B,$17.40 B,$26.75 B,$19.11 B,$12.53 B,$10.54 B,$9.93 B,$5.29 B,$0.34 B,$64.78 M
zoetis,,$8.09 B,$6.74 B,$7.36 B,$6.61 B,$6.45 B,$4.95 B,$4.46 B,$4.86 B,$3.65 B,$3.65 B,$0.58 B,$0.57 B,$0.71 B,,,,,,,,,
micron-technology,$13.93 B,$7.51 B,$7.28 B,$7.17 B,$5.85 B,$4.63 B,$11.15 B,$9.91 B,$7.39 B,$6.65 B,$6.03 B,$3.26 B,$2.00 B,$2.36 B,$2.80 B,$2.72 B,$2.41 B,$0.57 B,$1.16 B,$1.09 B,$1.08 B,$0.45 B,$0.53 B
blackstone-group,,$13.46 B,$8.71 B,$6.34 B,$11.77 B,$10.17 B,$14.93 B,$8.94 B,$6.15 B,$8.96 B,$10.78 B,$13.19 B,$8.96 B,$7.19 B,$0.65 B,$0.38 B,$0.13 B,$0.97 B,$1.96 B,,,,
porsche,,$10.15 B,$11.01 B,$10.23 B,$8.52 B,$6.69 B,,,,,,,,,,,,,,,,,
al-rajhi-bank,,$0.19 B,$0.24 B,$0.30 B,$0.34 B,,,,,,,,,,,,,,,,,,
synopsys,,$0.65 B,$0.66 B,$0.66 B,$0.13 B,$0.46 B,$0.14 B,$0.20 B,$0.20 B,$75 M,$0.10 B,$0.13 B,,,,,,,,,,$1.42 M,$0.6 M
china-shenhua-energy,,$8.25 B,$10.26 B,$9.79 B,$7.21 B,$8.69 B,$14.63 B,$15.26 B,$15.70 B,$13.12 B,$15.01 B,$10.90 B,$9.65 B,$9.83 B,$11.19 B,$10.36 B,$7.68 B,$6.41 B,$5.66 B,$6.60 B,,,
boston-scientific,,$9.28 B,$9.45 B,$9.53 B,$10.27 B,$7.03 B,$5.57 B,$5.48 B,$5.67 B,$4.26 B,$4.24 B,$4.25 B,$4.26 B,$5.43 B,$5.91 B,$6.74 B,$8.18 B,$8.90 B,$2.02 B,$2.36 B,$1.72 B,$0.93 B,$1.20 B
mercadolibre,,$5.41 B,$3.98 B,$1.70 B,$1.01 B,$0.73 B,$0.36 B,$0.31 B,$0.29 B,$0.28 B,$15.86 M,$0.14 M,$4.12 M,$0.18 M,$4.56 M,$18.35 M,$9.71 M,$9.09 M,$12.13 M,,,,
byd,,$3.16 B,$5.55 B,$8.01 B,$10.24 B,$8.60 B,$8.68 B,$6.08 B,$5.80 B,$4.86 B,$4.10 B,$2.98 B,$2.93 B,$2.12 B,$0.53 B,$1.34 B,$1.11 B,$0.71 B,$0.49 B,$0.32 B,$87.61 M,$N/A,
cnooc,,$19.48 B,$21.20 B,$22.00 B,$22.50 B,$20.28 B,$20.32 B,$21.67 B,$25.40 B,$22.05 B,$21.78 B,$9.28 B,$6.04 B,$5.04 B,$2.73 B,$2.03 B,$1.51 B,$2.60 B,$2.15 B,$2.08 B,$1.09 B,$0.64 B,$0.54 B
diageo,$20.81 B,$19.43 B,$20.38 B,$20.66 B,$15.93 B,$13.07 B,$11.76 B,$13.63 B,$15.47 B,$15.69 B,$15.34 B,$13.53 B,$13.24 B,$13.21 B,$14.64 B,$14.86 B,$11.73 B,$8.80 B,$8.13 B,$9.67 B,$11.24 B,$9.31 B,$9.57 B
fiserv,,$21.41 B,$21.23 B,$20.68 B,$21.89 B,$5.95 B,$4.90 B,$4.56 B,$4.29 B,$3.80 B,$3.84 B,$3.23 B,$3.39 B,$3.35 B,$3.64 B,$4.10 B,$5.40 B,$0.74 B,$0.59 B,$0.60 B,$0.83 B,$0.58 B,$0.45 B
