Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
bny-mellon,$16.75 B,$16.03 B,$15.63 B,$15.47 B,$16.08 B,$15.69 B,$15.12 B,$14.83 B,$14.87 B,$13.59 B,$14.54 B,$14.44 B,$14.85 B,$13.85 B,$7.03 B,$13.53 B,$11.00 B,$4.88 B,$6.86 B,$6.33 B,$5.61 B,$4.80 B,$5.22 B
adidas,$23.43 B,$23.63 B,$24.71 B,$23.09 B,$26.41 B,$25.77 B,$24.59 B,$21.33 B,$18.71 B,$18.96 B,$19.24 B,$19.36 B,$18.37 B,$15.80 B,$14.61 B,,,,,,,,
japan-post-bank,$12.83 B,$11.81 B,$17.32 B,$13.77 B,$13.18 B,$13.80 B,$14.59 B,$13.63 B,,,,,,,,,,,,,,,
l3harris-technologies,$18.65 B,$17.06 B,$17.81 B,$18.19 B,$12.85 B,$6.44 B,$5.97 B,$7.26 B,$6.37 B,$4.95 B,$4.97 B,$5.46 B,$5.98 B,$5.62 B,$4.53 B,$5.65 B,$4.82 B,$3.83 B,$3.19 B,$2.75 B,$2.28 B,$1.95 B,$1.90 B
asian-paints,$4.23 B,$4.18 B,$3.72 B,$2.63 B,$2.92 B,$2.72 B,$2.51 B,$2.21 B,$2.31 B,$2.25 B,$2.02 B,$2.01 B,,,,,,,,,,,
datadog,$2.00 B,$1.67 B,$1.02 B,$0.60 B,$0.36 B,,,,,,,,,,,,,,,,,,
bce,$18.29 B,$18.40 B,$18.56 B,$17.03 B,$18.18 B,$17.87 B,$17.71 B,$16.54 B,$16.44 B,$18.92 B,$19.59 B,$20.01 B,$19.51 B,$17.60 B,$15.73 B,$16.47 B,$17.08 B,$16.23 B,$16.04 B,$15.11 B,$14.16 B,$14.88 B,$16.47 B
lloyds-banking-group,$23.21 B,$22.03 B,$22.24 B,$19.82 B,$23.46 B,$24.68 B,$24.45 B,$21.97 B,$26.32 B,$27.65 B,$37.66 B,,,,,,,,,,,,
murata-seisakusho,$11.31 B,$13.29 B,$15.97 B,$14.96 B,$14.03 B,$14.07 B,$11.59 B,$10.44 B,$10.06 B,$8.95 B,$8.28 B,$7.91 B,$7.44 B,$7.04 B,$5.20 B,$5.78 B,,,,,,,
grupo-mexico,$14.75 B,$13.87 B,$14.77 B,$10.90 B,$13.21 B,$5.16 B,$9.78 B,$8.17 B,$8.17 B,$9.32 B,$9.35 B,$10.18 B,$10.37 B,$8.08 B,$4.82 B,,,,,,,,
electronic-arts,$7.59 B,$7.37 B,$6.51 B,$5.67 B,$5.38 B,$5.29 B,$5.09 B,$4.62 B,$4.27 B,$4.45 B,$3.66 B,$3.95 B,$3.86 B,$3.47 B,$3.53 B,$4.48 B,$3.15 B,$3.11 B,$2.86 B,$3.17 B,$2.82 B,$2.48 B,$1.56 B
allstate,$55.90 B,$51.41 B,$50.58 B,$44.79 B,$44.67 B,$39.81 B,$38.52 B,$36.53 B,$35.65 B,$35.23 B,$34.50 B,$33.31 B,$32.65 B,$31.40 B,$32.01 B,$29.39 B,$36.76 B,$35.79 B,$35.38 B,$33.93 B,$32.14 B,$29.57 B,$28.86 B
manulife-financial,$34.16 B,$10.88 B,$47.48 B,$57.03 B,$58.94 B,$28.39 B,$44.11 B,$39.84 B,$24.93 B,$47.79 B,$16.87 B,$29.61 B,$50.60 B,$36.38 B,$35.63 B,$30.24 B,$34.09 B,$29.96 B,$26.94 B,$21.43 B,$12.41 B,$12.21 B,$11.97 B
ferguson,$29.73 B,$29.69 B,$24.22 B,,,,,,,,,,,,,,,,,,,,
ametek,$6.49 B,$6.15 B,$5.54 B,$4.54 B,$5.15 B,$4.84 B,$4.30 B,$3.84 B,$3.97 B,$4.02 B,$3.59 B,$3.33 B,$2.98 B,$2.47 B,$2.09 B,$2.53 B,$2.13 B,$1.81 B,$1.43 B,$1.22 B,$1.09 B,$1.04 B,$1.01 B
prudential-financial,$46.73 B,$55.77 B,$62.32 B,$50.39 B,$58.11 B,$57.57 B,$53.92 B,$52.75 B,$52.29 B,$45.85 B,$40.43 B,$80.08 B,$41.98 B,$28.45 B,$32.69 B,$29.27 B,$34.44 B,$32.50 B,$31.73 B,$28.34 B,$27.92 B,$26.67 B,
dow,$45.86 B,$56.90 B,$54.96 B,$38.54 B,$45.56 B,$62.94 B,,,,,,,,,,,,,,,,,
mplx,$10.26 B,$10.54 B,$9.53 B,$8.24 B,$7.47 B,$6.07 B,$3.69 B,$2.55 B,$0.66 B,$0.52 B,$0.46 B,$0.44 B,$0.41 B,,,,,,,,,,
ameriprise-financial,$15.16 B,$14.27 B,$13.43 B,$11.89 B,$12.75 B,$12.83 B,$12.02 B,$11.69 B,$12.17 B,$12.26 B,$11.19 B,$10.23 B,$10.38 B,$9.85 B,$7.80 B,$8.66 B,$8.65 B,$8.14 B,$7.58 B,,,,
kuhne-nagel,$29.49 B,$41.73 B,$35.43 B,$22.02 B,$21.45 B,$21.24 B,$19.09 B,$16.82 B,$17.37 B,$18.84 B,$18.65 B,$18.47 B,,,,,,,,,,,
otis-worldwide,$14.02 B,$13.68 B,$14.29 B,$12.75 B,$13.11 B,,,,,,,,,,,,,,,,,,
givaudan,$7.70 B,$7.31 B,$7.17 B,$6.40 B,$5.61 B,$5.18 B,$4.57 B,$4.44 B,$4.45 B,$4.92 B,$4.66 B,$4.17 B,$4.53 B,$3.82 B,$3.91 B,$3.65 B,$2.39 B,$2.11 B,$2.34 B,$2.19 B,$3.06 B,,
givaudan,$7.70 B,$7.31 B,$7.17 B,$6.40 B,$5.61 B,$5.18 B,$4.57 B,$4.44 B,$4.45 B,$4.92 B,$4.66 B,$4.17 B,$4.53 B,$3.82 B,$3.91 B,$3.65 B,$2.39 B,$2.11 B,$2.34 B,$2.19 B,$3.06 B,,
waste-connections,$7.85 B,$7.21 B,$6.15 B,$5.44 B,$5.38 B,$4.92 B,$4.63 B,$3.37 B,$2.11 B,$2.07 B,$1.92 B,$1.66 B,$1.50 B,$1.31 B,$1.19 B,$1.04 B,$0.95 B,$0.82 B,$0.72 B,$0.62 B,$0.56 B,$0.49 B,$0.37 B
fastenal,$7.28 B,$6.98 B,$6.01 B,$5.64 B,$5.33 B,$4.96 B,$4.39 B,$3.96 B,$3.86 B,$3.73 B,$3.32 B,$3.13 B,$2.76 B,$2.26 B,$1.93 B,$2.34 B,$2.06 B,$1.80 B,$1.52 B,$1.23 B,$0.99 B,$0.90 B,$0.81 B
sun-pharmaceutical,$5.52 B,$5.25 B,$5.05 B,$4.40 B,$4.46 B,$4.11 B,$4.04 B,$4.59 B,$4.09 B,$2.77 B,$2.51 B,$1.95 B,,,,,,,,,,,
deutsche-boerse,$6.23 B,$5.50 B,$5.07 B,$4.30 B,$3.68 B,$3.64 B,$3.18 B,$2.91 B,$3.06 B,$3.10 B,$2.91 B,$2.86 B,$3.25 B,$2.64 B,$3.03 B,,,,,,,,
constellation-energy,$26.45 B,$24.44 B,$19.65 B,,,,,,,,,,,,,,,,,,,,
alcon,$9.27 B,$8.71 B,$8.29 B,$6.83 B,$7.50 B,,,,,,,,,,,,,,,,,,
uniper,$146.50 B,$287.08 B,$188.74 B,$59.69 B,$73.58 B,$91.91 B,$82.63 B,$74.25 B,,,,,,,,,,,,,,,
li-auto,$14.08 B,$6.68 B,$4.19 B,$1.39 B,,,,,,,,,,,,,,,,,,,
gartner,$5.82 B,$5.47 B,$4.73 B,$4.09 B,$4.24 B,$3.97 B,$3.31 B,$2.44 B,$2.16 B,$2.02 B,$1.78 B,$1.61 B,$1.46 B,$1.28 B,$1.13 B,$1.27 B,$1.18 B,$1.06 B,$0.98 B,$0.89 B,$0.85 B,$0.88 B,$0.94 B
cognizant-technology-solutions,$19.43 B,$19.42 B,$18.50 B,$16.65 B,$16.78 B,$16.12 B,$14.81 B,$13.48 B,$12.41 B,$10.26 B,$8.84 B,$7.34 B,$6.12 B,$4.59 B,$3.27 B,$2.81 B,$2.13 B,$1.42 B,$0.88 B,$0.58 B,$0.36 B,$0.22 B,$0.17 B
experian,$6.61 B,$6.28 B,$5.37 B,$5.17 B,$4.86 B,$4.66 B,$4.33 B,$4.55 B,$4.81 B,$4.84 B,$4.73 B,$4.48 B,$3.88 B,$3.88 B,$3.87 B,$3.78 B,$3.48 B,$3.06 B,$2.51 B,,,,
e-on,$111.34 B,$122.05 B,$89.60 B,$70.65 B,$45.87 B,$35.11 B,$43.51 B,$60.16 B,$128.39 B,$145.67 B,$162.43 B,$172.31 B,$154.98 B,$123.43 B,$115.32 B,$138.48 B,$91.56 B,$81.51 B,$64.35 B,$56.21 B,$49.90 B,$46.19 B,$82.68 B
7-eleven,$83.56 B,$87.60 B,$69.15 B,$55.95 B,$61.45 B,$60.17 B,$54.04 B,$53.01 B,$49.60 B,$55.91 B,$55.85 B,$61.43 B,$61.11 B,$58.75 B,,,,,,,,,
yum,$7.05 B,$6.84 B,$6.58 B,$5.65 B,$5.59 B,$5.68 B,$5.87 B,$10.82 B,$13.10 B,$13.27 B,$13.08 B,$13.63 B,$12.62 B,$11.34 B,$10.83 B,$11.27 B,$10.41 B,$9.56 B,$9.34 B,$9.01 B,$8.38 B,$7.75 B,$6.95 B
fidelity-national-information-services,$13.45 B,$14.52 B,$13.87 B,$12.55 B,$10.33 B,$8.42 B,$9.12 B,$9.24 B,$6.59 B,$6.41 B,$6.07 B,$5.84 B,$5.74 B,$5.29 B,$3.76 B,$4.35 B,$4.79 B,$4.13 B,$1.11 B,$1.09 B,$1.01 B,$1.00 B,
partners-group,$1.96 B,$2.83 B,$1.56 B,$1.59 B,$1.30 B,$1.24 B,$0.93 B,$0.60 B,$0.55 B,$0.52 B,$0.47 B,$0.36 B,$0.40 B,$0.31 B,$0.31 B,,,,,,,,
interactive-brokers,$7.19 B,$4.08 B,$2.93 B,$2.47 B,$2.58 B,$2.36 B,$1.85 B,$1.47 B,$1.25 B,$1.11 B,$1.12 B,$1.14 B,$1.35 B,$0.92 B,$1.10 B,$1.85 B,$1.46 B,$1.25 B,,,,,
capgemini,$23.55 B,$20.56 B,$19.49 B,$15.82 B,$15.09 B,$15.35 B,$13.19 B,$13.02 B,$12.85 B,$13.93 B,$13.57 B,$12.56 B,$11.56 B,$11.99 B,$12.17 B,$12.70 B,$10.17 B,$8.21 B,$8.53 B,$7.24 B,$7.64 B,$9.12 B,
biogen,$9.99 B,$10.17 B,$10.98 B,$13.44 B,$14.37 B,$13.45 B,$12.27 B,$11.44 B,$10.76 B,$9.70 B,$6.93 B,$5.22 B,$5.04 B,$4.71 B,$4.37 B,$4.09 B,$3.17 B,$1.87 B,$1.71 B,$1.59 B,$0.67 B,$1.14 B,$1.04 B
uob,$7.05 B,$7.39 B,$6.74 B,$6.90 B,$5.85 B,$5.78 B,$5.83 B,$5.33 B,$5.21 B,$4.48 B,$4.30 B,$3.74 B,,,,,,,,,,,
ppg-industries,$18.08 B,$17.65 B,$16.80 B,$13.83 B,$15.14 B,$15.37 B,$14.83 B,$15.02 B,$15.33 B,$15.36 B,$15.10 B,$15.20 B,$14.88 B,$13.42 B,$12.23 B,$15.60 B,$11.78 B,$11.03 B,$10.20 B,$9.51 B,$8.75 B,$8.06 B,$8.16 B
bank-mandiri,$8.27 B,$8.46 B,$7.78 B,$6.19 B,$6.46 B,$5.97 B,$5.96 B,$5.78 B,$5.01 B,$4.99 B,$4.69 B,$4.51 B,$4.04 B,,,,,,,,,,
btg-pactual,$6.15 B,$5.74 B,$3.31 B,$2.03 B,$1.31 B,$1.39 B,$2.00 B,,,,,,,,,,,,,,,,
exor,$223.32 B,$224.32 B,$228.73 B,,,,,,,,,,,,,,,,,,,,
las-vegas-sands,$8.57 B,$4.11 B,$4.23 B,$3.61 B,$13.73 B,$13.72 B,$12.88 B,$11.40 B,$11.68 B,$14.58 B,$13.76 B,$11.13 B,$9.41 B,$6.85 B,$4.56 B,$4.38 B,$2.95 B,$2.23 B,$1.74 B,$1.19 B,,,
the-trade-desk,$1.83 B,$1.57 B,$1.19 B,$0.83 B,$0.66 B,$0.47 B,$0.30 B,$0.20 B,,,,,,,,,,,,,,,
compagnie-de-saint-gobain,$54.83 B,$50.01 B,$46.89 B,$47.69 B,$47.78 B,$48.99 B,$41.15 B,$43.32 B,$49.93 B,$58.03 B,$57.14 B,$54.58 B,$53.36 B,$54.13 B,$61.23 B,$63.39 B,$54.98 B,$41.48 B,$43.64 B,$37.25 B,,,
coinbase,$2.78 B,$3.19 B,$7.83 B,$1.27 B,,,,,,,,,,,,,,,,,,,
costar-group,$2.38 B,$2.18 B,$1.94 B,$1.65 B,$1.39 B,$1.19 B,$0.96 B,$0.83 B,$0.71 B,$0.57 B,$0.44 B,$0.34 B,$0.25 B,$0.22 B,$0.20 B,$0.21 B,$0.19 B,$0.15 B,$0.13 B,$0.11 B,$95.1 M,$79.36 M,$72.51 M
wolters-kluwer,$5.84 B,$5.40 B,$5.66 B,$5.16 B,$4.87 B,$5.30 B,$4.52 B,$4.60 B,$4.45 B,$4.92 B,$4.76 B,$4.34 B,$4.72 B,$4.90 B,$4.71 B,$4.98 B,$4.88 B,$3.98 B,$4.42 B,$4.32 B,$4.22 B,$4.16 B,
xcel-energy,$14.81 B,$15.31 B,$13.43 B,$11.52 B,$11.52 B,$11.53 B,$11.40 B,$11.10 B,$11.02 B,$11.68 B,$10.91 B,$10.12 B,$10.65 B,$10.31 B,$9.64 B,$11.20 B,$10.03 B,$9.84 B,$9.63 B,$8.36 B,$8.51 B,$11.56 B,$14.72 B
bayer,$51.47 B,$53.67 B,$51.30 B,$47.75 B,$50.45 B,$46.47 B,$47.89 B,$51.78 B,$51.48 B,$55.13 B,$53.29 B,$51.73 B,$50.38 B,$46.14 B,$43.81 B,$49.13 B,$45.17 B,$37.29 B,$32.02 B,$37.55 B,$33.71 B,$30.88 B,$29.95 B
verisk-analytics,$2.63 B,$2.89 B,$2.99 B,$2.78 B,$2.60 B,$2.39 B,$2.14 B,$1.99 B,$2.06 B,$1.74 B,$1.59 B,$1.53 B,$1.33 B,$1.13 B,$1.02 B,$0.89 B,,,,,,,
anglo-american,$35.11 B,$41.55 B,$30.90 B,$29.87 B,$27.61 B,$26.24 B,$21.37 B,$20.45 B,$27.07 B,$29.34 B,$28.76 B,$30.58 B,$27.96 B,$20.85 B,$26.31 B,$25.47 B,$24.99 B,$29.43 B,$26.26 B,$18.63 B,$15.15 B,$14.78 B,
ares-management,$3.85 B,$3.05 B,$4.21 B,$1.76 B,$1.76 B,$0.95 B,$1.41 B,$1.19 B,$0.66 B,$0.60 B,$0.47 B,,,,,,,,,,,,
united-rentals,$13.90 B,$11.64 B,$9.71 B,$8.53 B,$9.35 B,$8.04 B,$6.64 B,$5.76 B,$5.81 B,$5.68 B,$4.95 B,$4.11 B,$2.61 B,$2.23 B,$2.35 B,$3.26 B,$3.73 B,$3.64 B,$3.56 B,$3.09 B,$2.86 B,$2.82 B,$2.88 B
wanhua-chemical,$23.77 B,$24.54 B,$22.51 B,$10.75 B,$9.82 B,$9.09 B,$7.93 B,$4.49 B,$3.09 B,$3.57 B,$3.30 B,$2.53 B,$2.12 B,$1.40 B,$0.95 B,$1.12 B,$1.03 B,$0.62 B,$0.40 B,$0.25 B,$0.16 B,$0.10 B,
naspers,$2.53 B,$2.87 B,$2.80 B,,,,,,,,,,,,,,,,,,,,
kuwait-finance-house,$4.74 B,$3.37 B,$2.70 B,$2.48 B,$2.55 B,$2.30 B,$2.24 B,$2.05 B,$2.33 B,$2.48 B,$3.08 B,$2.73 B,,,,,,,,,,,
ntpc-limited,$21.61 B,$21.05 B,$17.02 B,$15.52 B,$14.14 B,,,,,,,,,,,,,,,,,,
dsv,$23.92 B,$33.36 B,$28.41 B,$18.05 B,$14.17 B,$12.45 B,$11.56 B,$10.04 B,$7.53 B,$8.50 B,$8.14 B,$7.84 B,$8.09 B,$7.52 B,$6.81 B,,,,,,,,
on-semiconductor,$8.33 B,$8.32 B,$6.73 B,$5.25 B,$5.51 B,$5.87 B,$5.54 B,$3.90 B,$3.49 B,$3.16 B,$2.78 B,$2.89 B,$3.44 B,$2.31 B,$1.76 B,$2.05 B,$1.56 B,$1.53 B,$1.26 B,$1.26 B,$1.06 B,$1.08 B,$1.21 B
hyundai,$121.95 B,$109.60 B,$101.40 B,$89.47 B,$90.93 B,$87.95 B,$86.25 B,$81.42 B,$80.04 B,$84.49 B,$80.42 B,$77.28 B,$69.19 B,$58.62 B,$80.00 B,$72.73 B,$56.54 B,,,,,,
verbund,$13.48 B,$10.88 B,$5.47 B,$3.72 B,$4.35 B,$3.34 B,$3.33 B,$3.09 B,$3.26 B,$3.67 B,$4.20 B,$4.12 B,$5.31 B,$4.35 B,$4.89 B,$5.53 B,,,,,,,
cummins,$33.29 B,$28.07 B,$24.02 B,$19.81 B,$23.57 B,$23.77 B,$20.42 B,$17.50 B,$19.11 B,$19.22 B,$17.30 B,$17.33 B,$18.04 B,$13.22 B,$10.80 B,$14.34 B,$13.04 B,$11.36 B,$9.91 B,$8.43 B,$6.29 B,$5.85 B,$5.68 B
mobileye,$2.00 B,$1.86 B,,,,,,,,,,,,,,,,,,,,,
rwe,$34.87 B,$40.28 B,$28.31 B,$15.90 B,$14.70 B,$25.17 B,$48.57 B,$48.13 B,$51.15 B,$60.94 B,$68.16 B,$66.26 B,$67.50 B,$66.81 B,$64.61 B,,,,,,,,
bajaj-finserv,$11.01 B,$9.81 B,$8.15 B,$6.10 B,$6.63 B,$5.24 B,$4.46 B,$2.27 B,$1.90 B,$1.63 B,$1.35 B,$1.17 B,,,,,,,,,,,
swiss-re,$43.74 B,$35.65 B,$37.27 B,$36.55 B,$32.82 B,$28.08 B,$28.83 B,,,,,,,,,,,,,,,,
baker-hughes,$24.57 B,$21.15 B,$20.53 B,$20.70 B,$23.83 B,$22.87 B,$18.91 B,,,,,,,,,,,,,,,,
ultratech-cement,$8.23 B,$7.46 B,$6.85 B,$5.42 B,$5.76 B,$5.23 B,$4.48 B,$3.72 B,$3.91 B,$3.91 B,,,,,,,,,,,,,
beiersdorf,$7.39 B,$8.21 B,$8.14 B,$7.85 B,$7.77 B,$8.28 B,$7.94 B,,,,,,,,,,,,,,,,
kroger,$147.79 B,$146.48 B,$130.65 B,$121.48 B,$124.10 B,$119.24 B,$113.89 B,$108.87 B,$106.48 B,$99.42 B,$94.00 B,$88.89 B,$80.78 B,$75.46 B,$75.97 B,$69.85 B,$63.97 B,$59.52 B,$55.77 B,$53.22 B,$51.41 B,$50.66 B,
rbi,$6.89 B,$6.50 B,$5.73 B,$4.96 B,$5.60 B,$5.35 B,$4.57 B,$4.14 B,$4.05 B,$1.19 B,,,,,,,,,,,,,
rockwell-automation,$9.05 B,$7.88 B,$7.28 B,$6.21 B,$6.73 B,$6.72 B,$6.40 B,$5.94 B,$6.16 B,$6.60 B,$6.45 B,$6.27 B,$6.10 B,$5.15 B,$4.21 B,$5.55 B,$5.18 B,$5.40 B,$5.11 B,$4.58 B,$4.13 B,$3.96 B,$4.13 B
citic-bank,$29.30 B,$31.23 B,$31.58 B,$28.30 B,$27.09 B,$24.79 B,$23.42 B,$23.06 B,$22.99 B,$20.12 B,$17.05 B,$14.22 B,$11.99 B,$8.28 B,$5.97 B,$5.84 B,,,,,,,
east-money,$0.85 B,$1.84 B,$2.02 B,$1.20 B,$0.61 B,$0.46 B,$0.38 B,$0.35 B,$0.46 B,$98.95 M,$40.72 M,$35.37 M,$43.73 M,$27.53 M,$24.19 M,,,,,,,,
orange,$69.46 B,$74.09 B,$65.48 B,$59.69 B,$59.64 B,$55.43 B,$50.39 B,$44.69 B,,,,,,,,,,,,,,,
dmart,$5.65 B,$5.12 B,$3.98 B,$3.09 B,$3.38 B,,,,,,,,,,,,,,,,,,
consolidated-edison,$15.25 B,$15.67 B,$13.67 B,$12.24 B,$12.16 B,$12.33 B,$12.03 B,$12.07 B,$12.55 B,$12.91 B,$12.35 B,$12.18 B,$12.93 B,$13.32 B,$13.03 B,$13.58 B,$13.11 B,$12.13 B,$11.69 B,$9.75 B,$9.82 B,$8.59 B,$9.63 B
generali,$86.32 B,$93.97 B,$106.65 B,$105.64 B,$102.20 B,$101.62 B,$119.70 B,$127.83 B,,,,,,,,,,,,,,,
corteva,$17.34 B,$17.45 B,$15.65 B,$14.21 B,$16.73 B,$17.19 B,,,,,,,,,,,,,,,,,
vici-properties,$3.45 B,$2.60 B,$1.50 B,$1.22 B,$0.89 B,$0.89 B,,,,,,,,,,,,,,,,,
banco-do-brasil,$25.48 B,$24.34 B,$18.03 B,$16.32 B,$22.34 B,$23.28 B,$27.80 B,$27.65 B,$21.67 B,$37.30 B,$35.27 B,$38.25 B,$42.40 B,$38.13 B,$25.47 B,,,,,,,,
smc,$5.73 B,$6.09 B,$6.27 B,$4.92 B,$4.84 B,$5.41 B,$5.12 B,$4.32 B,$3.95 B,$4.09 B,$3.79 B,$4.04 B,$4.21 B,$3.59 B,$2.06 B,,,,,,,,
tata-motors,$44.16 B,$25.17 B,$42.05 B,$40.82 B,$40.31 B,$37.60 B,$25.83 B,$8.81 B,$6.80 B,$8.32 B,,,,,,,,,,,,,
halliburton,$22.86 B,$20.29 B,$15.29 B,$14.44 B,$22.40 B,$23.99 B,$20.62 B,$15.88 B,$23.63 B,$32.87 B,$29.40 B,$28.50 B,$24.82 B,$17.97 B,$14.67 B,$18.27 B,$15.26 B,$22.53 B,$21.03 B,$20.46 B,$16.28 B,$12.57 B,$13.04 B
nasdaq,$5.99 B,$6.22 B,$5.88 B,$5.62 B,$4.26 B,$4.27 B,$3.96 B,$3.70 B,$3.40 B,$3.50 B,$3.21 B,$3.11 B,$3.43 B,$3.19 B,$3.41 B,$3.64 B,$2.43 B,$1.65 B,$0.87 B,$0.54 B,$0.58 B,$0.81 B,$0.85 B
global-payments,$9.47 B,$8.97 B,$8.52 B,$7.42 B,$4.91 B,$3.36 B,$3.97 B,$3.30 B,$2.84 B,$2.69 B,$2.46 B,$2.30 B,$2.04 B,$1.70 B,$1.64 B,$1.46 B,$1.16 B,$0.98 B,$0.84 B,$0.72 B,$0.54 B,$0.49 B,$0.40 B
amadeus-it-group,$5.37 B,$4.70 B,$3.10 B,$2.49 B,$6.23 B,$5.81 B,$5.56 B,$4.94 B,$4.32 B,$4.46 B,$4.11 B,$3.78 B,$3.87 B,$3.41 B,$3.47 B,,,,,,,,
caixabank,$15.77 B,$13.33 B,$12.86 B,$9.98 B,$10.71 B,$11.41 B,$10.29 B,$8.94 B,$7.69 B,$10.60 B,$9.26 B,$8.65 B,$7.24 B,$12.80 B,,,,,,,,,
wuxi-apptec,$5.74 B,$5.80 B,$3.54 B,$2.41 B,$1.85 B,$1.44 B,$1.15 B,,,,,,,,,,,,,,,,
thales,$18.81 B,$18.33 B,$20.89 B,$20.61 B,$18.13 B,$18.96 B,$15.66 B,$15.37 B,$15.77 B,$19.60 B,$18.72 B,$16.88 B,$17.45 B,$18.45 B,$17.70 B,$17.95 B,$13.56 B,$12.12 B,$13.94 B,$13.30 B,$12.04 B,$11.13 B,
moderna,$9.12 B,$18.81 B,$17.73 B,$0.27 B,$48.03 M,$0.12 B,,,,,,,,,,,,,,,,,
prudential,$129.28 B,$130.57 B,$109.62 B,$78.48 B,$38.68 B,$2.90 B,,,,,,,,,,,,,,,,,
pseg,$11.77 B,$9.80 B,$9.72 B,$9.60 B,$10.07 B,$9.69 B,$9.08 B,$9.06 B,$10.41 B,$10.88 B,$9.96 B,$9.78 B,$11.07 B,$11.69 B,$12.40 B,$13.34 B,$12.86 B,$12.16 B,$12.43 B,$10.99 B,$11.17 B,$9.32 B,$9.81 B
rolls-royce-holdings,$16.38 B,$15.14 B,$16.11 B,$21.75 B,$19.96 B,$22.04 B,$18.46 B,$20.33 B,$21.38 B,$25.58 B,$19.65 B,$17.25 B,$17.11 B,$16.85 B,$13.31 B,$14.77 B,$14.05 B,$11.35 B,$11.41 B,$10.09 B,$7.31 B,$7.99 B,
luxshare-precision,$31.94 B,$31.43 B,$23.92 B,$13.58 B,$8.98 B,$5.32 B,$3.42 B,$2.04 B,$1.60 B,$1.17 B,$0.75 B,$0.50 B,$0.39 B,$0.15 B,,,,,,,,,
ge-healthcare-technologies,$19.28 B,$18.34 B,,,,,,,,,,,,,,,,,,,,,
henkel,$22.49 B,$23.39 B,$22.99 B,$20.66 B,$20.01 B,$21.44 B,$21.70 B,$21.47 B,$21.52 B,$19.85 B,$19.10 B,,,,,,,,,,,,
royal-caribbean,$13.17 B,$8.84 B,$1.53 B,$2.20 B,$10.95 B,$9.49 B,$8.77 B,$8.49 B,$8.29 B,$8.07 B,$7.95 B,$7.68 B,$7.53 B,$6.75 B,$5.88 B,$6.53 B,$6.14 B,$5.22 B,$4.90 B,$4.55 B,$3.78 B,$3.43 B,$3.14 B
dupont-de-nemours,$12.27 B,$13.01 B,$15.62 B,$20.39 B,$35.74 B,$85.97 B,$62.48 B,$48.15 B,$48.77 B,$58.16 B,$57.08 B,$56.78 B,$59.98 B,$53.67 B,$44.92 B,$57.51 B,$53.51 B,$49.12 B,$46.30 B,$40.16 B,$32.63 B,$27.60 B,$27.80 B
muyuan-foods,$18.06 B,$18.27 B,$12.20 B,$8.25 B,$2.91 B,$2.00 B,$1.50 B,$0.83 B,$0.47 B,$0.42 B,$0.33 B,,,,,,,,,,,,
lyondellbasell,$41.38 B,$50.45 B,$46.17 B,$27.75 B,$34.72 B,$39.00 B,$34.48 B,$29.18 B,$32.73 B,$45.60 B,$44.06 B,$45.49 B,$51.03 B,,,,,,,,,,
cenovus-energy,$41.83 B,$54.74 B,$38.44 B,$10.08 B,$16.20 B,$16.33 B,$13.81 B,$9.34 B,$10.13 B,$18.14 B,$18.24 B,$17.26 B,$16.04 B,$12.62 B,$9.35 B,,,,,,,,
imperial-oil,$38.82 B,$44.96 B,$28.98 B,$15.25 B,$24.42 B,$25.40 B,$21.40 B,$17.80 B,$19.29 B,$31.25 B,$30.07 B,$29.78 B,$30.72 B,$24.28 B,$19.04 B,$30.20 B,$24.37 B,$21.78 B,$23.50 B,$17.66 B,$14.27 B,$12.56 B,$12.70 B
extra-space-storage,$2.26 B,$1.92 B,$1.57 B,$1.35 B,$1.30 B,$1.19 B,$1.10 B,$0.99 B,$0.78 B,$0.64 B,$0.52 B,$0.40 B,$0.32 B,$0.28 B,$0.28 B,$0.27 B,$0.23 B,$0.19 B,$0.13 B,$66.06 M,,,
smic,$4.80 B,$7.27 B,$5.44 B,$3.90 B,$3.11 B,$3.35 B,$3.10 B,$2.91 B,$2.23 B,$1.96 B,$2.06 B,$1.70 B,$1.31 B,$1.55 B,$1.35 B,$1.54 B,$1.46 B,$1.17 B,$0.97 B,,,,
swisscom,$12.14 B,$11.78 B,$12.05 B,$11.98 B,$11.64 B,$11.98 B,$11.97 B,$11.85 B,$12.12 B,$12.60 B,$12.42 B,$12.29 B,$12.80 B,$11.90 B,$11.20 B,$25.65 B,$9.41 B,$7.93 B,$7.88 B,$8.36 B,$10.99 B,$17.03 B,$16.54 B
weg-on,$6.30 B,$5.79 B,$4.35 B,$3.26 B,$3.34 B,$3.16 B,$2.94 B,$2.81 B,$2.73 B,$3.28 B,$3.08 B,$3.12 B,$3.01 B,$2.54 B,$2.19 B,$2.39 B,$2.00 B,$0.52 B,$0.25 B,,,,
sun-life-financial,$19.62 B,$17.17 B,$28.29 B,$32.31 B,$30.07 B,$20.51 B,$22.83 B,$21.89 B,$14.65 B,$23.15 B,$13.33 B,$17.56 B,$22.49 B,$23.90 B,$24.49 B,$14.38 B,$20.26 B,$21.33 B,$18.40 B,$17.03 B,$12.08 B,$10.51 B,$8.55 B
