Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
nongfu-spring,,$3.49 B,$3.25 B,$2.37 B,$1.41 B,$2.09 B,$1.71 B,,,,,,,,,,,,,,,,
aon,,$-0.43 B,$1.15 B,$3.58 B,$3.44 B,$4.21 B,$4.64 B,$5.53 B,$6.16 B,$6.63 B,$8.19 B,$7.80 B,$8.12 B,$8.30 B,$5.43 B,$5.31 B,$6.22 B,$5.21 B,$5.30 B,$5.10 B,$4.49 B,$4.59 B,$4.32 B
intercontinental-exchange,,$22.76 B,$22.74 B,$19.62 B,$17.36 B,$17.30 B,$16.95 B,$15.79 B,$14.87 B,$12.55 B,$12.93 B,$3.67 B,$3.16 B,$2.81 B,$2.43 B,$2.01 B,$1.47 B,$0.45 B,$0.23 B,$0.13 B,$0.10 B,$50.02 M,$19.54 M
mitsubishi-corporation,$68.50 B,$64.39 B,$59.27 B,$57.54 B,$59.79 B,$58.93 B,$51.79 B,$44.65 B,$50.45 B,$53.83 B,$48.32 B,$46.19 B,$42.69 B,$34.95 B,$27.16 B,$32.12 B,$27.72 B,$22.47 B,,,,,
thomson-reuters,,$11.94 B,$13.83 B,$9.98 B,$9.56 B,$9.22 B,$13.57 B,$13.25 B,$13.10 B,$14.65 B,$16.43 B,$17.49 B,$16.75 B,$19.67 B,$19.33 B,$20.19 B,$13.57 B,$10.48 B,$9.96 B,$9.96 B,$9.20 B,$8.95 B,$8.22 B
investor-ab,,$58.24 B,$75.55 B,$56.51 B,$45.04 B,$36.49 B,$41.11 B,$33.04 B,$32.34 B,$33.66 B,$33.68 B,$26.93 B,$22.79 B,$25.20 B,$20.15 B,$29.46 B,$48.06 B,$23.28 B,$20.36 B,$18.87 B,$6.55 B,$5.67 B,
sabic,,$57.90 B,$56.48 B,$51.82 B,$56.35 B,$59.02 B,$56.03 B,$56.06 B,$55.92 B,$56.34 B,$55.15 B,$52.27 B,$50.46 B,$44.30 B,$40.69 B,$39.07 B,$36.25 B,$26.79 B,,,,,
vale,,$37.35 B,$35.30 B,$34.82 B,$38.99 B,$44.83 B,$44.77 B,$41.02 B,$35.70 B,$56.32 B,$64.93 B,$76.15 B,$80.11 B,$72.44 B,$58.20 B,$45.04 B,$35.83 B,$22.48 B,$11.55 B,$7.60 B,$5.21 B,$3.31 B,$4.64 B
itau-unibanco,,$33.55 B,$29.52 B,$29.76 B,$37.22 B,$38.83 B,$44.74 B,$41.44 B,$28.82 B,$37.91 B,$35.68 B,$37.16 B,$40.45 B,$38.87 B,$31.10 B,$15.33 B,$20.76 B,$13.49 B,$9.15 B,$3.60 B,$4.96 B,$2.31 B,$1.78 B
paypal,,$20.27 B,$21.72 B,$20.06 B,$16.92 B,$15.38 B,$15.99 B,$14.71 B,$13.75 B,$8.24 B,$7.39 B,,,,,,,,,,,,
colgate-palmolive,,$0.80 B,$0.97 B,$1.10 B,$0.55 B,$0.19 B,$0.24 B,$17 M,$-44 M,$1.38 B,$2.53 B,$2.39 B,$2.54 B,$2.81 B,$3.25 B,$1.92 B,$2.39 B,$1.41 B,$1.35 B,$1.50 B,$0.88 B,$0.35 B,$0.84 B
hitachi,$40.05 B,$43.88 B,$40.41 B,$39.49 B,$39.77 B,$42.43 B,$36.65 B,$36.71 B,$35.79 B,$37.44 B,$33.72 B,$33.47 B,$29.36 B,$24.24 B,$371.55 B,$33.08 B,$29.86 B,$30.09 B,$30.20 B,$28.00 B,$22.04 B,$23.26 B,$29.60 B
dassault-systemes,,$7.84 B,$7.03 B,$6.28 B,$5.89 B,$5.29 B,$4.79 B,$4.08 B,$3.81 B,$3.59 B,$3.62 B,$3.14 B,$2.70 B,$2.38 B,$2.07 B,$1.82 B,$1.75 B,$1.46 B,$1.17 B,$1.02 B,$0.82 B,$0.67 B,$0.59 B
sberbank,,$78.88 B,$75.73 B,$67.71 B,$72.39 B,$55.46 B,$59.64 B,$46.08 B,$32.43 B,$35.71 B,$57.56 B,$53.34 B,$39.63 B,$32.31 B,$25.96 B,$24.57 B,$25.93 B,$11.72 B,$8.00 B,$5.53 B,,,
bank-of-montreal,,$52.20 B,$46.45 B,$42.33 B,$38.79 B,$34.86 B,$34.58 B,$31.58 B,$30.53 B,$31.62 B,$30.04 B,$30.10 B,$28.30 B,$21.49 B,$18.74 B,$16.22 B,$16.15 B,$13.42 B,$13.27 B,$10.78 B,$9.47 B,$8.74 B,$7.85 B
target,$11.23 B,$12.82 B,$14.44 B,$11.83 B,$11.29 B,$11.65 B,$10.95 B,$12.95 B,$13.99 B,$16.23 B,$16.55 B,$15.82 B,$15.48 B,$15.34 B,$13.71 B,$15.30 B,$15.63 B,$14.20 B,$13.02 B,$11.06 B,$9.44 B,$7.86 B,$6.51 B
us-bancorp,,$51.23 B,$55.38 B,$53.72 B,$52.48 B,$51.65 B,$49.66 B,$47.93 B,$46.81 B,$44.16 B,$41.80 B,$40.26 B,$34.97 B,$30.32 B,$26.66 B,$26.30 B,$21.04 B,$21.19 B,$20.08 B,$19.53 B,$19.24 B,$18.10 B,$16.46 B
china-telecom,,$63.27 B,$67.66 B,$56.14 B,$50.82 B,$50.03 B,$50.21 B,$45.55 B,$47.02 B,$46.85 B,$46.04 B,$42.66 B,$40.87 B,$35.08 B,$32.59 B,$31.48 B,$30.48 B,$26.06 B,$22.68 B,$19.43 B,$16.03 B,$15.23 B,$20.59 B
snowflake,$5.46 B,$5.04 B,$4.93 B,$-0.55 B,$-0.32 B,,,,,,,,,,,,,,,,,,
london-stock-exchange,,$34.11 B,$34.44 B,$5.62 B,$4.98 B,$4.69 B,$5.07 B,$4.46 B,$4.73 B,$3.25 B,$2.42 B,$2.32 B,$1.83 B,$1.56 B,$1.51 B,$2.50 B,$-0.7 B,$0.50 B,$0.44 B,$0.62 B,$0.38 B,$0.35 B,$0.30 B
vmware,$1.53 B,$-0.88 B,$9.05 B,$7.00 B,$0.55 B,$7.77 B,,$8.09 B,$7.92 B,$7.58 B,$6.81 B,$5.73 B,$4.77 B,$3.80 B,$2.74 B,$2.07 B,$1.34 B,$-0.24 B,$0.45 B,,,,
chugai-pharmaceutical,,$10.88 B,$10.32 B,$9.50 B,$7.84 B,$6.85 B,$6.15 B,$5.53 B,$5.20 B,$5.00 B,$5.46 B,$5.70 B,$5.96 B,$5.51 B,$4.67 B,$4.38 B,$3.45 B,$3.29 B,$3.14 B,$3.14 B,$2.77 B,,
chipotle-mexican-grill,,$2.36 B,$2.29 B,$2.02 B,$1.68 B,$1.44 B,$1.36 B,$1.40 B,$2.12 B,$2.01 B,$1.53 B,$1.24 B,$1.04 B,$0.81 B,$0.70 B,$0.62 B,$0.56 B,$0.47 B,$0.30 B,$0.26 B,$0.19 B,$0.16 B,$0.12 B
marriott-international,,$0.56 B,$1.41 B,$0.43 B,$0.70 B,$2.22 B,$3.73 B,$5.35 B,$-3.59 B,$-2.2 B,$-1.42 B,$-1.29 B,$-0.79 B,$1.58 B,$1.14 B,$1.39 B,$1.42 B,$2.61 B,$3.26 B,$4.09 B,$3.83 B,$3.57 B,$3.47 B
dbs,,$42.67 B,$42.69 B,$41.30 B,$38.42 B,$36.50 B,$37.24 B,$32.46 B,$30.25 B,$30.42 B,$29.74 B,$29.43 B,$25.51 B,$25.69 B,$21.01 B,$16.78 B,$16.09 B,$13.73 B,$11.54 B,,,,
hdfc,$26.22 B,$25.40 B,$22.54 B,$17.75 B,$16.99 B,$14.01 B,$9.80 B,$8.01 B,$7.50 B,$6.51 B,$6.10 B,$4.96 B,$4.89 B,$4.17 B,$2.81 B,$3.31 B,$1.56 B,$1.15 B,$1.00 B,$0.89 B,,,
mckesson,$-1.49 B,$-1.8 B,$1.44 B,$6.71 B,$9.68 B,$11.51 B,$12.60 B,$10.41 B,$9.47 B,$10.31 B,$7.07 B,$6.83 B,$7.22 B,$7.53 B,$6.19 B,$6.12 B,$6.27 B,$5.90 B,$5.27 B,$5.16 B,$4.72 B,$4.13 B,$3.68 B
national-australia-bank,$39.59 B,$38.44 B,$45.07 B,$43.78 B,$37.59 B,$38.07 B,$40.26 B,$39.14 B,$38.88 B,$41.76 B,$43.36 B,$45.35 B,$41.19 B,$37.76 B,$33.43 B,$26.03 B,$26.72 B,$20.93 B,$22.48 B,$19.52 B,$17.85 B,$15.25 B,$15.45 B
lululemon-athletica,$3.14 B,$2.74 B,$2.55 B,$1.95 B,$1.44 B,$1.59 B,$1.35 B,$1.02 B,$1.08 B,$1.09 B,$0.88 B,$0.60 B,$0.39 B,$0.23 B,$0.15 B,$0.11 B,$37.94 M,$28.06 M,,$0.41 M,,,
oriental-land,$6.22 B,$6.19 B,$6.88 B,$7.59 B,$7.23 B,$6.79 B,$5.98 B,$5.56 B,$4.70 B,$4.79 B,$4.58 B,$4.62 B,$4.30 B,$3.91 B,$3.77 B,$3.88 B,$3.26 B,$3.19 B,$3.63 B,,,,
humana,,$15.37 B,$16.10 B,$13.72 B,$12.03 B,$10.16 B,$9.84 B,$10.68 B,$10.34 B,$9.64 B,$9.31 B,$8.84 B,$8.06 B,$6.92 B,$5.77 B,$4.45 B,$4.02 B,$3.05 B,$2.47 B,$2.09 B,$1.83 B,$1.60 B,$1.50 B
deutsche-post,,$25.38 B,$22.08 B,$17.31 B,$16.12 B,$15.87 B,$15.48 B,$11.94 B,$12.34 B,$11.65 B,$13.87 B,$16.09 B,$14.51 B,$14.22 B,$11.85 B,$13.77 B,$20.23 B,$18.44 B,$14.81 B,$11.97 B,$7.76 B,$5.48 B,$5.77 B
life-insurance-corporation-of-india,$5.64 B,$1.51 B,$0.95 B,$0.14 B,$0.12 B,,,,,,,,,,,,,,,,,,
air-products-and-chemicals,$15.66 B,$13.70 B,$14.08 B,$12.44 B,$11.38 B,$11.17 B,$10.18 B,$7.21 B,$7.38 B,$7.52 B,$7.19 B,$6.61 B,$5.93 B,$5.69 B,$4.93 B,$5.16 B,$5.67 B,$5.10 B,$4.75 B,$4.61 B,$3.97 B,$3.64 B,$3.22 B
southern-copper,,$8.14 B,$8.20 B,$7.27 B,$6.85 B,$6.61 B,$6.14 B,$5.87 B,$5.29 B,$5.83 B,$5.56 B,$4.78 B,$4.03 B,$3.90 B,$3.86 B,$3.39 B,$3.86 B,$3.68 B,$3.33 B,$1.73 B,$1.32 B,$1.24 B,$1.22 B
america-movil,,$22.51 B,$22.36 B,$11.95 B,$11.99 B,$10.60 B,$13.26 B,$13.06 B,$9.31 B,$16.27 B,$16.04 B,$24.32 B,$21.25 B,$27.25 B,$13.59 B,$10.53 B,$11.67 B,$10.06 B,$8.06 B,$6.96 B,$6.16 B,$2.85 B,$3.24 B
crowdstrike,$1.48 B,$1.03 B,$0.87 B,$0.74 B,$74.65 M,$-0.37 B,,,,,,,,,,,,,,,,,
3m,,$14.77 B,$15.11 B,$12.93 B,$10.12 B,$9.84 B,$11.62 B,$10.34 B,$11.74 B,$13.14 B,$17.94 B,$18.04 B,$15.86 B,$16.01 B,$13.30 B,$9.87 B,$11.74 B,$9.95 B,$10.10 B,$10.37 B,$7.88 B,$5.99 B,$6.61 B
postal-savings-bank-of-china,,$119.73 B,$124.84 B,$103.17 B,$77.99 B,$69.11 B,$66.30 B,$49.95 B,$41.78 B,,,,,,,,,,,,,,
softbank,$79.94 B,$95.94 B,$108.38 B,$68.24 B,$81.16 B,$59.00 B,$39.98 B,$31.19 B,$32.10 B,$27.78 B,$22.34 B,$17.32 B,$10.57 B,$10.30 B,$8.33 B,$8.50 B,$6.08 B,$2.92 B,$2.30 B,$3.17 B,$2.57 B,$3.84 B,$3.81 B
munich-re,,$22.70 B,$35.04 B,$36.89 B,$34.25 B,$30.31 B,$33.85 B,$33.45 B,$33.85 B,$36.85 B,$36.21 B,$36.27 B,$30.20 B,$30.63 B,$31.91 B,$29.71 B,$37.17 B,$34.93 B,$29.67 B,$28.12 B,$25.49 B,,
itochu-shoji,$41.01 B,$39.04 B,$35.08 B,$35.54 B,$33.24 B,$28.07 B,$23.82 B,$21.82 B,$22.89 B,$23.32 B,$22.40 B,$20.46 B,$16.80 B,$14.02 B,$8.58 B,$11.25 B,$8.82 B,$7.27 B,$5.85 B,$5.27 B,$4.70 B,$3.85 B,$3.28 B
roper-technologies,,$16.03 B,$11.56 B,$10.47 B,$9.49 B,$7.73 B,$6.86 B,$5.78 B,$5.29 B,$4.75 B,$4.21 B,$3.68 B,$3.19 B,$2.75 B,$2.42 B,$2.00 B,$1.78 B,$1.48 B,$1.24 B,$1.11 B,$0.65 B,$0.37 B,$0.32 B
enterprise-products,,$27.70 B,$26.43 B,$25.37 B,$25.82 B,$24.29 B,$22.77 B,$22.26 B,$20.50 B,$19.69 B,$15.44 B,$13.29 B,$12.21 B,$11.90 B,$10.04 B,$6.47 B,$6.56 B,$6.60 B,$5.78 B,$5.39 B,$1.79 B,$1.26 B,$1.15 B
recruit,$12.31 B,$11.27 B,$9.98 B,$9.21 B,$8.75 B,$7.90 B,$6.96 B,$6.91 B,$6.28 B,$5.31 B,,,,,,,,,,,,,
o-reilly-automotive,,$-1.07 B,$-66.43 M,$0.14 B,$0.39 B,$0.35 B,$0.65 B,$1.62 B,$1.96 B,$2.01 B,$1.96 B,$2.10 B,$2.84 B,$3.20 B,$2.68 B,$2.28 B,$1.59 B,$1.36 B,$1.14 B,$0.94 B,$0.78 B,$0.65 B,$0.55 B
monster-beverage,,$7.02 B,$6.56 B,$5.16 B,$4.17 B,$3.61 B,$3.89 B,$3.32 B,$4.80 B,$1.51 B,$0.99 B,$0.64 B,$0.97 B,$0.82 B,$0.58 B,$0.43 B,$0.42 B,$0.22 B,$0.12 B,$58.57 M,$35.04 M,$28.37 M,$25.33 M
cintas,$3.86 B,$3.30 B,$3.68 B,$3.23 B,$3.00 B,$3.01 B,$2.30 B,$1.84 B,$1.93 B,$2.19 B,$2.20 B,$2.13 B,$2.30 B,$2.53 B,$2.36 B,$2.25 B,$2.16 B,$2.08 B,$2.10 B,$1.88 B,$1.64 B,$1.42 B,$1.23 B
parker-hannifin,$10.33 B,$8.85 B,$8.41 B,$6.12 B,$5.96 B,$5.86 B,$5.26 B,$4.57 B,$5.10 B,$6.66 B,$5.74 B,$4.90 B,$5.48 B,$4.45 B,$4.27 B,$5.25 B,$4.71 B,$4.24 B,$3.34 B,$2.98 B,$2.52 B,$2.58 B,$2.52 B
pnc-financial-services,,$45.81 B,$55.72 B,$54.04 B,$49.34 B,$47.77 B,$47.58 B,$46.92 B,$45.98 B,$46.07 B,$44.09 B,$41.76 B,$37.24 B,$32.83 B,$32.56 B,$27.64 B,$16.50 B,$11.67 B,$9.15 B,$7.97 B,$7.10 B,$7.97 B,$6.84 B
brookfield-corporation,,$141.89 B,$134.74 B,$122.64 B,$116.84 B,$97.15 B,$79.87 B,$69.68 B,$57.22 B,$53.24 B,$48.80 B,$45.44 B,$37.40 B,$29.19 B,$7.54 B,$12.11 B,$11.77 B,$9.81 B,$7.01 B,$7.19 B,$6.40 B,$5.28 B,$5.38 B
larsen-and-toubro,$12.61 B,$12.57 B,$11.97 B,$10.11 B,$9.96 B,$9.41 B,$8.30 B,$7.64 B,$7.34 B,$6.83 B,$6.72 B,$6.12 B,$5.84 B,$4.92 B,$2.96 B,$2.94 B,$1.75 B,$1.13 B,$0.78 B,$0.64 B,$0.42 B,$0.40 B,
amphenol,,$7.09 B,$6.37 B,$5.45 B,$4.59 B,$4.06 B,$4.04 B,$3.72 B,$3.27 B,$2.93 B,$2.88 B,$2.44 B,$2.18 B,$2.34 B,$1.76 B,$1.34 B,$1.26 B,$0.90 B,$0.68 B,$0.48 B,$0.32 B,$0.16 B,$0.10 B
kering,,$15.83 B,$15.55 B,$14.80 B,$11.69 B,$11.51 B,$15.15 B,$12.59 B,$12.70 B,$13.69 B,$15.46 B,$16.03 B,$15.22 B,$15.49 B,$15.83 B,$14.94 B,$15.56 B,$12.06 B,$9.61 B,$10.66 B,$10.86 B,,
phillips-66,,$34.10 B,$21.63 B,$21.52 B,$27.16 B,$27.15 B,$27.42 B,$23.72 B,$23.93 B,$22.03 B,$22.39 B,$20.80 B,$23.29 B,$26.02 B,$26.94 B,,,,,,,,
nxp-semiconductors,,$7.74 B,$6.77 B,$9.15 B,$9.65 B,$10.69 B,$13.71 B,$10.76 B,$11.80 B,$0.80 B,$1.54 B,$1.28 B,$1.35 B,$1.21 B,$1.12 B,$1.28 B,,,,,,,
the-saudi-national-bank,,$44.37 B,$43.40 B,$21.40 B,$18.61 B,$17.50 B,$17.14 B,$15.97 B,$14.80 B,$12.50 B,$11.35 B,,,,,,,,,,,,
nintendo,$17.01 B,$16.95 B,$16.99 B,$14.26 B,$12.74 B,$12.44 B,$11.19 B,$10.33 B,$9.72 B,$10.87 B,$13.01 B,$14.37 B,$15.41 B,$14.29 B,$12.66 B,$12.31 B,$9.35 B,$8.27 B,$8.60 B,$8.54 B,$7.54 B,$7.03 B,$6.61 B
ecolab,,$7.25 B,$7.25 B,$6.20 B,$8.72 B,$8.05 B,$7.68 B,$6.97 B,$6.98 B,$7.38 B,$7.40 B,$6.16 B,$5.74 B,$2.13 B,$2.00 B,$1.57 B,$1.93 B,$1.68 B,$1.64 B,$1.56 B,$1.29 B,$1.09 B,$0.88 B
alimentation-couche-tard,$12.56 B,$12.43 B,$12.18 B,$10.06 B,$9.18 B,$7.89 B,$6.00 B,$5.04 B,$3.90 B,$3.97 B,$3.21 B,$2.17 B,$1.93 B,$1.61 B,$1.32 B,$1.25 B,$1.14 B,$0.96 B,$0.71 B,$0.54 B,$0.31 B,$0.24 B,$0.14 B
freeport-mcmoran,,$24.87 B,$23.01 B,$18.66 B,$17.44 B,$17.49 B,$11.29 B,$9.25 B,$12.80 B,$23.22 B,$25.94 B,$21.31 B,$18.55 B,$14.56 B,$10.77 B,$7.11 B,$19.47 B,$2.65 B,$2.06 B,$1.38 B,$0.96 B,$0.39 B,$0.19 B
marathon-petroleum,,$35.08 B,$33.58 B,$30.22 B,$43.10 B,$65.41 B,$21.82 B,$21.20 B,$19.67 B,$11.39 B,$11.33 B,$12.10 B,$9.50 B,$8.24 B,$9.17 B,$8.93 B,,,,,,,
charter-communications,,$12.54 B,$18.15 B,$30.28 B,$38.81 B,$44.27 B,$47.53 B,$50.36 B,$-46 M,$0.14 B,$0.15 B,$0.14 B,$0.40 B,$1.47 B,$1.91 B,$-10.31 B,$-7.7 B,$-6.03 B,$-4.74 B,$-3.76 B,$0.51 B,$1.06 B,$6.83 B
bajaj-finance,$6.62 B,$5.76 B,$5.02 B,$4.28 B,$2.83 B,$2.54 B,$1.48 B,$1.11 B,$0.76 B,$0.66 B,$0.62 B,$0.39 B,$0.30 B,$0.25 B,$0.21 B,$0.26 B,$0.23 B,$0.11 B,$63.23 M,,,,
scotiabank,,$54.92 B,$58.86 B,$52.74 B,$53.31 B,$51.60 B,$48.05 B,$43.14 B,$40.90 B,$43.96 B,$44.42 B,$41.39 B,$33.61 B,$27.70 B,$23.50 B,$18.37 B,$20.38 B,$16.03 B,$13.86 B,$14.32 B,$12.86 B,$12.27 B,$11.53 B
lukoil,,$17.16 B,$60.68 B,$55.43 B,$64.11 B,$58.59 B,$60.59 B,$52.71 B,$44.12 B,$79.95 B,$79.33 B,$74.03 B,$67.46 B,$59.68 B,$56.64 B,$49.37 B,$41.79 B,,,,,,
transdigm,,$-3.77 B,$-2.91 B,$-3.97 B,$-2.89 B,$-1.81 B,$-2.96 B,$-0.66 B,$-1.04 B,$-1.56 B,$-0.34 B,$1.21 B,$0.81 B,$0.59 B,$0.81 B,$0.65 B,$0.48 B,$0.36 B,$0.33 B,$0.29 B,$0.28 B,$-77.16 M,
heineken,,$23.47 B,$22.31 B,$17.70 B,$19.39 B,$17.77 B,$17.43 B,$15.34 B,$16.47 B,$16.36 B,$17.06 B,$16.88 B,$13.07 B,$13.98 B,$8.09 B,$6.64 B,$8.68 B,$7.29 B,$5.33 B,$5.23 B,$4.90 B,$3.16 B,$3.37 B
motorola-solutions,,$0.13 B,$-23 M,$-0.55 B,$-0.69 B,$-1.28 B,$-1.73 B,$-0.96 B,$-96 M,$2.76 B,$3.68 B,$3.29 B,$5.27 B,$10.98 B,$9.88 B,$9.50 B,$15.44 B,$17.14 B,$16.67 B,$13.33 B,$12.68 B,$11.23 B,$14.17 B
intesa-sanpaolo,,$66.20 B,$72.55 B,$81.57 B,$62.97 B,$62.26 B,$67.95 B,$51.91 B,$53.13 B,$54.80 B,$62.22 B,$66.40 B,$61.89 B,$72.62 B,$77.03 B,$69.97 B,$76.43 B,$25.13 B,$19.74 B,$22.07 B,$19.89 B,,
trane-technologies,,$6.10 B,$6.27 B,$6.42 B,$7.31 B,$7.06 B,$7.20 B,$6.71 B,$5.87 B,$6.04 B,$7.13 B,$7.22 B,$7.01 B,$8.05 B,$7.20 B,$6.76 B,$8.00 B,$5.40 B,$5.76 B,$5.73 B,$4.61 B,$3.59 B,$4.02 B
bbva,,$54.20 B,$55.22 B,$61.52 B,$61.52 B,$60.48 B,$64.01 B,$58.34 B,$60.61 B,$62.76 B,$61.88 B,$57.94 B,$39.86 B,$49.84 B,$44.07 B,$37.33 B,$40.79 B,$29.50 B,$16.53 B,$32.59 B,$25.77 B,$22.80 B,$26.46 B
daiichi-sankyo,$10.85 B,$11.07 B,$11.53 B,$12.09 B,$11.25 B,$10.65 B,$10.48 B,$10.97 B,$10.89 B,$9.79 B,$9.71 B,$10.04 B,$10.67 B,$9.51 B,$8.97 B,$12.46 B,$10.80 B,$10.60 B,$6.77 B,$6.63 B,$5.65 B,$4.89 B,$5.27 B
mitsui-bussan,$49.28 B,$47.49 B,$43.72 B,$37.58 B,$40.81 B,$39.67 B,$35.69 B,$32.63 B,$36.64 B,$39.85 B,$36.48 B,$34.52 B,$30.70 B,$25.98 B,$21.33 B,$24.24 B,$19.91 B,$15.34 B,$11.44 B,$10.01 B,$7.87 B,$7.29 B,$7.01 B
eni,,$59.14 B,$50.41 B,$46.11 B,$53.65 B,$58.42 B,$57.71 B,$55.88 B,$58.64 B,$49.29 B,$84.48 B,$82.95 B,$78.26 B,$74.12 B,$71.70 B,$67.81 B,$62.68 B,$54.46 B,$46.30 B,$44.00 B,$35.58 B,$30.55 B,$31.48 B
fortescue,$17.99 B,$17.34 B,$13.32 B,$9.10 B,$7.44 B,$7.20 B,$7.48 B,$6.27 B,$5.78 B,$7.14 B,$4.82 B,$3.85 B,$2.60 B,$1.24 B,$0.68 B,$-1.51 B,$0.36 B,$75.56 M,$44.31 M,$6.45 M,$1.39 M,$0.96 M,$0.8 M
bank-rakyat-indonesia,,$19.56 B,$20.42 B,$14.45 B,$14.99 B,$12.73 B,$12.35 B,$10.86 B,$8.17 B,$7.86 B,$6.49 B,$6.74 B,$5.50 B,$4.12 B,$2.89 B,$2.00 B,$2.05 B,$1.88 B,$1.35 B,,,,
infineon,,$14.68 B,$13.22 B,$11.99 B,$9.44 B,$7.48 B,$6.65 B,$5.63 B,$5.25 B,$5.27 B,$5.09 B,$4.57 B,$4.55 B,$3.57 B,$3.41 B,$3.04 B,$8.43 B,$7.83 B,$6.78 B,$7.43 B,$6.77 B,$6.62 B,$8.08 B
arthur-gallagher,,$9.19 B,$8.56 B,$6.23 B,$5.21 B,$4.56 B,$4.16 B,$3.65 B,$3.68 B,$3.22 B,$2.08 B,$1.65 B,$1.24 B,$1.10 B,$0.89 B,$0.73 B,$0.71 B,$0.86 B,$0.76 B,$0.76 B,$0.61 B,$0.52 B,$0.37 B
apollo-global-management,,$4.49 B,$10.19 B,$6.29 B,$3.03 B,$2.45 B,$2.89 B,$1.86 B,$1.38 B,$5.94 B,$6.68 B,$5.70 B,$2.64 B,$3.08 B,$1.29 B,$0.32 B,$2.40 B,$10.33 B,,,,,
pioneer-natural-resources,,$22.54 B,$22.83 B,$11.56 B,$12.11 B,$12.11 B,$11.27 B,$10.41 B,$8.37 B,$8.58 B,$6.61 B,$5.86 B,$5.65 B,$4.22 B,$3.64 B,$3.64 B,$3.04 B,$2.98 B,$2.21 B,$2.83 B,$1.75 B,$1.37 B,
bank-of-communications,,$150.17 B,$153.36 B,$134.71 B,$114.65 B,$102.55 B,$103.95 B,$91.07 B,$83.02 B,$76.48 B,$69.64 B,$61.18 B,$43.40 B,$33.82 B,$24.07 B,$21.37 B,$17.65 B,$11.34 B,$10.15 B,$6.24 B,$2.17 B,,
constellation-software,,$1.93 B,$1.52 B,$1.04 B,$0.68 B,$0.86 B,$0.60 B,$0.45 B,$0.33 B,$0.25 B,$0.26 B,$0.25 B,$0.25 B,$0.14 B,$0.10 B,$95.38 M,$86.88 M,$78.81 M,$41.44 M,$42.71 M,,,
crown-castle,,$7.44 B,$8.25 B,$9.46 B,$10.49 B,$12.03 B,$12.33 B,$7.55 B,$7.08 B,$6.73 B,$6.94 B,$N/A,$2.38 B,$2.44 B,$2.93 B,$2.71 B,$3.16 B,$0.78 B,$1.20 B,$1.86 B,$2.19 B,$2.37 B,$2.53 B
tokio-marine,$27.46 B,$33.37 B,$33.74 B,$31.71 B,$32.46 B,$36.07 B,$31.93 B,$31.26 B,$30.07 B,$26.62 B,$25.06 B,$22.41 B,$22.90 B,$23.36 B,$16.56 B,$25.83 B,$28.96 B,$37.83 B,$32.16 B,$32.70 B,$23.93 B,$18.82 B,$20.42 B
emerson,$26.59 B,$16.31 B,$9.92 B,$8.44 B,$8.27 B,$8.99 B,$8.77 B,$7.61 B,$8.12 B,$10.16 B,$10.71 B,$10.44 B,$10.55 B,$9.95 B,$8.55 B,$9.30 B,$8.96 B,$8.33 B,$7.40 B,$7.23 B,$6.46 B,$5.74 B,$6.11 B
saudi-telecom-company,,$20.22 B,$19.03 B,$17.41 B,$16.82 B,$17.76 B,$16.86 B,$16.28 B,$16.51 B,$16.34 B,$14.98 B,$15.71 B,$14.42 B,$14.25 B,$13.55 B,$11.34 B,$9.67 B,$9.10 B,,,,,
westpac-banking,$46.69 B,$45.92 B,$51.76 B,$48.62 B,$44.28 B,$46.64 B,$48.12 B,$44.38 B,$37.76 B,$43.00 B,$44.16 B,$47.86 B,$42.77 B,$38.88 B,$32.32 B,$15.67 B,$15.94 B,$12.04 B,$11.30 B,$10.70 B,$9.18 B,$6.86 B,$6.36 B
republic-services,,$9.68 B,$8.97 B,$8.48 B,$8.12 B,$7.92 B,$7.96 B,$7.69 B,$7.77 B,$7.74 B,$7.90 B,$7.70 B,$7.68 B,$7.84 B,$7.56 B,$7.28 B,$1.30 B,$1.42 B,$1.60 B,$1.87 B,$1.90 B,$1.88 B,$1.75 B
norfolk-southern,,$12.73 B,$13.64 B,$14.79 B,$15.18 B,$15.36 B,$16.35 B,$12.40 B,$12.18 B,$12.40 B,$11.28 B,$9.76 B,$9.91 B,$10.66 B,$10.35 B,$9.59 B,$9.72 B,$9.61 B,$9.28 B,$7.99 B,$6.98 B,$6.54 B,$6.13 B
novatek,,,$25.64 B,$21.98 B,$26.90 B,$12.75 B,$13.46 B,$10.74 B,$5.84 B,$6.84 B,$11.41 B,$9.56 B,$7.55 B,$5.49 B,$4.44 B,$3.16 B,$3.33 B,$2.61 B,$1.99 B,,,,
mindray,,$4.63 B,$4.23 B,$3.57 B,$2.66 B,$2.20 B,$1.02 B,$0.66 B,$1.00 B,$1.56 B,,,,,,,,,,,,,
paccar,,$13.16 B,$11.43 B,$10.41 B,$9.70 B,$8.59 B,$8.05 B,$6.77 B,$6.94 B,$6.75 B,$6.63 B,$5.84 B,$5.36 B,$5.35 B,$5.10 B,$4.84 B,$5.01 B,$4.45 B,$3.90 B,$3.76 B,$3.24 B,$2.60 B,$2.25 B
