Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
nvent-electric,,$2.73 B,$2.49 B,$2.40 B,$2.59 B,$2.68 B,$3.79 B,$3.48 B,,,,,,,,,,,,,,,
d-ieteren-group,,$3.40 B,$3.37 B,$3.37 B,$2.95 B,$3.03 B,$2.11 B,$1.77 B,$1.89 B,$2.00 B,$2.38 B,$2.22 B,$1.98 B,$1.94 B,$1.65 B,$1.44 B,$1.66 B,$1.34 B,$1.11 B,$1.34 B,,,
sasa-polyester,,$0.88 B,$0.31 B,$0.39 B,$0.43 B,$0.32 B,$0.29 B,$0.14 B,$0.13 B,$0.13 B,$0.11 B,$0.13 B,$0.14 B,$0.14 B,$0.13 B,$0.15 B,$0.24 B,$0.24 B,$0.27 B,$0.32 B,$21.89 M,,
bkw-ag,,$4.74 B,$4.62 B,$4.52 B,$3.85 B,$3.53 B,$3.49 B,$2.88 B,$2.60 B,$2.55 B,$2.66 B,$2.71 B,$2.83 B,$3.10 B,$3.13 B,$2.94 B,$2.74 B,,,,,,
gitlab,$0.82 B,$0.79 B,$-0.24 B,$-0.14 B,,,,,,,,,,,,,,,,,,,
arc-resources,,$4.91 B,$4.65 B,$2.18 B,$2.63 B,$2.69 B,$2.91 B,$2.59 B,$2.44 B,$3.06 B,$3.19 B,$3.41 B,$3.09 B,$3.19 B,$2.22 B,$1.76 B,$2.04 B,$1.65 B,$1.57 B,$1.28 B,$1.19 B,$0.63 B,$0.60 B
knight-swift,,$6.95 B,$6.54 B,$5.87 B,$5.66 B,$5.46 B,$5.24 B,$0.78 B,$0.74 B,$0.67 B,$0.55 B,$0.49 B,$0.47 B,$0.50 B,$0.52 B,$0.48 B,$0.48 B,$0.42 B,$0.35 B,$0.29 B,$0.23 B,$0.19 B,$0.16 B
repligen,,$1.91 B,$1.75 B,$1.52 B,$1.05 B,$0.61 B,$0.59 B,$0.16 B,$0.12 B,$0.11 B,$0.10 B,$84.12 M,$67.08 M,$66.12 M,$69.12 M,$64.1 M,$25.53 M,$25.43 M,$24.28 M,$27.16 M,$24.54 M,$26.44 M,$30.89 M
mowi,,$3.94 B,$3.54 B,$3.39 B,$3.24 B,$3.29 B,$2.77 B,$2.17 B,$2.06 B,$1.97 B,$2.68 B,$2.09 B,$1.81 B,$2.13 B,$1.97 B,$1.38 B,$2.29 B,$2.18 B,$0.25 B,$55.84 M,$-24.5 M,$-0.13 B,$0.15 B
hana-financial-group,,$29.67 B,$29.83 B,$29.08 B,$25.06 B,$24.28 B,$23.28 B,$19.40 B,$19.54 B,$19.98 B,$19.81 B,$19.62 B,$12.78 B,$10.08 B,$8.59 B,$7.48 B,$10.33 B,,,,,,
on-holding,,$1.04 B,$0.92 B,$0.27 B,$66.5 M,,,,,,,,,,,,,,,,,,
wharf-holdings,,$19.96 B,$21.33 B,$21.08 B,$18.79 B,$17.71 B,$18.61 B,$41.96 B,$40.92 B,$40.49 B,$36.65 B,$33.14 B,$27.15 B,$21.92 B,$15.75 B,$13.69 B,$11.79 B,$10.27 B,$8.82 B,$8.94 B,$7.17 B,$6.72 B,$7.48 B
american-airlines,,$-5.8 B,$-7.34 B,$-6.87 B,$-0.12 B,$-0.17 B,$3.92 B,$3.78 B,$5.63 B,$2.01 B,$-2.74 B,$-7.99 B,$-7.12 B,$-3.95 B,$-3.49 B,$-2.94 B,$2.65 B,$-0.61 B,$-1.48 B,$-0.59 B,$46 M,$0.95 B,$5.37 B
imcd,,$1.79 B,$1.65 B,$1.54 B,$0.97 B,$0.89 B,$0.87 B,$0.76 B,$0.71 B,$0.64 B,$-92.6 M,$-65.68 M,$-36.17 M,,,,,,,,,,
china-zheshang-bank,,$24.05 B,$26.18 B,$20.32 B,$18.32 B,$14.89 B,$13.78 B,$9.71 B,$7.66 B,$5.35 B,$4.59 B,$3.64 B,,,,,,,,,,,
puma,,$2.71 B,$2.58 B,$2.16 B,$2.15 B,$1.97 B,$1.98 B,$1.81 B,$1.77 B,$1.96 B,$2.06 B,$2.11 B,$2.08 B,$1.84 B,$1.77 B,$1.64 B,$1.67 B,$1.37 B,$1.02 B,$0.74 B,$0.48 B,$0.27 B,$0.19 B
sg-holdings,$4.25 B,$4.19 B,$3.67 B,$3.91 B,$3.50 B,$3.36 B,$2.77 B,$2.11 B,,,,,,,,,,,,,,,
bio-rad-laboratories,,$9.61 B,$13.66 B,$9.87 B,$5.75 B,$4.01 B,$2.93 B,$2.58 B,$2.49 B,$2.18 B,$2.18 B,$2.01 B,$1.74 B,$1.54 B,$1.27 B,$1.07 B,$1.00 B,$0.81 B,$0.65 B,$0.59 B,$0.49 B,$0.38 B,$0.28 B
everbright-securities-company,,$9.39 B,$9.19 B,$8.15 B,$7.01 B,$7.08 B,$7.68 B,$7.00 B,$6.54 B,$4.29 B,$3.90 B,$3.67 B,$3.53 B,$3.46 B,$3.31 B,$1.57 B,$1.38 B,$0.46 B,,,,,
red-electrica,,$5.24 B,$4.17 B,$4.29 B,$4.04 B,$3.84 B,$3.71 B,$3.07 B,$3.01 B,$3.10 B,$3.07 B,$2.63 B,$2.35 B,$2.16 B,$2.06 B,$1.86 B,$1.75 B,$1.35 B,$1.13 B,$1.21 B,$1.06 B,$0.87 B,
cleveland-cliffs,,$8.04 B,$5.77 B,$2.34 B,$0.35 B,$0.42 B,$-0.44 B,$-1.34 B,$-1.82 B,$-1.7 B,$6.88 B,$5.76 B,$7.03 B,$3.83 B,$2.53 B,$1.75 B,$1.28 B,$0.83 B,$0.72 B,$0.45 B,$0.24 B,$99.2 M,$0.40 B
ally,,$12.85 B,$17.05 B,$14.70 B,$14.41 B,$13.26 B,$13.49 B,$13.31 B,$13.43 B,$15.39 B,$14.20 B,$20.03 B,$19.37 B,$20.48 B,$20.83 B,$21.85 B,$15.56 B,$14.36 B,$21.68 B,,,,
president-chain-store-pscs,,$1.48 B,$1.54 B,$1.60 B,$1.50 B,$1.44 B,$2.00 B,$1.02 B,$0.97 B,$0.98 B,$0.91 B,$0.91 B,$0.82 B,$0.80 B,$0.68 B,$0.57 B,$0.56 B,$0.55 B,,,,,
mondi,,$6.69 B,$5.53 B,$5.38 B,$4.91 B,$4.37 B,$4.84 B,$3.89 B,$3.48 B,$3.51 B,$3.93 B,$3.80 B,$3.93 B,$4.28 B,$4.04 B,$3.76 B,$4.87 B,$4.35 B,$2.51 B,$2.82 B,,,
birkenstock,,$2.31 B,$2.39 B,$0.47 B,,,,,,,,,,,,,,,,,,,
synnex,,$8.02 B,$7.90 B,$4.33 B,$3.78 B,$3.43 B,$2.28 B,$1.97 B,$1.79 B,$1.65 B,$1.41 B,$1.31 B,$1.15 B,$0.99 B,$0.82 B,$0.68 B,$0.60 B,$0.51 B,$0.43 B,$0.37 B,$0.25 B,$0.21 B,$0.18 B
euronext,,$4.32 B,$4.22 B,$1.33 B,$1.04 B,$0.91 B,$0.87 B,$0.57 B,$0.48 B,$0.41 B,$0.32 B,$0.15 B,$0.62 B,$0.88 B,,$9.19 B,$9.62 B,$2.27 B,$2.07 B,$2.08 B,$2.10 B,$1.70 B,
grifols,,$9.05 B,$9.22 B,$8.26 B,$7.66 B,$5.37 B,$4.36 B,$3.92 B,$3.60 B,$3.23 B,$2.91 B,$2.48 B,$2.15 B,$0.94 B,$0.82 B,$0.67 B,$0.56 B,$0.48 B,$66.11 M,,,,
indutrade,,$1.22 B,$1.13 B,$1.05 B,$0.76 B,$0.69 B,$0.63 B,$0.48 B,$0.44 B,$0.40 B,$0.40 B,$0.35 B,$0.30 B,$0.25 B,$0.23 B,$0.20 B,$0.18 B,$0.13 B,$89.69 M,$0.10 B,,,
origin-energy,$5.89 B,$6.89 B,$7.37 B,$8.72 B,$9.23 B,$8.75 B,$8.77 B,$10.85 B,$10.86 B,$14.24 B,$13.50 B,$14.80 B,$14.45 B,$9.62 B,$8.98 B,$4.95 B,$5.98 B,$2.70 B,$2.61 B,$1.27 B,$1.17 B,$1.06 B,$0.87 B
hero-motocorp,$2.04 B,$2.10 B,$2.11 B,$1.92 B,$1.90 B,$1.85 B,$1.60 B,$1.20 B,$1.04 B,$0.93 B,$0.92 B,$0.84 B,$0.66 B,$0.77 B,$0.74 B,$0.74 B,$0.57 B,$0.45 B,$0.34 B,$0.26 B,,,
keppel,,$8.90 B,$9.20 B,$8.43 B,$8.63 B,$8.48 B,$8.94 B,$8.52 B,$8.43 B,$11.14 B,$10.80 B,$11.10 B,$8.63 B,$7.54 B,$6.20 B,$4.71 B,$4.88 B,$3.65 B,$2.96 B,$2.60 B,$2.33 B,$2.88 B,$2.99 B
taiwan-mobile,,$2.37 B,$2.64 B,$2.56 B,$2.46 B,$2.22 B,$2.20 B,$2.04 B,$2.04 B,$2.16 B,$1.95 B,$1.75 B,$1.69 B,$1.75 B,$1.63 B,$1.55 B,$0.99 B,$2.75 B,,,,,
sainsburys,$8.74 B,$11.26 B,$9.22 B,$9.95 B,$10.36 B,$10.30 B,$8.54 B,$8.82 B,$8.53 B,$9.99 B,$8.71 B,$9.01 B,$8.71 B,$7.54 B,$6.27 B,$9.79 B,$8.60 B,$6.89 B,$7.76 B,$9.39 B,$6.36 B,$6.15 B,$6.02 B
united-spirits,$0.73 B,$0.64 B,$0.55 B,$0.48 B,$0.44 B,$0.37 B,$0.27 B,$0.26 B,$0.10 B,$0.50 B,$0.88 B,$0.91 B,$0.94 B,$0.84 B,$0.47 B,$0.57 B,$0.35 B,$0.21 B,$64.46 M,$63.64 M,,,
jsw-energy,$2.28 B,$2.29 B,$1.97 B,$1.54 B,$1.70 B,$1.70 B,$1.60 B,$1.29 B,$1.21 B,$1.10 B,$1.15 B,$1.13 B,$1.28 B,$1.07 B,$0.29 B,$0.26 B,$0.27 B,$0.22 B,,,,,
delivery-hero,,$4.06 B,$6.21 B,$1.43 B,$2.09 B,$1.84 B,$2.06 B,$0.93 B,$0.83 B,$0.32 B,$53.93 M,$43.16 M,,,,,,,,,,,
kyowa-kirin,,$5.82 B,$6.40 B,$6.77 B,$6.22 B,$5.88 B,$5.46 B,$5.14 B,$5.10 B,$5.06 B,$5.67 B,$6.46 B,$7.01 B,$6.68 B,$5.48 B,$2.57 B,$2.07 B,$2.18 B,$2.21 B,$2.17 B,$1.86 B,$1.59 B,$1.55 B
stantec,,$1.69 B,$1.57 B,$1.51 B,$1.43 B,$1.40 B,$1.50 B,$1.47 B,$0.95 B,$0.93 B,$0.83 B,$0.73 B,$0.61 B,$0.62 B,$0.52 B,$0.44 B,$0.44 B,$0.35 B,$0.29 B,$0.15 B,$0.12 B,$0.11 B,$79.01 M
robert-half,,$1.56 B,$1.38 B,$1.20 B,$1.14 B,$1.06 B,$1.10 B,$1.08 B,$1.00 B,$0.97 B,$0.91 B,$0.84 B,$0.80 B,$0.83 B,$0.89 B,$0.98 B,$0.98 B,$1.04 B,$0.97 B,$0.91 B,$0.78 B,$0.74 B,$0.80 B
barry-callebaut,$3.29 B,$2.98 B,$2.92 B,$2.60 B,$2.43 B,$2.35 B,$2.27 B,$2.00 B,$1.85 B,$1.95 B,$1.89 B,$1.41 B,$1.48 B,$1.27 B,$1.18 B,$1.06 B,$0.87 B,$0.81 B,$0.66 B,$0.63 B,$0.55 B,$0.79 B,
genting-singapore,,$5.98 B,$5.83 B,$5.92 B,$5.97 B,$5.69 B,$5.56 B,$6.58 B,$6.80 B,$7.34 B,$7.61 B,$7.30 B,$4.73 B,$3.96 B,$2.94 B,$1.91 B,$2.36 B,$0.88 B,$0.78 B,$97.91 M,$84.24 M,$99.3 M,$91.83 M
toro-company,,$1.35 B,$1.15 B,$1.11 B,$0.85 B,$0.66 B,$0.61 B,$0.55 B,$0.46 B,$0.40 B,$0.35 B,$0.31 B,$0.26 B,$0.27 B,$0.31 B,$0.36 B,$0.37 B,$0.39 B,$0.39 B,$0.39 B,$0.43 B,$0.36 B,$0.34 B
spirax-sarco-engineering,,$1.41 B,$1.36 B,$1.16 B,$1.08 B,$0.97 B,$0.82 B,$0.64 B,$0.59 B,$0.68 B,$0.66 B,$0.70 B,$0.62 B,$0.58 B,$0.49 B,$0.43 B,$0.48 B,$0.39 B,$0.34 B,$0.31 B,$0.29 B,$0.18 B,$0.18 B
assurant,,$4.22 B,$5.48 B,$5.95 B,$5.68 B,$5.13 B,$4.28 B,$4.09 B,$4.52 B,$5.18 B,$4.83 B,$5.18 B,$5.02 B,$4.78 B,$4.85 B,$3.70 B,$4.11 B,$3.85 B,$3.72 B,$3.65 B,$2.85 B,$2.55 B,$3.45 B
match-group,,$-0.36 B,$-0.2 B,$-1.42 B,$3.94 B,$3.61 B,$2.98 B,$2.04 B,$2.24 B,$2.03 B,$1.77 B,$1.76 B,$2.01 B,$2.43 B,$3.15 B,$4.45 B,$8.62 B,$8.79 B,$9.23 B,$14.89 B,$14.52 B,$9.00 B,$4.65 B
tetra-tech,$1.40 B,$1.18 B,$1.23 B,$1.03 B,$0.98 B,$0.96 B,$0.92 B,$0.86 B,$0.85 B,$1.01 B,$0.99 B,$1.01 B,$0.85 B,$0.74 B,$0.64 B,$0.51 B,$0.41 B,$0.35 B,$0.30 B,$0.39 B,$0.36 B,$0.41 B,$0.37 B
tim-sa,,$4.80 B,$4.50 B,$4.46 B,$5.58 B,$5.10 B,$5.48 B,$5.28 B,$4.27 B,$5.77 B,$6.18 B,$6.76 B,$6.95 B,$6.19 B,$4.77 B,$3.35 B,$4.38 B,$3.68 B,$1.27 B,$0.49 B,$0.37 B,$0.20 B,$0.19 B
churchill-downs,,$0.55 B,$0.30 B,$0.36 B,$0.51 B,$0.47 B,$0.64 B,$0.68 B,$0.61 B,$0.70 B,$0.70 B,$0.64 B,$0.58 B,$0.50 B,$0.40 B,$0.39 B,$0.36 B,$0.35 B,$0.31 B,$0.23 B,$0.25 B,$0.23 B,$0.21 B
ooredoo-qatar,,$7.73 B,$7.25 B,$7.74 B,$7.99 B,$7.74 B,$8.15 B,$7.96 B,$7.79 B,$8.37 B,$8.91 B,$10.13 B,$10.81 B,$9.40 B,$8.08 B,$7.96 B,$4.54 B,$1.44 B,$1.17 B,,,,
evonik-industries,,$11.84 B,$10.61 B,$9.96 B,$10.14 B,$8.95 B,$9.03 B,$8.15 B,$8.28 B,$7.93 B,$9.45 B,$9.03 B,$7.87 B,$7.93 B,$7.47 B,$7.25 B,$7.41 B,$5.71 B,,,,,
st-engineering,,$1.98 B,$1.97 B,$1.94 B,$1.84 B,$1.85 B,$1.88 B,$1.68 B,$1.59 B,$1.71 B,$1.78 B,$1.64 B,$1.44 B,$1.34 B,$1.19 B,$0.31 B,$1.23 B,$1.11 B,$0.92 B,$0.85 B,$0.80 B,$1.10 B,$1.03 B
medpace,,$0.38 B,$0.95 B,$0.80 B,$0.72 B,$0.58 B,$0.50 B,$0.61 B,$0.41 B,$0.40 B,,,,,,,,,,,,,
jardine-singapore,,$16.44 B,$16.39 B,$15.30 B,$14.98 B,$13.49 B,$13.44 B,$12.07 B,$11.00 B,$10.79 B,$9.88 B,$10.71 B,$9.96 B,$8.05 B,$6.43 B,$4.82 B,$1.21 B,$1.04 B,$0.85 B,$1.04 B,$0.95 B,,
leonardo,,$8.24 B,$7.31 B,$6.49 B,$5.97 B,$5.15 B,$5.38 B,$4.60 B,$4.70 B,$4.68 B,$5.08 B,$4.89 B,$5.96 B,$9.44 B,$9.38 B,$8.56 B,$7.93 B,$6.97 B,$5.43 B,$5.05 B,$4.16 B,$3.55 B,
bjs-wholesale-club,$1.04 B,$0.64 B,$0.31 B,$-54.35 M,$-0.21 B,$-1.03 B,$-0.35 B,,,,,,,,,,,,,,,,
paylocity,$0.84 B,$0.61 B,$0.47 B,$0.39 B,$0.30 B,$0.21 B,$0.14 B,$0.11 B,$0.10 B,$91.13 M,$9.98 M,$8.92 M,$7.08 M,,,,,,,,,,
cpfl-energia,,$3.31 B,$3.01 B,$2.74 B,$3.30 B,$3.23 B,$3.38 B,$3.18 B,$2.56 B,$3.53 B,$3.72 B,$4.11 B,$4.59 B,$4.06 B,$2.96 B,$5.08 B,$2.85 B,$2.27 B,$2.22 B,$0.85 B,$1.22 B,$0.46 B,
agco,,$3.88 B,$3.44 B,$3.01 B,$2.90 B,$2.99 B,$3.09 B,$2.83 B,$2.88 B,$3.49 B,$4.04 B,$3.49 B,$3.03 B,$2.65 B,$2.40 B,$1.95 B,$2.04 B,$1.49 B,$1.41 B,$1.42 B,$0.90 B,$0.71 B,$0.79 B
svenska-kullagerfabriken,,$5.19 B,$5.01 B,$4.36 B,$3.99 B,$3.94 B,$3.64 B,$3.04 B,$3.12 B,$3.14 B,$3.29 B,$3.45 B,$3.26 B,$2.94 B,$2.58 B,$2.63 B,$2.84 B,$2.86 B,$2.29 B,$2.57 B,$2.17 B,$1.88 B,$1.63 B
jfe-holdings,$16.46 B,$16.97 B,$15.95 B,$15.79 B,$17.94 B,$18.87 B,$17.19 B,$16.53 B,$16.58 B,$16.96 B,$16.93 B,$17.57 B,$17.77 B,$15.67 B,$13.92 B,$15.43 B,$13.07 B,$11.44 B,$9.39 B,$7.48 B,$5.44 B,,
japan-airlines,$6.43 B,$6.91 B,$8.89 B,$10.47 B,$10.81 B,$10.29 B,$8.97 B,$7.74 B,$6.67 B,$6.91 B,$6.18 B,$4.99 B,,,$1.47 B,$4.71 B,$2.81 B,$1.49 B,$2.05 B,$1.76 B,$2.35 B,$1.90 B,$2.29 B
sig-combibloc,,$3.27 B,$2.63 B,$2.23 B,$2.22 B,$2.16 B,$1.24 B,,,,,,,,,,,,,,,,
sbi-card,$1.19 B,$1.02 B,$0.85 B,$0.70 B,$0.51 B,$0.36 B,$0.22 B,,,,,,,,,,,,,,,,
chemed,,$0.79 B,$0.62 B,$0.90 B,$0.72 B,$0.59 B,$0.54 B,$0.52 B,$0.51 B,$0.45 B,$0.44 B,$0.45 B,$0.41 B,$0.46 B,$0.47 B,$0.37 B,$0.36 B,$0.42 B,$0.38 B,$0.33 B,$0.19 B,$0.20 B,$0.22 B
unilever-indonesia,,$0.25 B,$0.30 B,$0.35 B,$0.37 B,$0.52 B,$0.38 B,$0.34 B,$0.34 B,$0.37 B,$0.34 B,$0.41 B,$0.40 B,$0.45 B,$0.39 B,$0.27 B,$0.28 B,$0.26 B,$0.22 B,,,,
srf-ltd,$1.25 B,$1.12 B,$0.93 B,$0.65 B,$0.59 B,$0.54 B,$0.49 B,$0.40 B,$0.36 B,$0.34 B,$0.36 B,$0.36 B,$0.38 B,$0.28 B,$0.19 B,$0.23 B,$0.19 B,$0.12 B,$0.10 B,,,,
pinnacle-west-capital,,$6.15 B,$6.02 B,$5.75 B,$5.55 B,$5.34 B,$5.13 B,$4.93 B,$4.71 B,$4.51 B,$4.34 B,$4.10 B,$3.93 B,$3.77 B,$3.34 B,$3.44 B,$3.53 B,$3.44 B,$3.42 B,$2.95 B,$2.82 B,$2.68 B,$2.49 B
penumbra,,$0.99 B,$0.95 B,$0.63 B,$0.48 B,$0.42 B,$0.40 B,$0.26 B,$0.23 B,$-12.37 M,$-8.07 M,,,,,,,,,,,,
autoliv,,$2.62 B,$2.64 B,$2.42 B,$2.12 B,$1.89 B,$4.16 B,$3.92 B,$3.46 B,$3.44 B,$4.00 B,$3.77 B,$3.34 B,$2.93 B,$2.43 B,$2.17 B,$2.40 B,$2.48 B,$2.38 B,$2.69 B,$2.44 B,$2.08 B,$1.90 B
fisher-paykel-healthcare,$1.09 B,$1.17 B,$1.06 B,$0.58 B,,,,,,,,,,,,,,,,,,,
rakuten,,$6.65 B,$9.71 B,$6.09 B,$6.77 B,$7.03 B,$6.06 B,$5.82 B,$5.51 B,$3.58 B,$2.92 B,$3.05 B,$3.05 B,$3.05 B,$2.35 B,$1.75 B,$1.73 B,$1.70 B,$0.72 B,$0.44 B,,,
gecina,,$13.68 B,$14.70 B,$15.37 B,$14.25 B,$13.44 B,$13.22 B,$8.72 B,$8.47 B,$7.63 B,$8.62 B,$8.17 B,$8.17 B,$8.17 B,$7.69 B,$8.75 B,$11.27 B,$8.81 B,$6.03 B,$6.28 B,,,
hlbank-hong-leong-bank,$7.27 B,$7.04 B,$7.09 B,$6.35 B,$6.17 B,$5.92 B,$5.28 B,$5.29 B,$4.47 B,$4.52 B,$4.12 B,$3.61 B,$2.52 B,$1.97 B,$1.64 B,$1.57 B,$1.35 B,$1.19 B,$1.15 B,,,,
vail-resorts,$1.33 B,$1.84 B,$1.82 B,$1.53 B,$1.72 B,$1.81 B,$1.79 B,$0.88 B,$0.88 B,$0.83 B,$0.83 B,$0.81 B,$0.84 B,$0.80 B,$0.79 B,$0.75 B,$0.74 B,$0.67 B,$0.57 B,$0.52 B,$0.52 B,$0.53 B,$0.51 B
yonyou,,$1.81 B,$1.24 B,$1.31 B,$1.18 B,$1.11 B,$1.03 B,$0.92 B,$0.93 B,$0.71 B,$0.55 B,$0.49 B,$0.48 B,$0.38 B,$0.38 B,$0.31 B,$0.33 B,$0.16 B,$0.15 B,$0.14 B,$0.13 B,$0.12 B,$0.12 B
icici-lombard,$1.27 B,$1.21 B,$1.03 B,$0.80 B,$0.77 B,$0.72 B,$0.60 B,$0.49 B,$0.47 B,$0.40 B,$0.36 B,,,,,,,,,,,,
schroders,,$5.42 B,$5.97 B,$5.56 B,$5.04 B,$4.59 B,$4.69 B,$3.89 B,$4.14 B,$3.95 B,$3.74 B,$3.34 B,$2.94 B,$2.77 B,$2.66 B,$2.39 B,$3.36 B,$2.83 B,$2.30 B,$2.17 B,$1.84 B,$1.31 B,$1.39 B
yamaha-motor,,$8.05 B,$7.82 B,$7.26 B,$6.90 B,$6.30 B,$5.90 B,$4.92 B,$4.41 B,$4.21 B,$4.02 B,$3.97 B,$4.02 B,$3.81 B,$2.68 B,$4.72 B,$5.09 B,$4.21 B,$3.46 B,$3.05 B,,,
ralph-lauren,$2.43 B,$2.53 B,$2.60 B,$2.69 B,$3.28 B,$3.45 B,$3.29 B,$3.74 B,$3.89 B,$4.03 B,$3.78 B,$3.65 B,$3.30 B,$3.11 B,$2.73 B,$2.39 B,$2.33 B,$2.04 B,$1.67 B,$1.42 B,$1.20 B,$0.99 B,$0.80 B
reece,$2.39 B,$2.28 B,$2.17 B,$1.88 B,$1.39 B,$1.39 B,$0.89 B,$0.77 B,$0.71 B,$0.77 B,$0.69 B,$0.72 B,$0.69 B,$0.50 B,$0.42 B,$0.47 B,$0.37 B,$0.27 B,$0.21 B,$0.18 B,$0.15 B,$0.13 B,$0.11 B
td-holdings,$7.46 B,$11.38 B,$14.08 B,$10.39 B,$10.44 B,$10.84 B,$9.81 B,$10.80 B,$11.20 B,$9.91 B,$9.75 B,$8.27 B,$7.48 B,$6.74 B,$2.99 B,$6.80 B,$9.27 B,$9.19 B,$5.46 B,$2.14 B,$1.01 B,,
lattice-semiconductor,,$0.48 B,$0.41 B,$0.38 B,$0.32 B,$0.25 B,$0.21 B,$0.27 B,$0.30 B,$0.44 B,$0.38 B,$0.35 B,$0.39 B,$0.31 B,$0.25 B,$0.25 B,$0.28 B,$0.50 B,$0.49 B,$0.54 B,$0.60 B,$0.66 B,$0.83 B
brookfield-property-partners,,$41.73 B,$45.00 B,$41.52 B,$44.93 B,$46.74 B,$35.12 B,$34.16 B,$30.93 B,$28.29 B,$24.99 B,$24.00 B,,,,,,,,,,,
idbi-bank,$5.65 B,$5.63 B,$5.13 B,$4.63 B,$5.53 B,$3.37 B,$3.60 B,$4.23 B,$3.90 B,$3.95 B,$3.91 B,$3.81 B,$3.26 B,$2.29 B,$0.18 B,$2.27 B,$1.97 B,$1.49 B,$1.42 B,,,,
kasikornbank,,$16.46 B,$16.10 B,$16.42 B,$15.13 B,$12.84 B,$12.17 B,$9.89 B,$8.67 B,$8.54 B,$7.22 B,$6.71 B,$5.29 B,$4.87 B,$4.00 B,$3.33 B,$3.35 B,$2.50 B,$1.90 B,,,,
hkt,,$4.67 B,$4.77 B,$4.88 B,$4.87 B,$4.80 B,$4.99 B,$5.04 B,$4.86 B,$4.90 B,$3.97 B,$4.01 B,$3.98 B,$2.50 B,,,,,,,,,
cyberark,,$0.67 B,$0.72 B,$0.70 B,$0.62 B,$0.46 B,$0.35 B,$0.29 B,$0.24 B,$0.15 B,$45.84 M,$38.49 M,,,,,,,,,,,
finecobank,,$2.04 B,$1.95 B,$2.07 B,$1.54 B,$1.11 B,$0.87 B,$0.71 B,$0.69 B,$0.67 B,$0.57 B,$0.58 B,$0.48 B,$0.48 B,,,,,,,,,
samsung-electro-mechanics,,$6.10 B,$5.77 B,$5.44 B,$4.69 B,$4.43 B,$4.06 B,$3.59 B,$3.67 B,$4.23 B,$4.03 B,$3.82 B,$3.34 B,$3.37 B,$2.42 B,$1.61 B,$2.16 B,,,,,,
dolby,,$2.25 B,$2.60 B,$2.43 B,$2.31 B,$2.19 B,$2.14 B,$1.97 B,$1.81 B,$1.73 B,$1.50 B,$1.74 B,$1.68 B,$1.49 B,$1.36 B,$1.07 B,$0.81 B,$0.61 B,$0.47 B,$0.16 B,$0.10 B,,$60.64 M
monday-dot-com,,$0.67 B,$0.70 B,$-0.22 B,$-0.14 B,,,,,,,,,,,,,,,,,,
pmetal-press-metal-aluminium,,$1.81 B,$1.17 B,$1.21 B,$1.09 B,$0.97 B,$0.73 B,$0.60 B,$0.55 B,$0.62 B,$0.42 B,$0.45 B,$0.37 B,$0.30 B,$0.24 B,$0.23 B,$0.22 B,$68.27 M,,,,,
procore,,$1.11 B,$1.18 B,$-0.28 B,$-0.26 B,$-0.2 B,,,,,,,,,,,,,,,,,
toppan,$10.90 B,$11.77 B,$13.17 B,$12.12 B,$11.97 B,$12.26 B,$10.48 B,$9.49 B,$9.02 B,$8.87 B,$9.42 B,$10.45 B,$10.39 B,$9.34 B,$8.76 B,$9.41 B,$7.79 B,$7.61 B,$7.75 B,$7.66 B,$6.54 B,$5.69 B,$6.03 B
unimicron,,$3.02 B,$2.36 B,$1.89 B,$1.60 B,$1.52 B,$1.57 B,$1.42 B,$1.49 B,$1.61 B,$1.66 B,$1.72 B,$1.69 B,$1.63 B,$1.38 B,$0.98 B,$1.00 B,$0.81 B,,,,,
rumo,,$2.91 B,$2.69 B,$2.94 B,$2.14 B,$2.14 B,$2.42 B,$1.74 B,$0.97 B,$0.50 B,,,,,,,,,,,,,
yara-international,,$8.60 B,$7.11 B,$8.22 B,$8.90 B,$8.91 B,$9.47 B,$8.88 B,$8.61 B,$9.14 B,$9.27 B,$8.93 B,$7.50 B,$6.01 B,$4.98 B,$4.34 B,$3.89 B,$2.57 B,$1.97 B,$1.77 B,,,
bath-body-works,$-2.21 B,$-1.52 B,$-0.67 B,$-1.5 B,$-0.87 B,$-0.76 B,$-0.73 B,$-0.26 B,$19 M,$-0.37 B,$-1.02 B,$0.13 B,$1.47 B,$2.18 B,$1.87 B,$2.27 B,$3.02 B,$2.50 B,$2.36 B,$5.26 B,$4.86 B,$2.92 B,$2.45 B
ono-pharmaceutical,$5.61 B,$5.42 B,$5.81 B,$5.25 B,$5.06 B,$4.98 B,$4.68 B,$4.23 B,$3.95 B,$4.39 B,$4.48 B,$4.83 B,$4.74 B,$4.34 B,$3.94 B,$4.30 B,$3.79 B,$3.76 B,$3.65 B,,,,
liberty-media,,$11.89 B,$11.60 B,$12.75 B,$16.30 B,$15.70 B,$16.47 B,$16.03 B,$18.13 B,$20.17 B,$23.88 B,$6.43 B,$5.24 B,,,,,,,,,,
gjensidige-forsikring,,$2.64 B,$2.86 B,$2.96 B,$2.97 B,$2.73 B,$2.88 B,$2.58 B,$2.65 B,$2.92 B,$4.33 B,$4.59 B,$3.88 B,$3.94 B,$3.80 B,$2.84 B,$3.73 B,$2.48 B,$1.85 B,$1.50 B,,,
